													
4. НАСЕЛЕНИЕ, УКАЗАВШЕЕ ОДИН ИСТОЧНИК СРЕДСТВ К СУЩЕСТВОВАНИЮ, ПО ПОЛУ И ВОЗРАСТНЫМ ГРУППАМ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ													
													
													
	Население, указавшее один источник средств к существованию	в том числе указали источником средств к существованию											
до 15	37589.0	4.0	13.0	6.0	117.0	132.0	2411.0	-	1307.0	-	9.0	33555.0	35.0
15 – 19	44178.0	6725.0	102.0	1861.0	248.0	350.0	593.0	200.0	533.0	8.0	7.0	33395.0	156.0
20 – 29	117190.0	85231.0	622.0	498.0	133.0	1599.0	1371.0	1526.0	2016.0	115.0	20.0	23315.0	744.0
30 – 49	252966.0	201977.0	2826.0	11.0	4512.0	9144.0	1077.0	4141.0	1750.0	314.0	69.0	25151.0	1994.0
50 – 54	56016.0	35844.0	538.0	-	10612.0	4009.0	111.0	809.0	154.0	62.0	8.0	3495.0	374.0
55 – 59	24795.0	7179.0	105.0	-	14950.0	1753.0	16.0	87.0	52.0	12.0	5.0	539.0	97.0
60 – 64	39713.0	886.0	8.0	-	37081.0	1636.0	3.0	-	37.0	-	-	30.0	32.0
65 и более	108275.0	228.0	12.0	-	102715.0	5070.0	12.0	-	155.0	-	-	48.0	35.0
возраст не указан	25.0	4.0	-	-	1.0	-	8.0	-	2.0	-	-	1.0	9.0
Мужчины	306786.0	164771.0	2553.0	1415.0	52498.0	13129.0	1941.0	2829.0	5017.0	322.0	61.0	59952.0	2298.0
из них в возрасте, лет:													
до 15	19461.0	2.0	9.0	3.0	59.0	82.0	1234.0	-	823.0	-	5.0	17225.0	19.0
15 – 19	21598.0	3335.0	48.0	1137.0	126.0	239.0	247.0	78.0	398.0	6.0	1.0	15897.0	86.0
20 – 29	60036.0	44092.0	364.0	268.0	32.0	1052.0	114.0	623.0	1892.0	79.0	10.0	11050.0	460.0
30 – 49	121297.0	93572.0	1676.0	7.0	2094.0	5332.0	277.0	1727.0	1641.0	197.0	37.0	13393.0	1344.0
50 – 54	25735.0	17349.0	348.0	-	3225.0	2165.0	47.0	314.0	141.0	29.0	3.0	1855.0	259.0
55 – 59	11673.0	5660.0	97.0	-	4071.0	1112.0	11.0	87.0	48.0	11.0	5.0	496.0	75.0
60 – 64	14753.0	632.0	5.0	-	13220.0	832.0	1.0	-	19.0	-	-	15.0	29.0
65 и более	32224.0	128.0	6.0	-	29671.0	2315.0	5.0	-	54.0	-	-	21.0	24.0
возраст не указан	9.0	1.0	-	-	-	-	5.0	-	1.0	-	-	-	2.0
Женщины	373961.0	173307.0	1673.0	961.0	117871.0	10564.0	3661.0	3934.0	989.0	189.0	57.0	59577.0	1178.0
из них в возрасте, лет:													
до 15	18128.0	2.0	4.0	3.0	58.0	50.0	1177.0	-	484.0	-	4.0	16330.0	16.0
15 – 19	22580.0	3390.0	54.0	724.0	122.0	111.0	346.0	122.0	135.0	2.0	6.0	17498.0	70.0
20 – 29	57154.0	41139.0	258.0	230.0	101.0	547.0	1257.0	903.0	124.0	36.0	10.0	12265.0	284.0
30 – 49	131669.0	108405.0	1150.0	4.0	2418.0	3812.0	800.0	2414.0	109.0	117.0	32.0	11758.0	650.0
50 – 54	30281.0	18495.0	190.0	-	7387.0	1844.0	64.0	495.0	13.0	33.0	5.0	1640.0	115.0
55 – 59	13122.0	1519.0	8.0	-	10879.0	641.0	5.0	-	4.0	1.0	-	43.0	22.0
60 – 64	24960.0	254.0	3.0	-	23861.0	804.0	2.0	-	18.0	-	-	15.0	3.0
65 и более	76051.0	100.0	6.0	-	73044.0	2755.0	7.0	-	101.0	-	-	27.0	11.0
возраст не указан	16.0	3.0	-	-	1.0	-	3.0	-	1.0	-	-	1.0	7.0
Сельское население	204755.0	70381.0	17017.0	641.0	67685.0	9600.0	3813.0	1459.0	1035.0	92.0	34.0	31142.0	1856.0
из него в возрасте, лет:													
до 15	8788.0	2.0	2.0	2.0	59.0	79.0	2361.0	-	207.0	-	2.0	6070.0	4.0
15 – 19	12394.0	2285.0	318.0	523.0	110.0	222.0	487.0	82.0	84.0	1.0	1.0	8212.0	69.0
20 – 29	33557.0	20266.0	3076.0	115.0	64.0	960.0	506.0	407.0	154.0	15.0	8.0	7571.0	415.0
30 – 49	67165.0	40720.0	10931.0	1.0	985.0	3999.0	412.0	815.0	159.0	73.0	18.0	7943.0	1109.0
50 – 54	13116.0	5829.0	2057.0	-	2398.0	1355.0	33.0	139.0	39.0	2.0	4.0	1075.0	185.0
55 – 59	6390.0	1149.0	503.0	-	3850.0	564.0	7.0	16.0	30.0	1.0	-	224.0	46.0
60 – 64	11882.0	96.0	60.0	-	11053.0	546.0	3.0	-	83.0	-	-	24.0	17.0
65 и более	51453.0	34.0	69.0	-	49162.0	1875.0	4.0	-	278.0	-	-	21.0	10.0
возраст не указан	10.0	-	1.0	-	4.0	-	-	-	1.0	-	1.0	2.0	1.0
Мужчины	96838.0	39241.0	9785.0	338.0	19234.0	5954.0	1603.0	604.0	648.0	58.0	20.0	17984.0	1369.0
из них в возрасте, лет:													
до 15	4542.0	1.0	2.0	1.0	27.0	44.0	1166.0	-	137.0	-	1.0	3160.0	3.0
15 – 19	6393.0	1113.0	161.0	273.0	64.0	131.0	218.0	29.0	47.0	-	-	4324.0	33.0
20 – 29	18559.0	11389.0	1569.0	64.0	18.0	645.0	46.0	148.0	90.0	11.0	4.0	4299.0	276.0
30 – 49	38314.0	22219.0	6280.0	-	441.0	2584.0	151.0	363.0	112.0	45.0	12.0	5252.0	855.0
50 – 54	7135.0	3435.0	1238.0	-	697.0	818.0	14.0	48.0	31.0	1.0	2.0	711.0	140.0
55 – 59	3317.0	990.0	469.0	-	1169.0	387.0	5.0	16.0	28.0	1.0	-	209.0	43.0
60 – 64	4807.0	80.0	40.0	-	4290.0	294.0	2.0	-	68.0	-	-	21.0	12.0
65 и более	13767.0	14.0	26.0	-	12527.0	1051.0	1.0	-	134.0	-	-	7.0	7.0
возраст не указан	4.0	-	-	-	1.0	-	-	-	1.0	-	1.0	1.0	-
Женщины	107917.0	31140.0	7232.0	303.0	48451.0	3646.0	2210.0	855.0	387.0	34.0	14.0	13158.0	487.0
из них в возрасте, лет:													
до 15	4246.0	1.0	-	1.0	32.0	35.0	1195.0	-	70.0	-	1.0	2910.0	1.0
15 – 19	6001.0	1172.0	157.0	250.0	46.0	91.0	269.0	53.0	37.0	1.0	1.0	3888.0	36.0
20 – 29	14998.0	8877.0	1507.0	51.0	46.0	315.0	460.0	259.0	64.0	4.0	4.0	3272.0	139.0
30 – 49	28851.0	18501.0	4651.0	1.0	544.0	1415.0	261.0	452.0	47.0	28.0	6.0	2691.0	254.0
50 – 54	5981.0	2394.0	819.0	-	1701.0	537.0	19.0	91.0	8.0	1.0	2.0	364.0	45.0
55 – 59	3073.0	159.0	34.0	-	2681.0	177.0	2.0	-	2.0	-	-	15.0	3.0
60 – 64	7075.0	16.0	20.0	-	6763.0	252.0	1.0	-	15.0	-	-	3.0	5.0
65 и более	37686.0	20.0	43.0	-	36635.0	824.0	3.0	-	144.0	-	-	14.0	3.0
возраст не указан	6.0	-	1.0	-	3.0	-	-	-	-	-	-	1.0	1.0
Владимирская область													
Городское и сельское население	1104181.0	542644.0	8367.0	3878.0	266758.0	38596.0	9259.0	11749.0	9388.0	1067.0	158.0	195887.0	16430.0
из него в возрасте, лет:													
до 15	96175.0	25.0	1.0	22.0	306.0	295.0	3952.0	-	1373.0	2.0	27.0	90090.0	82.0
15 – 19	79337.0	21937.0	108.0	2964.0	394.0	638.0	1035.0	513.0	833.0	16.0	9.0	50273.0	617.0
20 – 29	178565.0	137385.0	1038.0	872.0	204.0	2290.0	2284.0	2421.0	3526.0	226.0	30.0	24796.0	3493.0
30 – 49	377351.0	307482.0	5093.0	19.0	4875.0	12234.0	1690.0	6854.0	3126.0	663.0	64.0	25565.0	9686.0
50 – 54	85110.0	59566.0	1391.0	-	9238.0	6504.0	203.0	1638.0	322.0	123.0	21.0	4173.0	1931.0
55 – 59	38485.0	13870.0	356.0	-	18980.0	3490.0	40.0	322.0	94.0	33.0	6.0	793.0	501.0
60 – 64	64065.0	1717.0	86.0	-	58747.0	3335.0	16.0	-	43.0	2.0	-	66.0	53.0
65 и более	184903.0	574.0	290.0	-	173970.0	9807.0	37.0	-	59.0	2.0	1.0	103.0	60.0
возраст не указан	190.0	88.0	4.0	1.0	44.0	3.0	2.0	1.0	12.0	-	-	28.0	7.0
Мужчины	502167.0	273234.0	4616.0	2153.0	78165.0	20198.0	2918.0	4626.0	7679.0	652.0	90.0	97212.0	10624.0
из них в возрасте, лет:													
до 15	49371.0	18.0	-	11.0	151.0	165.0	2031.0	-	793.0	1.0	12.0	46145.0	44.0
15 – 19	42198.0	13856.0	68.0	1668.0	209.0	375.0	358.0	136.0	604.0	7.0	6.0	24538.0	373.0
20 – 29	94534.0	74456.0	563.0	461.0	63.0	1451.0	96.0	838.0	3162.0	147.0	14.0	11196.0	2087.0
30 – 49	182028.0	144790.0	2729.0	12.0	2798.0	6723.0	314.0	2677.0	2729.0	396.0	41.0	12494.0	6325.0
50 – 54	39135.0	27741.0	767.0	-	2946.0	3298.0	73.0	653.0	250.0	71.0	11.0	2041.0	1284.0
55 – 59	18654.0	10907.0	324.0	-	3658.0	2138.0	28.0	322.0	80.0	29.0	6.0	714.0	448.0
60 – 64	22860.0	1103.0	48.0	-	19852.0	1747.0	6.0	-	32.0	1.0	-	39.0	32.0
65 и более	53291.0	320.0	116.0	-	48470.0	4301.0	11.0	-	19.0	-	-	27.0	27.0
возраст не указан	96.0	43.0	1.0	1.0	18.0	-	1.0	-	10.0	-	-	18.0	4.0
Женщины	602014.0	269410.0	3751.0	1725.0	188593.0	18398.0	6341.0	7123.0	1709.0	415.0	68.0	98675.0	5806.0
из них в возрасте, лет:													
до 15	46804.0	7.0	1.0	11.0	155.0	130.0	1921.0	-	580.0	1.0	15.0	43945.0	38.0
15 – 19	37139.0	8081.0	40.0	1296.0	185.0	263.0	677.0	377.0	229.0	9.0	3.0	25735.0	244.0
20 – 29	84031.0	62929.0	475.0	411.0	141.0	839.0	2188.0	1583.0	364.0	79.0	16.0	13600.0	1406.0
30 – 49	195323.0	162692.0	2364.0	7.0	2077.0	5511.0	1376.0	4177.0	397.0	267.0	23.0	13071.0	3361.0
50 – 54	45975.0	31825.0	624.0	-	6292.0	3206.0	130.0	985.0	72.0	52.0	10.0	2132.0	647.0
55 – 59	19831.0	2963.0	32.0	-	15322.0	1352.0	12.0	-	14.0	4.0	-	79.0	53.0
60 – 64	41205.0	614.0	38.0	-	38895.0	1588.0	10.0	-	11.0	1.0	-	27.0	21.0
65 и более	131612.0	254.0	174.0	-	125500.0	5506.0	26.0	-	40.0	2.0	1.0	76.0	33.0
возраст не указан	94.0	45.0	3.0	-	26.0	3.0	1.0	1.0	2.0	-	-	10.0	3.0
Городское население	924814.0	469953.0	2767.0	3236.0	215022.0	31095.0	6926.0	9304.0	7484.0	947.0	128.0	166479.0	11473.0
из него в возрасте, лет:													
до 15	82707.0	18.0	-	18.0	230.0	209.0	2716.0	-	1160.0	2.0	22.0	78266.0	66.0
15 – 19	66604.0	18511.0	34.0	2417.0	276.0	438.0	724.0	387.0	605.0	11.0	7.0	42794.0	400.0
20 – 29	150358.0	117476.0	338.0	781.0	164.0	1726.0	1842.0	1878.0	2948.0	205.0	29.0	20541.0	2430.0
30 – 49	320339.0	267075.0	1683.0	19.0	4300.0	9637.0	1393.0	5495.0	2416.0	600.0	51.0	20819.0	6851.0
50 – 54	72689.0	52418.0	454.0	-	8089.0	5276.0	167.0	1290.0	239.0	101.0	15.0	3334.0	1306.0
55 – 59	32700.0	12280.0	103.0	-	16128.0	2898.0	33.0	254.0	64.0	26.0	3.0	583.0	328.0
60 – 64	52634.0	1577.0	30.0	-	48122.0	2779.0	15.0	-	17.0	1.0	-	50.0	43.0
65 и более	146643.0	526.0	121.0	-	137689.0	8129.0	34.0	-	24.0	1.0	1.0	75.0	43.0
возраст не указан	140.0	72.0	4.0	1.0	24.0	3.0	2.0	-	11.0	-	-	17.0	6.0
Мужчины	418483.0	234388.0	1467.0	1831.0	63063.0	15842.0	2113.0	3675.0	6319.0	568.0	69.0	81891.0	7257.0
из них в возрасте, лет:													
до 15	42401.0	14.0	-	10.0	113.0	115.0	1418.0	-	673.0	1.0	9.0	40013.0	35.0
15 – 19	35536.0	11941.0	20.0	1385.0	142.0	243.0	246.0	96.0	428.0	5.0	5.0	20780.0	245.0
20 – 29	79072.0	63136.0	157.0	423.0	58.0	1077.0	83.0	688.0	2722.0	133.0	14.0	9148.0	1433.0
30 – 49	152078.0	124359.0	883.0	12.0	2481.0	5192.0	268.0	2140.0	2203.0	350.0	31.0	9799.0	4360.0
50 – 54	32762.0	24060.0	252.0	-	2623.0	2590.0	58.0	497.0	199.0	55.0	7.0	1570.0	851.0
55 – 59	15724.0	9554.0	89.0	-	3169.0	1740.0	22.0	254.0	61.0	24.0	3.0	522.0	286.0
60 – 64	18336.0	1003.0	17.0	-	15826.0	1416.0	6.0	-	17.0	-	-	28.0	23.0
65 и более	42504.0	287.0	48.0	-	38641.0	3469.0	11.0	-	7.0	-	-	20.0	21.0
возраст не указан	70.0	34.0	1.0	1.0	10.0	-	1.0	-	9.0	-	-	11.0	3.0
Женщины	506331.0	235565.0	1300.0	1405.0	151959.0	15253.0	4813.0	5629.0	1165.0	379.0	59.0	84588.0	4216.0
из них в возрасте, лет:													
до 15	40306.0	4.0	-	8.0	117.0	94.0	1298.0	-	487.0	1.0	13.0	38253.0	31.0
15 – 19	31068.0	6570.0	14.0	1032.0	134.0	195.0	478.0	291.0	177.0	6.0	2.0	22014.0	155.0
20 – 29	71286.0	54340.0	181.0	358.0	106.0	649.0	1759.0	1190.0	226.0	72.0	15.0	11393.0	997.0
30 – 49	168261.0	142716.0	800.0	7.0	1819.0	4445.0	1125.0	3355.0	213.0	250.0	20.0	11020.0	2491.0
50 – 54	39927.0	28358.0	202.0	-	5466.0	2686.0	109.0	793.0	40.0	46.0	8.0	1764.0	455.0
55 – 59	16976.0	2726.0	14.0	-	12959.0	1158.0	11.0	-	3.0	2.0	-	61.0	42.0
60 – 64	34298.0	574.0	13.0	-	32296.0	1363.0	9.0	-	-	1.0	-	22.0	20.0
65 и более	104139.0	239.0	73.0	-	99048.0	4660.0	23.0	-	17.0	1.0	1.0	55.0	22.0
возраст не указан	70.0	38.0	3.0	-	14.0	3.0	1.0	-	2.0	-	-	6.0	3.0
Сельское население	179367.0	72691.0	5600.0	642.0	51736.0	7501.0	2333.0	2445.0	1904.0	120.0	30.0	29408.0	4957.0
из него в возрасте, лет:													
до 15	13468.0	7.0	1.0	4.0	76.0	86.0	1236.0	-	213.0	-	5.0	11824.0	16.0
15 – 19	12733.0	3426.0	74.0	547.0	118.0	200.0	311.0	126.0	228.0	5.0	2.0	7479.0	217.0
20 – 29	28207.0	19909.0	700.0	91.0	40.0	564.0	442.0	543.0	578.0	21.0	1.0	4255.0	1063.0
30 – 49	57012.0	40407.0	3410.0	-	575.0	2597.0	297.0	1359.0	710.0	63.0	13.0	4746.0	2835.0
50 – 54	12421.0	7148.0	937.0	-	1149.0	1228.0	36.0	348.0	83.0	22.0	6.0	839.0	625.0
55 – 59	5785.0	1590.0	253.0	-	2852.0	592.0	7.0	68.0	30.0	7.0	3.0	210.0	173.0
60 – 64	11431.0	140.0	56.0	-	10625.0	556.0	1.0	-	26.0	1.0	-	16.0	10.0
65 и более	38260.0	48.0	169.0	-	36281.0	1678.0	3.0	-	35.0	1.0	-	28.0	17.0
возраст не указан	50.0	16.0	-	-	20.0	-	-	1.0	1.0	-	-	11.0	1.0
Мужчины	83684.0	38846.0	3149.0	322.0	15102.0	4356.0	805.0	951.0	1360.0	84.0	21.0	15321.0	3367.0
из них в возрасте, лет:													
до 15	6970.0	4.0	-	1.0	38.0	50.0	613.0	-	120.0	-	3.0	6132.0	9.0
15 – 19	6662.0	1915.0	48.0	283.0	67.0	132.0	112.0	40.0	176.0	2.0	1.0	3758.0	128.0
20 – 29	15462.0	11320.0	406.0	38.0	5.0	374.0	13.0	150.0	440.0	14.0	-	2048.0	654.0
30 – 49	29950.0	20431.0	1846.0	-	317.0	1531.0	46.0	537.0	526.0	46.0	10.0	2695.0	1965.0
50 – 54	6373.0	3681.0	515.0	-	323.0	708.0	15.0	156.0	51.0	16.0	4.0	471.0	433.0
55 – 59	2930.0	1353.0	235.0	-	489.0	398.0	6.0	68.0	19.0	5.0	3.0	192.0	162.0
60 – 64	4524.0	100.0	31.0	-	4026.0	331.0	-	-	15.0	1.0	-	11.0	9.0
65 и более	10787.0	33.0	68.0	-	9829.0	832.0	-	-	12.0	-	-	7.0	6.0
возраст не указан	26.0	9.0	-	-	8.0	-	-	-	1.0	-	-	7.0	1.0
Женщины	95683.0	33845.0	2451.0	320.0	36634.0	3145.0	1528.0	1494.0	544.0	36.0	9.0	14087.0	1590.0
из них в возрасте, лет:													
до 15	6498.0	3.0	1.0	3.0	38.0	36.0	623.0	-	93.0	-	2.0	5692.0	7.0
15 – 19	6071.0	1511.0	26.0	264.0	51.0	68.0	199.0	86.0	52.0	3.0	1.0	3721.0	89.0
20 – 29	12745.0	8589.0	294.0	53.0	35.0	190.0	429.0	393.0	138.0	7.0	1.0	2207.0	409.0
30 – 49	27062.0	19976.0	1564.0	-	258.0	1066.0	251.0	822.0	184.0	17.0	3.0	2051.0	870.0
50 – 54	6048.0	3467.0	422.0	-	826.0	520.0	21.0	192.0	32.0	6.0	2.0	368.0	192.0
55 – 59	2855.0	237.0	18.0	-	2363.0	194.0	1.0	-	11.0	2.0	-	18.0	11.0
60 – 64	6907.0	40.0	25.0	-	6599.0	225.0	1.0	-	11.0	-	-	5.0	1.0
65 и более	27473.0	15.0	101.0	-	26452.0	846.0	3.0	-	23.0	1.0	-	21.0	11.0
возраст не указан	24.0	7.0	-	-	12.0	-	-	1.0	-	-	-	4.0	-
Воронежская область													
Городское и сельское население	1845940.0	741610.0	50075.0	9606.0	467246.0	62129.0	19335.0	8754.0	12263.0	1898.0	346.0	442193.0	30485.0
из него в возрасте, лет:													
до 15	213602.0	37.0	3.0	43.0	593.0	792.0	11019.0	-	2083.0	2.0	29.0	198732.0	269.0
15 – 19	144286.0	17362.0	945.0	6674.0	636.0	1120.0	2311.0	236.0	3851.0	26.0	20.0	109845.0	1260.0
20 – 29	271271.0	175600.0	9046.0	2846.0	338.0	3807.0	3342.0	1799.0	3145.0	354.0	50.0	64450.0	6494.0
30 – 49	584912.0	436510.0	31185.0	41.0	8237.0	22406.0	2302.0	5079.0	2211.0	1217.0	182.0	57889.0	17653.0
50 – 54	133470.0	87536.0	6826.0	-	12418.0	11465.0	242.0	1430.0	263.0	238.0	55.0	9434.0	3563.0
55 – 59	62426.0	20557.0	1739.0	-	32109.0	5356.0	36.0	210.0	91.0	46.0	6.0	1369.0	907.0
60 – 64	112030.0	2930.0	171.0	-	103700.0	4837.0	17.0	-	116.0	8.0	-	126.0	125.0
65 и более	323558.0	924.0	147.0	-	309140.0	12336.0	63.0	-	489.0	7.0	2.0	291.0	159.0
возраст не указан	385.0	154.0	13.0	2.0	75.0	10.0	3.0	-	14.0	-	2.0	57.0	55.0
Мужчины	836418.0	378152.0	24773.0	4879.0	147505.0	33933.0	7210.0	3082.0	9111.0	1105.0	173.0	207735.0	18760.0
из них в возрасте, лет:													
до 15	109543.0	18.0	-	29.0	289.0	460.0	5659.0	-	1221.0	1.0	19.0	101701.0	146.0
15 – 19	74015.0	10015.0	441.0	3437.0	321.0	692.0	1002.0	57.0	3477.0	11.0	8.0	53870.0	684.0
20 – 29	136597.0	96334.0	3834.0	1390.0	100.0	2411.0	119.0	617.0	2465.0	205.0	26.0	25386.0	3710.0
30 – 49	282753.0	211197.0	15600.0	22.0	5895.0	12686.0	310.0	1766.0	1506.0	714.0	85.0	21890.0	11082.0
50 – 54	61901.0	41977.0	3133.0	-	4715.0	5565.0	70.0	432.0	159.0	132.0	28.0	3517.0	2173.0
55 – 59	29551.0	15991.0	1603.0	-	6136.0	3455.0	28.0	210.0	73.0	36.0	6.0	1194.0	819.0
60 – 64	43147.0	2004.0	109.0	-	38266.0	2544.0	8.0	-	80.0	4.0	-	59.0	73.0
65 и более	98749.0	542.0	48.0	-	91766.0	6117.0	14.0	-	121.0	2.0	1.0	88.0	50.0
возраст не указан	162.0	74.0	5.0	1.0	17.0	3.0	-	-	9.0	-	-	30.0	23.0
Женщины	1009522.0	363458.0	25302.0	4727.0	319741.0	28196.0	12125.0	5672.0	3152.0	793.0	173.0	234458.0	11725.0
из них в возрасте, лет:													
до 15	104059.0	19.0	3.0	14.0	304.0	332.0	5360.0	-	862.0	1.0	10.0	97031.0	123.0
15 – 19	70271.0	7347.0	504.0	3237.0	315.0	428.0	1309.0	179.0	374.0	15.0	12.0	55975.0	576.0
20 – 29	134674.0	79266.0	5212.0	1456.0	238.0	1396.0	3223.0	1182.0	680.0	149.0	24.0	39064.0	2784.0
30 – 49	302159.0	225313.0	15585.0	19.0	2342.0	9720.0	1992.0	3313.0	705.0	503.0	97.0	35999.0	6571.0
50 – 54	71569.0	45559.0	3693.0	-	7703.0	5900.0	172.0	998.0	104.0	106.0	27.0	5917.0	1390.0
55 – 59	32875.0	4566.0	136.0	-	25973.0	1901.0	8.0	-	18.0	10.0	-	175.0	88.0
60 – 64	68883.0	926.0	62.0	-	65434.0	2293.0	9.0	-	36.0	4.0	-	67.0	52.0
65 и более	224809.0	382.0	99.0	-	217374.0	6219.0	49.0	-	368.0	5.0	1.0	203.0	109.0
возраст не указан	223.0	80.0	8.0	1.0	58.0	7.0	3.0	-	5.0	-	2.0	27.0	32.0
Городское население	1261694.0	558571.0	6873.0	7943.0	281208.0	39186.0	8928.0	6810.0	9739.0	1402.0	216.0	322052.0	18766.0
из него в возрасте, лет:													
до 15	152073.0	27.0	-	26.0	369.0	439.0	4073.0	-	1517.0	1.0	26.0	145394.0	201.0
15 – 19	103582.0	12014.0	78.0	5311.0	377.0	572.0	863.0	164.0	3578.0	20.0	17.0	79895.0	693.0
20 – 29	194076.0	130783.0	922.0	2567.0	240.0	2072.0	2076.0	1330.0	2689.0	279.0	30.0	47061.0	4027.0
30 – 49	414386.0	328737.0	4521.0	38.0	6658.0	13563.0	1643.0	4031.0	1427.0	880.0	110.0	41813.0	10965.0
50 – 54	95726.0	67556.0	1085.0	-	9071.0	7506.0	190.0	1128.0	138.0	180.0	28.0	6672.0	2172.0
55 – 59	43539.0	15969.0	214.0	-	22155.0	3521.0	23.0	157.0	40.0	36.0	2.0	922.0	500.0
60 – 64	70577.0	2558.0	23.0	-	64638.0	3146.0	13.0	-	46.0	4.0	-	74.0	75.0
65 и более	187484.0	810.0	29.0	-	177656.0	8360.0	47.0	-	300.0	2.0	1.0	177.0	102.0
возраст не указан	251.0	117.0	1.0	1.0	44.0	7.0	-	-	4.0	-	2.0	44.0	31.0
Мужчины	570419.0	277628.0	3540.0	3986.0	90544.0	20453.0	2884.0	2375.0	7637.0	841.0	108.0	149269.0	11154.0
из них в возрасте, лет:													
до 15	78003.0	13.0	-	16.0	176.0	241.0	2106.0	-	898.0	-	17.0	74423.0	113.0
15 – 19	52897.0	6964.0	32.0	2693.0	189.0	342.0	343.0	42.0	3318.0	9.0	7.0	38584.0	374.0
20 – 29	96642.0	70124.0	455.0	1255.0	75.0	1317.0	98.0	463.0	2221.0	170.0	16.0	18164.0	2284.0
30 – 49	193999.0	154780.0	2295.0	21.0	4894.0	7440.0	243.0	1370.0	969.0	529.0	50.0	14821.0	6587.0
50 – 54	43361.0	31415.0	550.0	-	3652.0	3509.0	58.0	343.0	81.0	102.0	16.0	2371.0	1264.0
55 – 59	20485.0	12068.0	184.0	-	4603.0	2147.0	16.0	157.0	35.0	28.0	2.0	798.0	447.0
60 – 64	26628.0	1735.0	13.0	-	23149.0	1617.0	7.0	-	39.0	2.0	-	29.0	37.0
65 и более	58292.0	474.0	10.0	-	53795.0	3837.0	13.0	-	72.0	1.0	-	56.0	34.0
возраст не указан	112.0	55.0	1.0	1.0	11.0	3.0	-	-	4.0	-	-	23.0	14.0
Женщины	691275.0	280943.0	3333.0	3957.0	190664.0	18733.0	6044.0	4435.0	2102.0	561.0	108.0	172783.0	7612.0
из них в возрасте, лет:													
до 15	74070.0	14.0	-	10.0	193.0	198.0	1967.0	-	619.0	1.0	9.0	70971.0	88.0
15 – 19	50685.0	5050.0	46.0	2618.0	188.0	230.0	520.0	122.0	260.0	11.0	10.0	41311.0	319.0
20 – 29	97434.0	60659.0	467.0	1312.0	165.0	755.0	1978.0	867.0	468.0	109.0	14.0	28897.0	1743.0
30 – 49	220387.0	173957.0	2226.0	17.0	1764.0	6123.0	1400.0	2661.0	458.0	351.0	60.0	26992.0	4378.0
50 – 54	52365.0	36141.0	535.0	-	5419.0	3997.0	132.0	785.0	57.0	78.0	12.0	4301.0	908.0
55 – 59	23054.0	3901.0	30.0	-	17552.0	1374.0	7.0	-	5.0	8.0	-	124.0	53.0
60 – 64	43949.0	823.0	10.0	-	41489.0	1529.0	6.0	-	7.0	2.0	-	45.0	38.0
65 и более	129192.0	336.0	19.0	-	123861.0	4523.0	34.0	-	228.0	1.0	1.0	121.0	68.0
возраст не указан	139.0	62.0	-	-	33.0	4.0	-	-	-	-	2.0	21.0	17.0
Сельское население	584246.0	183039.0	43202.0	1663.0	186038.0	22943.0	10407.0	1944.0	2524.0	496.0	130.0	120141.0	11719.0
из него в возрасте, лет:													
до 15	61529.0	10.0	3.0	17.0	224.0	353.0	6946.0	-	566.0	1.0	3.0	53338.0	68.0
15 – 19	40704.0	5348.0	867.0	1363.0	259.0	548.0	1448.0	72.0	273.0	6.0	3.0	29950.0	567.0
20 – 29	77195.0	44817.0	8124.0	279.0	98.0	1735.0	1266.0	469.0	456.0	75.0	20.0	17389.0	2467.0
30 – 49	170526.0	107773.0	26664.0	3.0	1579.0	8843.0	659.0	1048.0	784.0	337.0	72.0	16076.0	6688.0
50 – 54	37744.0	19980.0	5741.0	-	3347.0	3959.0	52.0	302.0	125.0	58.0	27.0	2762.0	1391.0
55 – 59	18887.0	4588.0	1525.0	-	9954.0	1835.0	13.0	53.0	51.0	10.0	4.0	447.0	407.0
60 – 64	41453.0	372.0	148.0	-	39062.0	1691.0	4.0	-	70.0	4.0	-	52.0	50.0
65 и более	136074.0	114.0	118.0	-	131484.0	3976.0	16.0	-	189.0	5.0	1.0	114.0	57.0
возраст не указан	134.0	37.0	12.0	1.0	31.0	3.0	3.0	-	10.0	-	-	13.0	24.0
Мужчины	265999.0	100524.0	21233.0	893.0	56961.0	13480.0	4326.0	707.0	1474.0	264.0	65.0	58466.0	7606.0
из них в возрасте, лет:													
до 15	31540.0	5.0	-	13.0	113.0	219.0	3553.0	-	323.0	1.0	2.0	27278.0	33.0
15 – 19	21118.0	3051.0	409.0	744.0	132.0	350.0	659.0	15.0	159.0	2.0	1.0	15286.0	310.0
20 – 29	39955.0	26210.0	3379.0	135.0	25.0	1094.0	21.0	154.0	244.0	35.0	10.0	7222.0	1426.0
30 – 49	88754.0	56417.0	13305.0	1.0	1001.0	5246.0	67.0	396.0	537.0	185.0	35.0	7069.0	4495.0
50 – 54	18540.0	10562.0	2583.0	-	1063.0	2056.0	12.0	89.0	78.0	30.0	12.0	1146.0	909.0
55 – 59	9066.0	3923.0	1419.0	-	1533.0	1308.0	12.0	53.0	38.0	8.0	4.0	396.0	372.0
60 – 64	16519.0	269.0	96.0	-	15117.0	927.0	1.0	-	41.0	2.0	-	30.0	36.0
65 и более	40457.0	68.0	38.0	-	37971.0	2280.0	1.0	-	49.0	1.0	1.0	32.0	16.0
