																			
2. НАСЕЛЕНИЕ ПО ПОЛУ, ВОЗРАСТНЫМ ГРУППАМ И ИСТОЧНИКАМ СРЕДСТВ К СУЩЕСТВОВАНИЮ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ																			
																			
																			
	Все население	Всего указали источников средств к существова-нию	в том числе												Не указавшие источник средств к существова-нию	Из общей численности населения указали			
старше трудоспособного	196959.0	236436.0	21498.0	20726.0	-	182375.0	8658.0	192.0	-	890.0	259.0	83.0	1503.0	252.0	2213.0	155413.0	37001.0	2307.0	25.0
Сельское население	310125.0	444825.0	114881.0	83565.0	4888.0	91416.0	14014.0	41270.0	4261.0	6184.0	471.0	135.0	76267.0	7473.0	1054.0	179367.0	123750.0	5859.0	95.0
из него в возрасте:																			
моложе трудоспособного	51046.0	88081.0	101.0	652.0	664.0	1453.0	618.0	35188.0	-	906.0	4.0	43.0	48342.0	110.0	150.0	15374.0	33897.0	1588.0	37.0
трудоспособном	169644.0	229660.0	110996.0	49298.0	4224.0	6048.0	9191.0	6037.0	4260.0	4368.0	296.0	79.0	27698.0	7165.0	584.0	111397.0	54779.0	2831.0	53.0
старше трудоспособного	89327.0	127005.0	3762.0	33607.0	-	83892.0	4205.0	40.0	-	908.0	171.0	13.0	211.0	196.0	276.0	52546.0	35061.0	1439.0	5.0
Мужчины	141507.0	200924.0	59086.0	35974.0	2366.0	28146.0	7992.0	19063.0	1566.0	3282.0	229.0	78.0	38066.0	5076.0	468.0	83684.0	54868.0	2445.0	42.0
из них в возрасте:																			
моложе трудоспособного	26025.0	44733.0	65.0	331.0	373.0	753.0	356.0	17682.0	-	505.0	2.0	23.0	24586.0	57.0	88.0	7991.0	17115.0	813.0	18.0
трудоспособном	88464.0	117171.0	57757.0	25043.0	1993.0	2798.0	5633.0	1369.0	1566.0	2439.0	174.0	52.0	13422.0	4925.0	290.0	60356.0	26660.0	1137.0	21.0
старше трудоспособного	26964.0	38973.0	1250.0	10595.0	-	24586.0	2003.0	8.0	-	336.0	53.0	3.0	47.0	92.0	72.0	15311.0	11084.0	494.0	3.0
Женщины	168618.0	243901.0	55795.0	47591.0	2522.0	63270.0	6022.0	22207.0	2695.0	2902.0	242.0	57.0	38201.0	2397.0	586.0	95683.0	68882.0	3414.0	53.0
из них в возрасте:																			
моложе трудоспособного	25021.0	43348.0	36.0	321.0	291.0	700.0	262.0	17506.0	-	401.0	2.0	20.0	23756.0	53.0	62.0	7383.0	16782.0	775.0	19.0
трудоспособном	81180.0	112489.0	53239.0	24255.0	2231.0	3250.0	3558.0	4668.0	2694.0	1929.0	122.0	27.0	14276.0	2240.0	294.0	51041.0	28119.0	1694.0	32.0
старше трудоспособного	62363.0	88032.0	2512.0	23012.0	-	59306.0	2202.0	32.0	-	572.0	118.0	10.0	164.0	104.0	204.0	37235.0	23977.0	945.0	2.0
Воронежская область																			
Городское и сельское население	2378803.0	2896065.0	923995.0	297210.0	42952.0	626024.0	89518.0	174488.0	11865.0	28245.0	4956.0	5343.0	648903.0	42566.0	17078.0	1845940.0	497841.0	17393.0	551.0
из него в возрасте:																			
моложе трудоспособного	385371.0	527487.0	336.0	565.0	3434.0	4493.0	3593.0	145040.0	-	5676.0	105.0	158.0	363006.0	1081.0	2955.0	240264.0	139287.0	2816.0	49.0
трудоспособном	1379182.0	1612645.0	882509.0	192855.0	39504.0	47611.0	59159.0	29019.0	11863.0	19072.0	3644.0	2714.0	284339.0	40356.0	9094.0	1136828.0	224258.0	8732.0	270.0
старше трудоспособного	611065.0	755330.0	40962.0	103730.0	-	573813.0	26751.0	410.0	-	3469.0	1204.0	2458.0	1475.0	1058.0	2323.0	468463.0	134219.0	5836.0	224.0
Мужчины	1088543.0	1332811.0	474239.0	136836.0	20743.0	210313.0	49404.0	80448.0	4030.0	19774.0	2560.0	2323.0	306358.0	25783.0	8087.0	836418.0	235989.0	7803.0	246.0
из них в возрасте:																			
моложе трудоспособного	197933.0	271086.0	222.0	289.0	2007.0	2342.0	2084.0	74275.0	-	3146.0	55.0	86.0	186032.0	548.0	1562.0	123201.0	71653.0	1491.0	26.0
трудоспособном	694492.0	812973.0	458193.0	99076.0	18729.0	28563.0	34733.0	6051.0	4028.0	15306.0	2064.0	1427.0	119990.0	24813.0	4476.0	571159.0	114877.0	3867.0	113.0
старше трудоспособного	194642.0	248471.0	15728.0	37447.0	-	179379.0	12581.0	111.0	-	1304.0	440.0	800.0	294.0	387.0	782.0	141896.0	49426.0	2438.0	100.0
Женщины	1290260.0	1563254.0	449756.0	160374.0	22209.0	415711.0	40114.0	94040.0	7835.0	8471.0	2396.0	3020.0	342545.0	16783.0	8991.0	1009522.0	261852.0	9590.0	305.0
из них в возрасте:																			
моложе трудоспособного	187438.0	256401.0	114.0	276.0	1427.0	2151.0	1509.0	70765.0	-	2530.0	50.0	72.0	176974.0	533.0	1393.0	117063.0	67634.0	1325.0	23.0
трудоспособном	684690.0	799672.0	424316.0	93779.0	20775.0	19048.0	24426.0	22968.0	7835.0	3766.0	1580.0	1287.0	164349.0	15543.0	4618.0	565669.0	109381.0	4865.0	157.0
старше трудоспособного	416423.0	506859.0	25234.0	66283.0	-	394434.0	14170.0	299.0	-	2165.0	764.0	1658.0	1181.0	671.0	1541.0	326567.0	84793.0	3398.0	124.0
Городское население	1471799.0	1657811.0	634652.0	50593.0	34832.0	340961.0	51350.0	69856.0	8588.0	19381.0	2920.0	980.0	417843.0	25855.0	15722.0	1261694.0	187252.0	6933.0	198.0
из него в возрасте:																			
моложе трудоспособного	229943.0	285511.0	191.0	182.0	2578.0	2376.0	2057.0	54649.0	-	4161.0	41.0	79.0	218422.0	775.0	2393.0	170991.0	55183.0	1353.0	23.0
трудоспособном	909883.0	996948.0	601081.0	33881.0	32242.0	34251.0	32530.0	14906.0	8586.0	13759.0	2496.0	565.0	198353.0	24298.0	8660.0	809337.0	88187.0	3572.0	127.0
старше трудоспособного	329218.0	375012.0	33246.0	16521.0	-	304285.0	16754.0	292.0	-	1451.0	383.0	328.0	1008.0	744.0	2200.0	281115.0	43858.0	2002.0	43.0
Мужчины	670318.0	758742.0	316412.0	23309.0	16517.0	117196.0	26929.0	30496.0	2888.0	14336.0	1620.0	357.0	193678.0	15004.0	7426.0	570419.0	89205.0	3170.0	98.0
из них в возрасте:																			
моложе трудоспособного	117823.0	146268.0	117.0	79.0	1504.0	1212.0	1173.0	27802.0	-	2297.0	22.0	45.0	111617.0	400.0	1283.0	87546.0	28278.0	700.0	16.0
трудоспособном	447483.0	490332.0	303278.0	17110.0	15007.0	21633.0	18467.0	2610.0	2886.0	11450.0	1463.0	255.0	81847.0	14326.0	4242.0	397841.0	43771.0	1574.0	55.0
старше трудоспособного	103718.0	121967.0	12949.0	6112.0	-	94336.0	7284.0	77.0	-	580.0	135.0	52.0	183.0	259.0	743.0	84920.0	17141.0	891.0	23.0
Женщины	801481.0	899069.0	318240.0	27284.0	18315.0	223765.0	24421.0	39360.0	5700.0	5045.0	1300.0	623.0	224165.0	10851.0	8296.0	691275.0	98047.0	3763.0	100.0
из них в возрасте:																			
моложе трудоспособного	112120.0	139243.0	74.0	103.0	1074.0	1164.0	884.0	26847.0	-	1864.0	19.0	34.0	106805.0	375.0	1110.0	83445.0	26905.0	653.0	7.0
трудоспособном	462400.0	506616.0	297803.0	16771.0	17235.0	12618.0	14063.0	12296.0	5700.0	2309.0	1033.0	310.0	116506.0	9972.0	4418.0	411496.0	44416.0	1998.0	72.0
старше трудоспособного	225500.0	253045.0	20297.0	10409.0	-	209949.0	9470.0	215.0	-	871.0	248.0	276.0	825.0	485.0	1457.0	196195.0	26717.0	1111.0	20.0
Сельское население	907004.0	1238254.0	289343.0	246617.0	8120.0	285063.0	38168.0	104632.0	3277.0	8864.0	2036.0	4363.0	231060.0	16711.0	1356.0	584246.0	310589.0	10460.0	353.0
из него в возрасте:																			
моложе трудоспособного	155428.0	241976.0	145.0	383.0	856.0	2117.0	1536.0	90391.0	-	1515.0	64.0	79.0	144584.0	306.0	562.0	69273.0	84104.0	1463.0	26.0
трудоспособном	469299.0	615697.0	281428.0	158974.0	7262.0	13360.0	26629.0	14113.0	3277.0	5313.0	1148.0	2149.0	85986.0	16058.0	434.0	327491.0	136071.0	5160.0	143.0
старше трудоспособного	281847.0	380318.0	7716.0	87209.0	-	269528.0	9997.0	118.0	-	2018.0	821.0	2130.0	467.0	314.0	123.0	187348.0	90361.0	3834.0	181.0
Мужчины	418225.0	574069.0	157827.0	113527.0	4226.0	93117.0	22475.0	49952.0	1142.0	5438.0	940.0	1966.0	112680.0	10779.0	661.0	265999.0	146784.0	4633.0	148.0
из них в возрасте:																			
моложе трудоспособного	80110.0	124818.0	105.0	210.0	503.0	1130.0	911.0	46473.0	-	849.0	33.0	41.0	74415.0	148.0	279.0	35655.0	43375.0	791.0	10.0
трудоспособном	247009.0	322641.0	154915.0	81966.0	3722.0	6930.0	16266.0	3441.0	1142.0	3856.0	601.0	1172.0	38143.0	10487.0	234.0	173318.0	71106.0	2293.0	58.0
старше трудоспособного	90924.0	126504.0	2779.0	31335.0	-	85043.0	5297.0	34.0	-	724.0	305.0	748.0	111.0	128.0	39.0	56976.0	32285.0	1547.0	77.0
Женщины	488779.0	664185.0	131516.0	133090.0	3894.0	191946.0	15693.0	54680.0	2135.0	3426.0	1096.0	2397.0	118380.0	5932.0	695.0	318247.0	163805.0	5827.0	205.0
из них в возрасте:																			
моложе трудоспособного	75318.0	117158.0	40.0	173.0	353.0	987.0	625.0	43918.0	-	666.0	31.0	38.0	70169.0	158.0	283.0	33618.0	40729.0	672.0	16.0
трудоспособном	222290.0	293056.0	126513.0	77008.0	3540.0	6430.0	10363.0	10672.0	2135.0	1457.0	547.0	977.0	47843.0	5571.0	200.0	154173.0	64965.0	2867.0	85.0
старше трудоспособного	190923.0	253814.0	4937.0	55874.0	-	184485.0	4700.0	84.0	-	1294.0	516.0	1382.0	356.0	186.0	84.0	130372.0	58076.0	2287.0	104.0
Ивановская область																			
Городское и сельское население	1148329.0	1514242.0	492879.0	149886.0	33930.0	300577.0	34131.0	154869.0	9669.0	21693.0	1961.0	767.0	299122.0	14758.0	23246.0	753445.0	354507.0	16752.0	379.0
из него в возрасте:																			
моложе трудоспособного	180058.0	319435.0	239.0	994.0	2415.0	4245.0	2021.0	133652.0	-	3212.0	6.0	144.0	172087.0	420.0	3174.0	39780.0	131763.0	5238.0	103.0
трудоспособном	679670.0	830561.0	470137.0	91529.0	31509.0	25939.0	22672.0	21056.0	9668.0	15676.0	1495.0	475.0	126417.0	13988.0	15020.0	507185.0	149272.0	7948.0	245.0
старше трудоспособного	288314.0	364136.0	22467.0	57351.0	-	270374.0	9434.0	156.0	-	2798.0	460.0	148.0	602.0	346.0	4851.0	206415.0	73454.0	3563.0	31.0
Мужчины	515004.0	681807.0	236700.0	64793.0	16483.0	92772.0	19982.0	73559.0	4620.0	14726.0	985.0	343.0	147125.0	9719.0	10685.0	334436.0	162483.0	7202.0	198.0
из них в возрасте:																			
моложе трудоспособного	92379.0	163642.0	142.0	502.0	1533.0	2169.0	1168.0	67927.0	-	1848.0	3.0	70.0	88083.0	197.0	1666.0	20652.0	67253.0	2750.0	58.0
трудоспособном	338147.0	408436.0	229581.0	45297.0	14947.0	13181.0	14186.0	5581.0	4620.0	11701.0	845.0	248.0	58929.0	9320.0	7538.0	256266.0	70989.0	3229.0	125.0
старше трудоспособного	84344.0	109674.0	6956.0	18989.0	-	77417.0	4626.0	47.0	-	1174.0	137.0	25.0	104.0	199.0	1389.0	57487.0	24232.0	1221.0	15.0
Женщины	633325.0	832435.0	256179.0	85093.0	17447.0	207805.0	14149.0	81310.0	5049.0	6967.0	976.0	424.0	151997.0	5039.0	12561.0	419009.0	192024.0	9550.0	181.0
из них в возрасте:																			
моложе трудоспособного	87679.0	155793.0	97.0	492.0	882.0	2076.0	853.0	65725.0	-	1364.0	3.0	74.0	84004.0	223.0	1508.0	19128.0	64510.0	2488.0	45.0
трудоспособном	341523.0	422125.0	240556.0	46232.0	16562.0	12758.0	8486.0	15475.0	5048.0	3975.0	650.0	227.0	67488.0	4668.0	7482.0	250919.0	78283.0	4719.0	120.0
старше трудоспособного	203970.0	254462.0	15511.0	38362.0	-	192957.0	4808.0	109.0	-	1624.0	323.0	123.0	498.0	147.0	3462.0	148928.0	49222.0	2342.0	16.0
Городское население	949249.0	1215314.0	418696.0	91575.0	29850.0	242897.0	27181.0	121975.0	6409.0	16647.0	1712.0	664.0	246692.0	11016.0	22904.0	650605.0	262846.0	12569.0	325.0
из него в возрасте:																			
моложе трудоспособного	146810.0	255882.0	182.0	687.0	2009.0	3193.0	1543.0	104914.0	-	2691.0	6.0	109.0	140190.0	358.0	3110.0	35523.0	104256.0	3840.0	81.0
трудоспособном	568884.0	675616.0	398309.0	55751.0	27837.0	22459.0	17648.0	16932.0	6408.0	12156.0	1352.0	417.0	106000.0	10347.0	14834.0	438974.0	108812.0	6045.0	219.0
старше трудоспособного	233316.0	283736.0	20179.0	35127.0	-	217229.0	7988.0	125.0	-	1795.0	354.0	138.0	492.0	309.0	4783.0	176061.0	49766.0	2681.0	25.0
Мужчины	421678.0	542208.0	199318.0	39184.0	14376.0	74275.0	15282.0	57624.0	3121.0	10510.0	871.0	284.0	120243.0	7120.0	10516.0	285898.0	119657.0	5438.0	169.0
из них в возрасте:																			
моложе трудоспособного	75259.0	130960.0	109.0	343.0	1269.0	1650.0	901.0	53252.0	-	1533.0	3.0	54.0	71676.0	170.0	1629.0	18419.0	53142.0	2021.0	48.0
трудоспособном	279404.0	327617.0	192933.0	27210.0	13105.0	11621.0	10652.0	4336.0	3121.0	8428.0	760.0	207.0	48476.0	6768.0	7443.0	218996.0	50387.0	2469.0	109.0
старше трудоспособного	66908.0	83596.0	6261.0	11627.0	-	60999.0	3729.0	33.0	-	548.0	108.0	23.0	88.0	180.0	1364.0	48462.0	16124.0	946.0	12.0
Женщины	527571.0	673106.0	219378.0	52391.0	15474.0	168622.0	11899.0	64351.0	3288.0	6137.0	841.0	380.0	126449.0	3896.0	12388.0	364707.0	143189.0	7131.0	156.0
из них в возрасте:																			
моложе трудоспособного	71551.0	124922.0	73.0	344.0	740.0	1543.0	642.0	51662.0	-	1158.0	3.0	55.0	68514.0	188.0	1481.0	17104.0	51114.0	1819.0	33.0
трудоспособном	289480.0	347999.0	205376.0	28541.0	14732.0	10838.0	6996.0	12596.0	3287.0	3728.0	592.0	210.0	57524.0	3579.0	7391.0	219978.0	58425.0	3576.0	110.0
старше трудоспособного	166408.0	200140.0	13918.0	23500.0	-	156230.0	4259.0	92.0	-	1247.0	246.0	115.0	404.0	129.0	3419.0	127599.0	33642.0	1735.0	13.0
Сельское население	199080.0	298928.0	74183.0	58311.0	4080.0	57680.0	6950.0	32894.0	3260.0	5046.0	249.0	103.0	52430.0	3742.0	342.0	102840.0	91661.0	4183.0	54.0
из него в возрасте:																			
моложе трудоспособного	33248.0	63553.0	57.0	307.0	406.0	1052.0	478.0	28738.0	-	521.0	-	35.0	31897.0	62.0	64.0	4257.0	27507.0	1398.0	22.0
трудоспособном	110786.0	154945.0	71828.0	35778.0	3672.0	3480.0	5024.0	4124.0	3260.0	3520.0	143.0	58.0	20417.0	3641.0	186.0	68211.0	40460.0	1903.0	26.0
старше трудоспособного	54998.0	80400.0	2288.0	22224.0	-	53145.0	1446.0	31.0	-	1003.0	106.0	10.0	110.0	37.0	68.0	30354.0	23688.0	882.0	6.0
Мужчины	93326.0	139599.0	37382.0	25609.0	2107.0	18497.0	4700.0	15935.0	1499.0	4216.0	114.0	59.0	26882.0	2599.0	169.0	48538.0	42826.0	1764.0	29.0
из них в возрасте:																			
моложе трудоспособного	17120.0	32682.0	33.0	159.0	264.0	519.0	267.0	14675.0	-	315.0	-	16.0	16407.0	27.0	37.0	2233.0	14111.0	729.0	10.0
трудоспособном	58743.0	80819.0	36648.0	18087.0	1842.0	1560.0	3534.0	1245.0	1499.0	3273.0	85.0	41.0	10453.0	2552.0	95.0	37270.0	20602.0	760.0	16.0
старше трудоспособного	17436.0	26078.0	695.0	7362.0	-	16418.0	897.0	14.0	-	626.0	29.0	2.0	16.0	19.0	25.0	9025.0	8108.0	275.0	3.0
Женщины	105754.0	159329.0	36801.0	32702.0	1973.0	39183.0	2250.0	16959.0	1761.0	830.0	135.0	44.0	25548.0	1143.0	173.0	54302.0	48835.0	2419.0	25.0
из них в возрасте:																			
моложе трудоспособного	16128.0	30871.0	24.0	148.0	142.0	533.0	211.0	14063.0	-	206.0	-	19.0	15490.0	35.0	27.0	2024.0	13396.0	669.0	12.0
трудоспособном	52043.0	74126.0	35180.0	17691.0	1830.0	1920.0	1490.0	2879.0	1761.0	247.0	58.0	17.0	9964.0	1089.0	91.0	30941.0	19858.0	1143.0	10.0
старше трудоспособного	37562.0	54322.0	1593.0	14862.0	-	36727.0	549.0	17.0	-	377.0	77.0	8.0	94.0	18.0	43.0	21329.0	15580.0	607.0	3.0
Калужская область																			
Городское и сельское население	1041641.0	1331304.0	476793.0	81156.0	23188.0	259874.0	36663.0	135475.0	4043.0	9976.0	2161.0	743.0	284131.0	17101.0	3797.0	768027.0	247071.0	21864.0	882.0
из него в возрасте:																			
моложе трудоспособного	171531.0	259239.0	204.0	328.0	1998.0	2894.0	1874.0	81929.0	-	2532.0	7.0	115.0	166937.0	421.0	396.0	85459.0	83287.0	2351.0	38.0
трудоспособном	622352.0	747736.0	445324.0	46206.0	21187.0	26054.0	23428.0	41659.0	4043.0	5596.0	1671.0	500.0	115841.0	16227.0	2539.0	504682.0	102912.0	11654.0	565.0
старше трудоспособного	247426.0	324244.0	31239.0	34619.0	-	230909.0	11359.0	11882.0	-	1845.0	483.0	128.0	1331.0	449.0	603.0	177825.0	60860.0	7859.0	279.0
Мужчины	475874.0	606468.0	239302.0	34356.0	11726.0	86022.0	19817.0	60019.0	1255.0	6785.0	1235.0	317.0	134633.0	11001.0	1803.0	351679.0	112702.0	9379.0	311.0
из них в возрасте:																			
моложе трудоспособного	87828.0	133008.0	137.0	153.0	1278.0	1462.0	1076.0	41867.0	-	1436.0	4.0	56.0	85323.0	216.0	195.0	43557.0	42799.0	1255.0	22.0
трудоспособном	312251.0	371184.0	226990.0	23063.0	10446.0	15339.0	13858.0	14678.0	1255.0	4557.0	1043.0	235.0	49105.0	10615.0	1319.0	256520.0	48770.0	5447.0	195.0
старше трудоспособного	75641.0	102242.0	12163.0	11139.0	-	69217.0	4882.0	3473.0	-	791.0	188.0	26.0	196.0	167.0	165.0	51576.0	21129.0	2677.0	94.0
Женщины	565767.0	724836.0	237491.0	46800.0	11462.0	173852.0	16846.0	75456.0	2788.0	3191.0	926.0	426.0	149498.0	6100.0	1994.0	416348.0	134369.0	12485.0	571.0
из них в возрасте:																			
моложе трудоспособного	83703.0	126231.0	67.0	175.0	720.0	1432.0	798.0	40062.0	-	1096.0	3.0	59.0	81614.0	205.0	201.0	41902.0	40488.0	1096.0	16.0
трудоспособном	310101.0	376552.0	218334.0	23143.0	10741.0	10715.0	9570.0	26981.0	2788.0	1039.0	628.0	265.0	66736.0	5612.0	1220.0	248162.0	54142.0	6207.0	370.0
старше трудоспособного	171785.0	222002.0	19076.0	23480.0	-	161692.0	6477.0	8409.0	-	1054.0	295.0	102.0	1135.0	282.0	438.0	126249.0	39731.0	5182.0	185.0
Городское население	779481.0	955198.0	381025.0	28261.0	19553.0	179034.0	25329.0	84478.0	3136.0	7403.0	1546.0	593.0	214334.0	10506.0	3466.0	606993.0	159177.0	9534.0	311.0
из него в возрасте:																			
моложе трудоспособного	126040.0	180691.0	119.0	132.0	1605.0	1778.0	1242.0	50697.0	-	1582.0	6.0	86.0	123128.0	316.0	336.0	72007.0	52433.0	1239.0	25.0
трудоспособном	484171.0	561582.0	353684.0	16081.0	17945.0	20905.0	15696.0	27663.0	3136.0	4747.0	1280.0	397.0	90176.0	9872.0	2361.0	407415.0	69206.0	5005.0	184.0
старше трудоспособного	168991.0	212867.0	27203.0	12048.0	-	156340.0	8389.0	6116.0	-	1073.0	260.0	110.0	1011.0	317.0	542.0	127525.0	37532.0	3290.0	102.0
