7. НАСЕЛЕНИЕ, ЗАНЯТОЕ В ЭКОНОМИКЕ, ПО УРОВНЮ ОБРАЗОВАНИЯ, ПОЛУ И ВОЗРАСТНЫМ ГРУППАМ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ												
												
												
	Всего	Имеющие образование								Не имеющие 
70 и более	644.0	1.0	152.0	4.0	111.0	37.0	42.0	115.0	165.0	16.0	6.0	1.0
Возраст не указан	56.0	-	12.0	-	20.0	4.0	2.0	2.0	1.0	-	-	15.0
Из общей численности занятых - женщины в возрасте:												
трудоспособном	283514.0	647.0	67332.0	6945.0	128037.0	36067.0	36258.0	7188.0	673.0	97.0	43.0	270.0
старше трудоспособного	12809.0	39.0	4410.0	112.0	4317.0	944.0	1370.0	1043.0	524.0	38.0	15.0	12.0
16-29 лет	69069.0	137.0	15575.0	3791.0	28425.0	8800.0	9618.0	2468.0	158.0	27.0	10.0	70.0
Городское население, занятое в экономике, в возрасте 15 лет и более	432588.0	1312.0	105439.0	11141.0	187082.0	61670.0	54049.0	9904.0	1390.0	172.0	63.0	429.0
в том числе в возрасте, лет:												
15–17	971.0	-	-	-	59.0	95.0	431.0	343.0	33.0	3.0	1.0	7.0
18–19 	6672.0	-	-	232.0	2346.0	1418.0	2124.0	495.0	47.0	3.0	2.0	7.0
20–24 	44175.0	43.0	8277.0	3056.0	18643.0	6905.0	5840.0	1293.0	61.0	16.0	4.0	41.0
25–29 	56273.0	218.0	14982.0	2317.0	23686.0	7867.0	5819.0	1253.0	66.0	14.0	2.0	51.0
30–34 	52208.0	158.0	13298.0	1530.0	24348.0	7147.0	4997.0	597.0	60.0	26.0	11.0	47.0
35–39 	57810.0	171.0	14957.0	1136.0	27291.0	7608.0	5996.0	513.0	46.0	16.0	8.0	76.0
40–44 	73924.0	211.0	17818.0	1175.0	33677.0	10606.0	9465.0	768.0	104.0	27.0	9.0	73.0
45–49 	65559.0	203.0	15336.0	811.0	28550.0	9900.0	9379.0	1194.0	109.0	21.0	9.0	56.0
50–54 	50526.0	153.0	12275.0	588.0	20705.0	7410.0	7334.0	1758.0	237.0	22.0	11.0	44.0
55–59 	14286.0	55.0	4412.0	177.0	4909.0	1885.0	1802.0	827.0	201.0	3.0	-	15.0
60–64 	7061.0	49.0	2749.0	86.0	2079.0	617.0	673.0	588.0	205.0	7.0	1.0	8.0
65–69 	2326.0	42.0	1012.0	26.0	622.0	165.0	143.0	184.0	123.0	5.0	2.0	4.0
70 и более	797.0	9.0	323.0	7.0	167.0	47.0	46.0	91.0	98.0	9.0	3.0	-
Возраст не указан	77.0	-	19.0	1.0	26.0	4.0	5.0	2.0	2.0	-	-	18.0
Из общей численности занятых - население в возрасте:												
трудоспособном	416723.0	1199.0	99279.0	10972.0	182102.0	60386.0	52587.0	8736.0	899.0	150.0	57.0	413.0
старше трудоспособного	15795.0	113.0	6160.0	169.0	4980.0	1282.0	1462.0	1113.0	481.0	22.0	6.0	13.0
16-29 лет	108021.0	261.0	23259.0	5605.0	44734.0	16283.0	14214.0	3329.0	197.0	36.0	9.0	103.0
Мужчины, занятые в экономике, в возрасте 15 лет и более	215049.0	727.0	46443.0	5482.0	87123.0	36762.0	31076.0	6268.0	863.0	90.0	32.0	215.0
в том числе в возрасте, лет:												
15–17	556.0	-	-	-	33.0	39.0	224.0	240.0	13.0	2.0	1.0	5.0
18–19 	3389.0	-	-	83.0	1163.0	798.0	961.0	357.0	24.0	1.0	-	2.0
20–24 	23528.0	21.0	3388.0	1280.0	9891.0	4544.0	3414.0	915.0	43.0	12.0	2.0	20.0
25–29 	29456.0	121.0	6577.0	1172.0	12126.0	5014.0	3530.0	844.0	43.0	5.0	-	24.0
30–34 	26525.0	81.0	5760.0	797.0	11842.0	4372.0	3172.0	417.0	42.0	16.0	6.0	26.0
35–39 	27347.0	81.0	6090.0	601.0	12227.0	4205.0	3761.0	318.0	23.0	10.0	5.0	31.0
40–44 	34352.0	98.0	7318.0	595.0	14515.0	5802.0	5444.0	457.0	75.0	18.0	6.0	30.0
45–49 	30491.0	104.0	6609.0	409.0	12014.0	5521.0	5027.0	695.0	72.0	8.0	4.0	32.0
50–54 	24794.0	98.0	5880.0	339.0	8999.0	4469.0	3861.0	969.0	139.0	14.0	8.0	26.0
55–59 	8675.0	42.0	2336.0	127.0	2797.0	1432.0	1202.0	577.0	146.0	2.0	-	14.0
60–64 	4125.0	34.0	1651.0	56.0	1092.0	432.0	375.0	351.0	130.0	1.0	-	3.0
65–69 	1388.0	39.0	639.0	17.0	334.0	108.0	83.0	95.0	71.0	-	-	2.0
70 и более	423.0	8.0	195.0	6.0	90.0	26.0	22.0	33.0	42.0	1.0	-	-
Возраст не указан	31.0	-	8.0	1.0	10.0	2.0	4.0	1.0	1.0	-	-	4.0
Из общей численности занятых - мужчины в возрасте:												
трудоспособном	209067.0	646.0	43958.0	5403.0	85607.0	36195.0	30596.0	5753.0	614.0	88.0	32.0	207.0
старше трудоспособного	5936.0	81.0	2485.0	79.0	1516.0	566.0	480.0	479.0	243.0	2.0	-	5.0
16-29 лет	56883.0	142.0	9965.0	2535.0	23213.0	10394.0	8129.0	2320.0	117.0	20.0	3.0	48.0
Женщины, занятые в экономике, в возрасте 15 лет и более	217539.0	585.0	58996.0	5659.0	99959.0	24908.0	22973.0	3636.0	527.0	82.0	31.0	214.0
в том числе в возрасте, лет:												
15–17	415.0	-	-	-	26.0	56.0	207.0	103.0	20.0	1.0	-	2.0
18–19 	3283.0	-	-	149.0	1183.0	620.0	1163.0	138.0	23.0	2.0	2.0	5.0
20–24 	20647.0	22.0	4889.0	1776.0	8752.0	2361.0	2426.0	378.0	18.0	4.0	2.0	21.0
25–29 	26817.0	97.0	8405.0	1145.0	11560.0	2853.0	2289.0	409.0	23.0	9.0	2.0	27.0
30–34 	25683.0	77.0	7538.0	733.0	12506.0	2775.0	1825.0	180.0	18.0	10.0	5.0	21.0
35–39 	30463.0	90.0	8867.0	535.0	15064.0	3403.0	2235.0	195.0	23.0	6.0	3.0	45.0
40–44 	39572.0	113.0	10500.0	580.0	19162.0	4804.0	4021.0	311.0	29.0	9.0	3.0	43.0
45–49 	35068.0	99.0	8727.0	402.0	16536.0	4379.0	4352.0	499.0	37.0	13.0	5.0	24.0
50–54 	25732.0	55.0	6395.0	249.0	11706.0	2941.0	3473.0	789.0	98.0	8.0	3.0	18.0
55–59 	5611.0	13.0	2076.0	50.0	2112.0	453.0	600.0	250.0	55.0	1.0	-	1.0
60–64 	2936.0	15.0	1098.0	30.0	987.0	185.0	298.0	237.0	75.0	6.0	1.0	5.0
65–69 	938.0	3.0	373.0	9.0	288.0	57.0	60.0	89.0	52.0	5.0	2.0	2.0
70 и более	374.0	1.0	128.0	1.0	77.0	21.0	24.0	58.0	56.0	8.0	3.0	-
Возраст не указан	46.0	-	11.0	-	16.0	2.0	1.0	1.0	1.0	-	-	14.0
Из общей численности занятых - женщины в возрасте:												
трудоспособном	207656.0	553.0	55321.0	5569.0	96495.0	24191.0	21991.0	2983.0	285.0	62.0	25.0	206.0
старше трудоспособного	9859.0	32.0	3675.0	90.0	3464.0	716.0	982.0	634.0	238.0	20.0	6.0	8.0
16-29 лет	51138.0	119.0	13294.0	3070.0	21521.0	5889.0	6085.0	1009.0	80.0	16.0	6.0	55.0
Сельское население, занятое в экономике, в возрасте 15 лет и более	172457.0	220.0	22988.0	2525.0	59045.0	34841.0	38759.0	11983.0	1859.0	97.0	53.0	140.0
в том числе в возрасте, лет:												
15–17	781.0	-	-	-	21.0	64.0	239.0	425.0	29.0	2.0	-	1.0
18–19 	2952.0	-	-	43.0	791.0	554.0	1019.0	497.0	41.0	4.0	2.0	3.0
20–24 	16703.0	12.0	1557.0	662.0	5462.0	3167.0	4021.0	1669.0	122.0	13.0	10.0	18.0
25–29 	20727.0	23.0	2673.0	486.0	6699.0	4296.0	4689.0	1745.0	95.0	8.0	2.0	13.0
30–34 	22735.0	21.0	3013.0	346.0	8853.0	4642.0	4665.0	1076.0	87.0	9.0	7.0	23.0
35–39 	26331.0	26.0	3723.0	278.0	9979.0	5344.0	5884.0	969.0	94.0	7.0	3.0	27.0
40–44 	30456.0	37.0	4199.0	296.0	10835.0	6469.0	7199.0	1240.0	149.0	9.0	6.0	23.0
45–49 	24344.0	30.0	3360.0	193.0	8374.0	5157.0	5569.0	1461.0	176.0	10.0	4.0	14.0
50–54 	18608.0	30.0	2726.0	142.0	5863.0	3759.0	4134.0	1648.0	285.0	11.0	7.0	10.0
55–59 	5418.0	16.0	998.0	52.0	1429.0	1008.0	959.0	674.0	277.0	4.0	3.0	1.0
60–64 	2108.0	15.0	502.0	16.0	480.0	272.0	274.0	348.0	198.0	-	-	3.0
65–69 	816.0	9.0	183.0	6.0	180.0	78.0	75.0	129.0	143.0	11.0	6.0	2.0
70 и более	478.0	1.0	54.0	5.0	79.0	31.0	32.0	102.0	163.0	9.0	3.0	2.0
Возраст не указан	24.0	-	1.0	-	7.0	2.0	5.0	5.0	-	-	-	4.0
Из общей численности занятых - население в возрасте:												
трудоспособном	167430.0	192.0	21797.0	2484.0	57767.0	34318.0	38142.0	11213.0	1308.0	77.0	44.0	132.0
старше трудоспособного	4979.0	28.0	1191.0	41.0	1278.0	523.0	617.0	729.0	545.0	20.0	9.0	7.0
16-29 лет	41115.0	35.0	4230.0	1191.0	12973.0	8081.0	9968.0	4295.0	281.0	27.0	14.0	34.0
Мужчины, занятые в экономике, в возрасте 15 лет и более	93641.0	119.0	10242.0	1127.0	26650.0	22737.0	24104.0	7363.0	1183.0	44.0	26.0	72.0
в том числе в возрасте, лет:												
15–17	564.0	-	-	-	14.0	46.0	165.0	322.0	16.0	-	-	1.0
18–19 	1687.0	-	-	11.0	394.0	304.0	609.0	332.0	32.0	3.0	2.0	2.0
20–24 	9654.0	4.0	781.0	252.0	2693.0	2055.0	2667.0	1096.0	88.0	9.0	7.0	9.0
25–29 	11319.0	13.0	1168.0	207.0	2968.0	2765.0	2994.0	1121.0	71.0	4.0	1.0	8.0
30–34 	11776.0	11.0	1117.0	137.0	3830.0	2994.0	2958.0	664.0	52.0	3.0	3.0	10.0
35–39 	13630.0	7.0	1492.0	121.0	4337.0	3294.0	3765.0	533.0	63.0	2.0	-	16.0
40–44 	16180.0	18.0	1847.0	154.0	4745.0	4114.0	4455.0	734.0	97.0	6.0	5.0	10.0
45–49 	12944.0	15.0	1527.0	104.0	3714.0	3366.0	3238.0	855.0	110.0	8.0	4.0	7.0
50–54 	10017.0	17.0	1308.0	84.0	2640.0	2638.0	2301.0	862.0	159.0	3.0	1.0	5.0
55–59 	3841.0	13.0	546.0	38.0	890.0	866.0	723.0	524.0	236.0	4.0	3.0	1.0
60–64 	1372.0	13.0	322.0	13.0	282.0	224.0	172.0	219.0	126.0	-	-	1.0
65–69 	449.0	7.0	104.0	4.0	98.0	56.0	43.0	56.0	79.0	1.0	-	1.0
70 и более	208.0	1.0	30.0	2.0	45.0	15.0	14.0	45.0	54.0	1.0	-	1.0
Возраст не указан	14.0	-	-	-	3.0	-	4.0	4.0	-	-	-	3.0
Из общей численности занятых - мужчины в возрасте:												
трудоспособном	91572.0	98.0	9786.0	1108.0	26225.0	22442.0	23875.0	7008.0	920.0	42.0	26.0	68.0
старше трудоспособного	2029.0	21.0	456.0	19.0	425.0	295.0	229.0	320.0	259.0	2.0	-	3.0
16-29 лет	23184.0	17.0	1949.0	470.0	6069.0	5170.0	6435.0	2836.0	203.0	16.0	10.0	19.0
Женщины, занятые в экономике, в возрасте 15 лет и более	78816.0	101.0	12746.0	1398.0	32395.0	12104.0	14655.0	4620.0	676.0	53.0	27.0	68.0
в том числе в возрасте, лет:												
15–17	217.0	-	-	-	7.0	18.0	74.0	103.0	13.0	2.0	-	-
18–19 	1265.0	-	-	32.0	397.0	250.0	410.0	165.0	9.0	1.0	-	1.0
20–24 	7049.0	8.0	776.0	410.0	2769.0	1112.0	1354.0	573.0	34.0	4.0	3.0	9.0
25–29 	9408.0	10.0	1505.0	279.0	3731.0	1531.0	1695.0	624.0	24.0	4.0	1.0	5.0
30–34 	10959.0	10.0	1896.0	209.0	5023.0	1648.0	1707.0	412.0	35.0	6.0	4.0	13.0
35–39 	12701.0	19.0	2231.0	157.0	5642.0	2050.0	2119.0	436.0	31.0	5.0	3.0	11.0
40–44 	14276.0	19.0	2352.0	142.0	6090.0	2355.0	2744.0	506.0	52.0	3.0	1.0	13.0
45–49 	11400.0	15.0	1833.0	89.0	4660.0	1791.0	2331.0	606.0	66.0	2.0	-	7.0
50–54 	8591.0	13.0	1418.0	58.0	3223.0	1121.0	1833.0	786.0	126.0	8.0	6.0	5.0
55–59 	1577.0	3.0	452.0	14.0	539.0	142.0	236.0	150.0	41.0	-	-	-
60–64 	736.0	2.0	180.0	3.0	198.0	48.0	102.0	129.0	72.0	-	-	2.0
65–69 	367.0	2.0	79.0	2.0	82.0	22.0	32.0	73.0	64.0	10.0	6.0	1.0
70 и более	270.0	-	24.0	3.0	34.0	16.0	18.0	57.0	109.0	8.0	3.0	1.0
Возраст не указан	10.0	-	1.0	-	4.0	2.0	1.0	1.0	-	-	-	1.0
Из общей численности занятых - женщины в возрасте:												
трудоспособном	75858.0	94.0	12011.0	1376.0	31542.0	11876.0	14267.0	4205.0	388.0	35.0	18.0	64.0
старше трудоспособного	2950.0	7.0	735.0	22.0	853.0	228.0	388.0	409.0	286.0	18.0	9.0	4.0
16-29 лет	17931.0	18.0	2281.0	721.0	6904.0	2911.0	3533.0	1459.0	78.0	11.0	4.0	15.0
Брянская область												
Все население, занятое в экономике, в возрасте 15 лет и более	533429.0	1145.0	101963.0	11981.0	201423.0	97022.0	91488.0	24785.0	3260.0	104.0	55.0	258.0
в том числе в возрасте, лет:												
15–17	1487.0	-	-	-	66.0	122.0	576.0	655.0	63.0	2.0	-	3.0
18–19 	9288.0	-	-	237.0	2789.0	2094.0	2996.0	1080.0	83.0	3.0	3.0	6.0
20–24 	56571.0	56.0	6957.0	3414.0	21721.0	11139.0	9944.0	3084.0	213.0	14.0	7.0	29.0
25–29 	67935.0	155.0	13385.0	2318.0	26041.0	12376.0	10214.0	3193.0	211.0	9.0	5.0	33.0
30–34 	68105.0	152.0	13888.0	1638.0	28424.0	12236.0	9558.0	2006.0	160.0	13.0	7.0	30.0
35–39 	74102.0	156.0	15593.0	1296.0	29715.0	13299.0	12038.0	1789.0	168.0	6.0	3.0	42.0
40–44 	89622.0	149.0	16877.0	1186.0	34399.0	16934.0	17244.0	2546.0	230.0	12.0	7.0	45.0
45–49 	79447.0	150.0	14453.0	873.0	29107.0	15154.0	15541.0	3718.0	403.0	14.0	4.0	34.0
50–54 	58544.0	134.0	11991.0	631.0	20649.0	10116.0	10364.0	4072.0	561.0	4.0	2.0	22.0
55–59 	17037.0	67.0	4802.0	250.0	5290.0	2527.0	2139.0	1498.0	446.0	8.0	7.0	10.0
60–64 	7668.0	61.0	2700.0	96.0	2306.0	784.0	661.0	757.0	299.0	2.0	1.0	2.0
65–69 	2712.0	42.0	1049.0	27.0	746.0	184.0	167.0	288.0	203.0	5.0	3.0	1.0
70 и более	911.0	23.0	268.0	15.0	170.0	57.0	46.0	99.0	220.0	12.0	6.0	1.0
Возраст не указан	5.0	-	-	-	3.0	-	2.0	-	-	-	-	-
Из общей численности занятых - население в возрасте:												
трудоспособном	515125.0	996.0	95598.0	11741.0	195732.0	95415.0	89760.0	23114.0	2433.0	83.0	43.0	253.0
старше трудоспособного	18200.0	149.0	6365.0	240.0	5691.0	1603.0	1728.0	1585.0	813.0	21.0	12.0	5.0
16-29 лет	135177.0	211.0	20342.0	5969.0	50617.0	25727.0	23730.0	7926.0	556.0	28.0	15.0	71.0
Мужчины, занятые в экономике, в возрасте 15 лет и более	262755.0	656.0	45729.0	5327.0	85530.0	57913.0	49606.0	15658.0	2121.0	56.0	32.0	159.0
в том числе в возрасте, лет:												
15–17	887.0	-	-	-	39.0	78.0	270.0	447.0	50.0	2.0	-	1.0
18–19 	4468.0	-	-	67.0	1210.0	1134.0	1272.0	714.0	65.0	3.0	3.0	3.0
20–24 	28986.0	30.0	2932.0	1253.0	9921.0	6912.0	5644.0	2115.0	149.0	8.0	6.0	22.0
25–29 	34732.0	90.0	6046.0	1031.0	11732.0	7497.0	6008.0	2147.0	155.0	5.0	3.0	21.0
30–34 	33626.0	80.0	5834.0	775.0	12311.0	7291.0	5906.0	1298.0	101.0	10.0	5.0	20.0
35–39 	35402.0	73.0	6602.0	590.0	12160.0	7624.0	7074.0	1146.0	106.0	4.0	2.0	23.0
40–44 	41940.0	71.0	7342.0	573.0	13396.0	9660.0	9118.0	1602.0	149.0	5.0	3.0	24.0
45–49 	37273.0	78.0	6354.0	457.0	11606.0	8774.0	7542.0	2172.0	265.0	8.0	4.0	17.0
50–54 	28722.0	88.0	5693.0	349.0	8598.0	6288.0	5011.0	2320.0	357.0	3.0	1.0	15.0
55–59 	10128.0	44.0	2454.0	148.0	2821.0	1949.0	1285.0	1057.0	355.0	6.0	5.0	9.0
60–64 	4533.0	46.0	1624.0	54.0	1255.0	546.0	364.0	457.0	184.0	1.0	-	2.0
65–69 	1565.0	37.0	674.0	20.0	388.0	115.0	91.0	146.0	93.0	-	-	1.0
70 и более	493.0	19.0	174.0	10.0	93.0	45.0	21.0	37.0	92.0	1.0	-	1.0
Возраст не указан	1.0	-	-	-	-	-	1.0	-	-	-	-	-
Из общей численности занятых - мужчины в возрасте:												
трудоспособном	256093.0	554.0	43257.0	5243.0	83794.0	57205.0	49130.0	14957.0	1744.0	54.0	32.0	155.0
старше трудоспособного	6591.0	102.0	2472.0	84.0	1736.0	706.0	476.0	640.0	369.0	2.0	-	4.0
16-29 лет	69002.0	120.0	8978.0	2351.0	22902.0	15619.0	13194.0	5362.0	411.0	18.0	12.0	47.0
Женщины, занятые в экономике, в возрасте 15 лет и более	270674.0	489.0	56234.0	6654.0	115893.0	39109.0	41882.0	9127.0	1139.0	48.0	23.0	99.0
в том числе в возрасте, лет:												
15–17	600.0	-	-	-	27.0	44.0	306.0	208.0	13.0	-	-	2.0
18–19 	4820.0	-	-	170.0	1579.0	960.0	1724.0	366.0	18.0	-	-	3.0
20–24 	27585.0	26.0	4025.0	2161.0	11800.0	4227.0	4300.0	969.0	64.0	6.0	1.0	7.0
25–29	33203.0	65.0	7339.0	1287.0	14309.0	4879.0	4206.0	1046.0	56.0	4.0	2.0	12.0
30–34 	34479.0	72.0	8054.0	863.0	16113.0	4945.0	3652.0	708.0	59.0	3.0	2.0	10.0
35–39 	38700.0	83.0	8991.0	706.0	17555.0	5675.0	4964.0	643.0	62.0	2.0	1.0	19.0
40–44 	47682.0	78.0	9535.0	613.0	21003.0	7274.0	8126.0	944.0	81.0	7.0	4.0	21.0
45–49 	42174.0	72.0	8099.0	416.0	17501.0	6380.0	7999.0	1546.0	138.0	6.0	-	17.0
50–54 	29822.0	46.0	6298.0	282.0	12051.0	3828.0	5353.0	1752.0	204.0	1.0	1.0	7.0
55–59 	6909.0	23.0	2348.0	102.0	2469.0	578.0	854.0	441.0	91.0	2.0	2.0	1.0
60–64 	3135.0	15.0	1076.0	42.0	1051.0	238.0	297.0	300.0	115.0	1.0	1.0	-
65–69 	1147.0	5.0	375.0	7.0	358.0	69.0	76.0	142.0	110.0	5.0	3.0	-
70 и более	418.0	4.0	94.0	5.0	77.0	12.0	25.0	62.0	128.0	11.0	6.0	-
Возраст не указан	4.0	-	-	-	3.0	-	1.0	-	-	-	-	-
Из общей численности занятых - женщины в возрасте:												
трудоспособном	259032.0	442.0	52341.0	6498.0	111938.0	38210.0	40630.0	8157.0	689.0	29.0	11.0	98.0
старше трудоспособного	11609.0	47.0	3893.0	156.0	3955.0	897.0	1252.0	945.0	444.0	19.0	12.0	1.0
16-29 лет	66175.0	91.0	11364.0	3618.0	27715.0	10108.0	10536.0	2564.0	145.0	10.0	3.0	24.0
Городское население, занятое в экономике, в возрасте 15 лет и более	401517.0	920.0	86873.0	10172.0	159082.0	65047.0	64294.0	13266.0	1610.0	51.0	23.0	202.0
в том числе в возрасте, лет:												
15–17	922.0	-	-	-	52.0	81.0	425.0	347.0	14.0	-	-	3.0
18–19 	7001.0	-	-	212.0	2195.0	1518.0	2379.0	650.0	42.0	1.0	1.0	4.0
20–24 	43074.0	46.0	6076.0	2927.0	17280.0	7942.0	7095.0	1575.0	103.0	6.0	-	24.0
25–29 	51667.0	126.0	11733.0	2013.0	20857.0	8468.0	6743.0	1612.0	87.0	4.0	2.0	24.0
30–34 	50040.0	126.0	11789.0	1382.0	21767.0	7898.0	6053.0	907.0	88.0	6.0	3.0	24.0
35–39 	53545.0	116.0	12733.0	1073.0	22679.0	8366.0	7672.0	793.0	75.0	2.0	2.0	36.0
40–44 	65765.0	113.0	14199.0	990.0	26651.0	10799.0	11727.0	1146.0	98.0	7.0	3.0	35.0
45–49 	60236.0	128.0	12245.0	709.0	23135.0	10212.0	11588.0	1993.0	194.0	10.0	2.0	22.0
50–54 	45704.0	110.0	10282.0	532.0	16989.0	7041.0	8110.0	2368.0	254.0	1.0	-	17.0
55–59 	13717.0	55.0	4142.0	213.0	4549.0	1852.0	1733.0	953.0	204.0	6.0	5.0	10.0
60–64 	6737.0	48.0	2461.0	81.0	2101.0	665.0	580.0	599.0	198.0	2.0	1.0	2.0
65–69 	2405.0	34.0	966.0	26.0	691.0	159.0	149.0	241.0	137.0	2.0	2.0	-
70 и более	704.0	18.0	247.0	14.0	136.0	46.0	40.0	82.0	116.0	4.0	2.0	1.0
Возраст не указан	4.0	-	-	-	2.0	-	2.0	-	-	-	-	-
Из общей численности занятых - население в возрасте:												
трудоспособном	385767.0	801.0	81207.0	9969.0	153982.0	63691.0	62807.0	11974.0	1097.0	41.0	16.0	198.0
старше трудоспособного	15693.0	119.0	5666.0	203.0	5100.0	1355.0	1487.0	1241.0	508.0	10.0	7.0	4.0
16-29 лет	102607.0	172.0	17809.0	5152.0	40384.0	18008.0	16642.0	4133.0	241.0	11.0	3.0	55.0
Мужчины, занятые в экономике, в возрасте 15 лет и более	193118.0	523.0	39028.0	4579.0	67971.0	37673.0	33993.0	8224.0	988.0	24.0	12.0	115.0
в том числе в возрасте, лет:												
15–17	508.0	-	-	-	31.0	53.0	187.0	225.0	11.0	-	-	1.0
18–19 	3468.0	-	-	60.0	1008.0	877.0	1029.0	458.0	34.0	1.0	1.0	1.0
20–24 	21890.0	26.0	2547.0	1102.0	8105.0	4963.0	3936.0	1120.0	73.0	1.0	-	17.0
25–29 	26085.0	75.0	5286.0	906.0	9608.0	5159.0	3886.0	1084.0	64.0	2.0	1.0	15.0
30–34 	24336.0	65.0	5012.0	675.0	9703.0	4565.0	3667.0	576.0	54.0	5.0	3.0	14.0
35–39 	24899.0	53.0	5422.0	490.0	9405.0	4590.0	4390.0	489.0	41.0	1.0	1.0	18.0
40–44 	29494.0	50.0	6081.0	476.0	10247.0	5822.0	6065.0	680.0	54.0	3.0	1.0	16.0
45–49 	27175.0	67.0	5366.0	364.0	9035.0	5590.0	5501.0	1109.0	128.0	5.0	2.0	10.0
50–54 	21625.0	68.0	4895.0	300.0	6865.0	4104.0	3901.0	1331.0	149.0	1.0	-	11.0
55–59 	7870.0	36.0	2150.0	131.0	2377.0	1367.0	1015.0	634.0	147.0	4.0	3.0	9.0
60–64 	3987.0	37.0	1489.0	47.0	1152.0	451.0	318.0	367.0	123.0	1.0	-	2.0
65–69 	1385.0	31.0	621.0	19.0	359.0	97.0	79.0	120.0	59.0	-	-	-
70 и более	396.0	15.0	159.0	9.0	76.0	35.0	19.0	31.0	51.0	-	-	1.0
Возраст не указан	1.0	-	-	-	-	-	1.0	-	-	-	-	-
Из общей численности занятых - мужчины в возрасте:												
трудоспособном	187314.0	440.0	36759.0	4504.0	66384.0	37089.0	33577.0	7674.0	752.0	23.0	12.0	112.0
старше трудоспособного	5768.0	83.0	2269.0	75.0	1587.0	583.0	416.0	518.0	233.0	1.0	-	3.0
16-29 лет	51915.0	101.0	7833.0	2068.0	18752.0	11051.0	9038.0	2855.0	179.0	4.0	2.0	34.0
Женщины, занятые в экономике, в возрасте 15 лет и более	208399.0	397.0	47845.0	5593.0	91111.0	27374.0	30301.0	5042.0	622.0	27.0	11.0	87.0
в том числе в возрасте, лет:												
15–17	414.0	-	-	-	21.0	28.0	238.0	122.0	3.0	-	-	2.0
18–19 	3533.0	-	-	152.0	1187.0	641.0	1350.0	192.0	8.0	-	-	3.0
20–24 	21184.0	20.0	3529.0	1825.0	9175.0	2979.0	3159.0	455.0	30.0	5.0	-	7.0
25–29 	25582.0	51.0	6447.0	1107.0	11249.0	3309.0	2857.0	528.0	23.0	2.0	1.0	9.0
30–34 	25704.0	61.0	6777.0	707.0	12064.0	3333.0	2386.0	331.0	34.0	1.0	-	10.0
35–39 	28646.0	63.0	7311.0	583.0	13274.0	3776.0	3282.0	304.0	34.0	1.0	1.0	18.0
40–44 	36271.0	63.0	8118.0	514.0	16404.0	4977.0	5662.0	466.0	44.0	4.0	2.0	19.0
45–49 	33061.0	61.0	6879.0	345.0	14100.0	4622.0	6087.0	884.0	66.0	5.0	-	12.0
50–54 	24079.0	42.0	5387.0	232.0	10124.0	2937.0	4209.0	1037.0	105.0	-	-	6.0
55–59 	5847.0	19.0	1992.0	82.0	2172.0	485.0	718.0	319.0	57.0	2.0	2.0	1.0
60–64 	2750.0	11.0	972.0	34.0	949.0	214.0	262.0	232.0	75.0	1.0	1.0	-
65–69 	1020.0	3.0	345.0	7.0	332.0	62.0	70.0	121.0	78.0	2.0	2.0	-
