9. НАСЕЛЕНИЕ ОТДЕЛЬНЫХ НАЦИОНАЛЬНОСТЕЙ ПО ПОЛУ И СОСТОЯНИЮ В БРАКЕ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ																
																
																
	Мужчины в возрасте 16 лет и более, включая мужчин до 16 лет, указавших состояние в браке	в том числе							Женщины в возрасте 16 лет и более, включая женщин до 16 лет, указавших состояние в браке	в том числе						
Русские	236997.0	156879.0	148823.0	8056.0	52235.0	8661.0	18457.0	765.0	306999.0	160563.0	152340.0	8223.0	48817.0	60996.0	35921.0	702.0
Украинцы	2701.0	2254.0	2154.0	100.0	147.0	149.0	147.0	4.0	3036.0	1800.0	1709.0	91.0	173.0	742.0	313.0	8.0
Сельское население	190804.0	125190.0	114918.0	10272.0	41632.0	8971.0	14259.0	752.0	226324.0	124185.0	114026.0	10159.0	27690.0	59790.0	13962.0	697.0
Русские	183918.0	120227.0	110714.0	9513.0	40406.0	8762.0	13944.0	579.0	218601.0	118933.0	109520.0	9413.0	26919.0	58695.0	13536.0	518.0
Украинцы	1745.0	1343.0	1161.0	182.0	205.0	72.0	120.0	5.0	2805.0	2004.0	1746.0	258.0	131.0	488.0	175.0	7.0
Тверская область																
Все население	539728.0	346700.0	315324.0	31376.0	120803.0	23671.0	42998.0	5556.0	693356.0	349221.0	317774.0	31447.0	106586.0	157651.0	73359.0	6539.0
Русские	493583.0	315382.0	287325.0	28057.0	113647.0	21989.0	40500.0	2065.0	643412.0	322038.0	293174.0	28864.0	101561.0	148639.0	69179.0	1995.0
Украинцы	10068.0	8119.0	7545.0	574.0	813.0	486.0	628.0	22.0	11108.0	7133.0	6644.0	489.0	773.0	1949.0	1232.0	21.0
Карелы	5782.0	4103.0	3714.0	389.0	699.0	490.0	484.0	6.0	8463.0	3716.0	3343.0	373.0	636.0	3438.0	662.0	11.0
Белорусы	3537.0	2890.0	2680.0	210.0	294.0	158.0	187.0	8.0	4554.0	2856.0	2689.0	167.0	296.0	927.0	465.0	10.0
Татары	2750.0	1831.0	1661.0	170.0	606.0	100.0	199.0	14.0	3257.0	1783.0	1626.0	157.0	440.0	620.0	405.0	9.0
Городское население	390532.0	253786.0	233414.0	20372.0	86699.0	14928.0	30078.0	5041.0	512214.0	257436.0	236970.0	20466.0	83402.0	104592.0	60656.0	6128.0
Русские	357721.0	231801.0	213516.0	18285.0	81899.0	13884.0	28503.0	1634.0	477079.0	238828.0	219866.0	18962.0	79785.0	99297.0	57511.0	1658.0
Украинцы	7638.0	6191.0	5831.0	360.0	584.0	379.0	463.0	21.0	8527.0	5432.0	5132.0	300.0	633.0	1472.0	970.0	20.0
Карелы	2201.0	1717.0	1582.0	135.0	165.0	157.0	158.0	4.0	3541.0	1620.0	1478.0	142.0	276.0	1236.0	402.0	7.0
Белорусы	2678.0	2218.0	2075.0	143.0	208.0	117.0	128.0	7.0	3354.0	2062.0	1964.0	98.0	229.0	664.0	390.0	9.0
Татары	2052.0	1372.0	1268.0	104.0	451.0	74.0	144.0	11.0	2508.0	1331.0	1231.0	100.0	348.0	490.0	332.0	7.0
Сельское население	149196.0	92914.0	81910.0	11004.0	34104.0	8743.0	12920.0	515.0	181142.0	91785.0	80804.0	10981.0	23184.0	53059.0	12703.0	411.0
Русские	135862.0	83581.0	73809.0	9772.0	31748.0	8105.0	11997.0	431.0	166333.0	83210.0	73308.0	9902.0	21776.0	49342.0	11668.0	337.0
Украинцы	2430.0	1928.0	1714.0	214.0	229.0	107.0	165.0	1.0	2581.0	1701.0	1512.0	189.0	140.0	477.0	262.0	1.0
Карелы	3581.0	2386.0	2132.0	254.0	534.0	333.0	326.0	2.0	4922.0	2096.0	1865.0	231.0	360.0	2202.0	260.0	4.0
Белорусы	859.0	672.0	605.0	67.0	86.0	41.0	59.0	1.0	1200.0	794.0	725.0	69.0	67.0	263.0	75.0	1.0
Татары	698.0	459.0	393.0	66.0	155.0	26.0	55.0	3.0	749.0	452.0	395.0	57.0	92.0	130.0	73.0	2.0
Тульская область																
Все население	626066.0	395194.0	365693.0	29501.0	139858.0	29701.0	58619.0	2694.0	798467.0	397830.0	368691.0	29139.0	113669.0	185782.0	98356.0	2830.0
Русские	591211.0	370875.0	343863.0	27012.0	133954.0	27940.0	56484.0	1958.0	763652.0	378491.0	351153.0	27338.0	109939.0	178374.0	94914.0	1934.0
Украинцы	9573.0	7513.0	6979.0	534.0	752.0	672.0	619.0	17.0	11713.0	6452.0	6001.0	451.0	708.0	3255.0	1280.0	18.0
Татары	3757.0	2375.0	2200.0	175.0	826.0	202.0	341.0	13.0	4376.0	2271.0	2114.0	157.0	522.0	1048.0	521.0	14.0
Белорусы	2640.0	2061.0	1930.0	131.0	203.0	203.0	170.0	3.0	3129.0	1719.0	1622.0	97.0	163.0	911.0	331.0	5.0
Немцы	2294.0	1644.0	1523.0	121.0	299.0	207.0	140.0	4.0	2006.0	1083.0	996.0	87.0	263.0	452.0	205.0	3.0
Городское население	510717.0	323053.0	301166.0	21887.0	113492.0	23599.0	48116.0	2457.0	656198.0	326502.0	304816.0	21686.0	94423.0	145502.0	87150.0	2621.0
Русские	483231.0	304026.0	283861.0	20165.0	108976.0	22114.0	46365.0	1750.0	628551.0	311618.0	291144.0	20474.0	91559.0	139320.0	84309.0	1745.0
Украинцы	7582.0	5948.0	5593.0	355.0	538.0	578.0	505.0	13.0	9407.0	5068.0	4779.0	289.0	538.0	2726.0	1061.0	14.0
Татары	3257.0	2068.0	1932.0	136.0	697.0	179.0	300.0	13.0	3841.0	1966.0	1847.0	119.0	470.0	937.0	454.0	14.0
Белорусы	2177.0	1721.0	1636.0	85.0	142.0	172.0	140.0	2.0	2627.0	1409.0	1342.0	67.0	140.0	789.0	284.0	5.0
Немцы	1877.0	1345.0	1261.0	84.0	235.0	176.0	118.0	3.0	1611.0	849.0	793.0	56.0	207.0	381.0	172.0	2.0
Сельское население	115349.0	72141.0	64527.0	7614.0	26366.0	6102.0	10503.0	237.0	142269.0	71328.0	63875.0	7453.0	19246.0	40280.0	11206.0	209.0
Русские	107980.0	66849.0	60002.0	6847.0	24978.0	5826.0	10119.0	208.0	135101.0	66873.0	60009.0	6864.0	18380.0	39054.0	10605.0	189.0
Украинцы	1991.0	1565.0	1386.0	179.0	214.0	94.0	114.0	4.0	2306.0	1384.0	1222.0	162.0	170.0	529.0	219.0	4.0
Татары	500.0	307.0	268.0	39.0	129.0	23.0	41.0	-	535.0	305.0	267.0	38.0	52.0	111.0	67.0	-
Белорусы	463.0	340.0	294.0	46.0	61.0	31.0	30.0	1.0	502.0	310.0	280.0	30.0	23.0	122.0	47.0	-
Немцы	417.0	299.0	262.0	37.0	64.0	31.0	22.0	1.0	395.0	234.0	203.0	31.0	56.0	71.0	33.0	1.0
Ярославская область																
Все население	507878.0	325334.0	289912.0	35422.0	119187.0	19349.0	39431.0	4577.0	645575.0	326973.0	291581.0	35392.0	107756.0	134071.0	71418.0	5357.0
Русские	478985.0	306020.0	273049.0	32971.0	114527.0	18549.0	38118.0	1771.0	618033.0	311854.0	278107.0	33747.0	104749.0	130304.0	69301.0	1825.0
Украинцы	6171.0	4996.0	4531.0	465.0	526.0	282.0	359.0	8.0	6365.0	3914.0	3577.0	337.0	557.0	1221.0	668.0	5.0
Татары	2555.0	1689.0	1506.0	183.0	554.0	113.0	196.0	3.0	3174.0	1676.0	1506.0	170.0	371.0	692.0	424.0	11.0
Городское население	410135.0	262815.0	235027.0	27788.0	96656.0	14664.0	31666.0	4334.0	526231.0	264958.0	237171.0	27787.0	90600.0	102501.0	63049.0	5123.0
Русские	385889.0	246843.0	220992.0	25851.0	92837.0	14004.0	30615.0	1590.0	502904.0	252536.0	226021.0	26515.0	88080.0	99377.0	61221.0	1690.0
Украинцы	4970.0	4013.0	3672.0	341.0	442.0	235.0	274.0	6.0	5238.0	3186.0	2928.0	258.0	463.0	1007.0	577.0	5.0
Татары	2203.0	1472.0	1324.0	148.0	457.0	95.0	176.0	3.0	2805.0	1465.0	1327.0	138.0	332.0	620.0	377.0	11.0
Сельское население	97743.0	62519.0	54885.0	7634.0	22531.0	4685.0	7765.0	243.0	119344.0	62015.0	54410.0	7605.0	17156.0	31570.0	8369.0	234.0
Русские	93096.0	59177.0	52057.0	7120.0	21690.0	4545.0	7503.0	181.0	115129.0	59318.0	52086.0	7232.0	16669.0	30927.0	8080.0	135.0
Украинцы	1201.0	983.0	859.0	124.0	84.0	47.0	85.0	2.0	1127.0	728.0	649.0	79.0	94.0	214.0	91.0	-
Татары	352.0	217.0	182.0	35.0	97.0	18.0	20.0	-	369.0	211.0	179.0	32.0	39.0	72.0	47.0	-
г. Москва																
Городское население	4250273.0	2349513.0	2219660.0	129853.0	1061580.0	181108.0	434471.0	223601.0	4767411.0	2242927.0	2125956.0	116971.0	874626.0	778075.0	667555.0	204228.0
Русские	3445295.0	1948954.0	1844934.0	104020.0	895311.0	157948.0	369257.0	73825.0	4151627.0	1975274.0	1873547.0	101727.0	789409.0	712767.0	606097.0	68080.0
Украинцы	130502.0	84884.0	80375.0	4509.0	22377.0	5490.0	14682.0	3069.0	113522.0	61041.0	57382.0	3659.0	17217.0	16224.0	17156.0	1884.0
Татары	68105.0	40618.0	38584.0	2034.0	17017.0	2452.0	6645.0	1373.0	77745.0	39109.0	37336.0	1773.0	14098.0	12606.0	10797.0	1135.0
Армяне	64689.0	38624.0	35684.0	2940.0	15632.0	2059.0	6343.0	2031.0	39296.0	22381.0	20869.0	1512.0	7652.0	4437.0	4114.0	712.0
Азербайджанцы	65427.0	35720.0	32448.0	3272.0	18265.0	1677.0	7242.0	2523.0	16076.0	10969.0	10332.0	637.0	2613.0	822.0	1313.0	359.0
Евреи	39138.0	26287.0	25154.0	1133.0	5378.0	3360.0	3541.0	572.0	35723.0	15689.0	15017.0	672.0	5089.0	9805.0	4694.0	446.0
Белорусы	30126.0	20248.0	19382.0	866.0	5039.0	1289.0	2921.0	629.0	27066.0	15105.0	14440.0	665.0	3018.0	4974.0	3656.0	313.0
Грузины	30586.0	18220.0	16767.0	1453.0	7165.0	980.0	3195.0	1026.0	16334.0	9248.0	8571.0	677.0	3247.0	1646.0	1837.0	356.0
Узбеки	16200.0	7796.0	7136.0	660.0	5622.0	402.0	1696.0	684.0	6406.0	3584.0	3332.0	252.0	1315.0	427.0	893.0	187.0
Мордва	9623.0	6644.0	6298.0	346.0	1521.0	318.0	964.0	176.0	12570.0	7288.0	6958.0	330.0	1665.0	1877.0	1621.0	119.0
Чуваши	6525.0	4035.0	3834.0	201.0	1497.0	228.0	629.0	136.0	8612.0	4805.0	4545.0	260.0	1407.0	1099.0	1216.0	85.0
Чеченцы	6075.0	3238.0	2894.0	344.0	1942.0	151.0	497.0	247.0	4659.0	2504.0	2252.0	252.0	1137.0	444.0	433.0	141.0
Осетины	4763.0	2879.0	2664.0	215.0	1286.0	107.0	401.0	90.0	4282.0	2154.0	2006.0	148.0	1061.0	467.0	544.0	56.0
Корейцы	3645.0	2162.0	2011.0	151.0	1149.0	56.0	223.0	55.0	3729.0	1925.0	1762.0	163.0	1001.0	324.0	443.0	36.0
Казахи	4261.0	2339.0	2199.0	140.0	1242.0	149.0	429.0	102.0	2915.0	1498.0	1407.0	91.0	805.0	184.0	369.0	59.0
Башкиры	2779.0	1624.0	1531.0	93.0	767.0	68.0	254.0	66.0	2690.0	1466.0	1389.0	77.0	516.0	259.0	397.0	52.0
Северо-Западный федеральный округ																
Республика Карелия																
Все население	265331.0	165357.0	142539.0	22818.0	68301.0	8577.0	21301.0	1795.0	321837.0	166834.0	144073.0	22761.0	58669.0	58908.0	35564.0	1862.0
Карелы	24425.0	15805.0	13675.0	2130.0	5629.0	1002.0	1977.0	12.0	32544.0	16826.0	14464.0	2362.0	4756.0	7999.0	2956.0	7.0
Русские	197314.0	119379.0	102747.0	16632.0	55886.0	5617.0	16262.0	170.0	240258.0	124036.0	107042.0	16994.0	48671.0	39925.0	27494.0	132.0
Белорусы	15809.0	11693.0	10165.0	1528.0	1926.0	918.0	1266.0	6.0	19917.0	10820.0	9303.0	1517.0	1540.0	5419.0	2132.0	6.0
Украинцы	9012.0	7006.0	6158.0	848.0	967.0	382.0	651.0	6.0	8915.0	5333.0	4742.0	591.0	866.0	1647.0	1063.0	6.0
Финны	5476.0	3589.0	3171.0	418.0	1221.0	249.0	413.0	4.0	7038.0	3355.0	2947.0	408.0	1281.0	1576.0	822.0	4.0
Вепсы	1716.0	1173.0	1040.0	133.0	347.0	78.0	118.0	-	2683.0	1228.0	1082.0	146.0	431.0	781.0	243.0	-
Городское население	197227.0	123260.0	107449.0	15811.0	51101.0	5583.0	15578.0	1705.0	244313.0	124558.0	108790.0	15768.0	48023.0	40547.0	29375.0	1810.0
Карелы	12870.0	8645.0	7578.0	1067.0	2847.0	433.0	942.0	3.0	18502.0	9502.0	8251.0	1251.0	3120.0	3882.0	1995.0	3.0
Русские	154521.0	94152.0	81911.0	12241.0	43607.0	4039.0	12591.0	132.0	192525.0	97666.0	85126.0	12540.0	40973.0	30261.0	23513.0	112.0
Белорусы	8923.0	6777.0	6022.0	755.0	958.0	440.0	746.0	2.0	11097.0	6116.0	5399.0	717.0	946.0	2628.0	1406.0	1.0
Украинцы	6474.0	5059.0	4528.0	531.0	688.0	262.0	462.0	3.0	6732.0	3982.0	3601.0	381.0	688.0	1168.0	891.0	3.0
Финны	4112.0	2700.0	2397.0	303.0	934.0	157.0	320.0	1.0	5433.0	2574.0	2276.0	298.0	1049.0	1110.0	697.0	3.0
Вепсы	1090.0	781.0	692.0	89.0	200.0	45.0	64.0	-	1863.0	833.0	750.0	83.0	338.0	505.0	187.0	-
Сельское население	68104.0	42097.0	35090.0	7007.0	17200.0	2994.0	5723.0	90.0	77524.0	42276.0	35283.0	6993.0	10646.0	18361.0	6189.0	52.0
Карелы	11555.0	7160.0	6097.0	1063.0	2782.0	569.0	1035.0	9.0	14042.0	7324.0	6213.0	1111.0	1636.0	4117.0	961.0	4.0
Русские	42793.0	25227.0	20836.0	4391.0	12279.0	1578.0	3671.0	38.0	47733.0	26370.0	21916.0	4454.0	7698.0	9664.0	3981.0	20.0
Белорусы	6886.0	4916.0	4143.0	773.0	968.0	478.0	520.0	4.0	8820.0	4704.0	3904.0	800.0	594.0	2791.0	726.0	5.0
Украинцы	2538.0	1947.0	1630.0	317.0	279.0	120.0	189.0	3.0	2183.0	1351.0	1141.0	210.0	178.0	479.0	172.0	3.0
Финны	1364.0	889.0	774.0	115.0	287.0	92.0	93.0	3.0	1605.0	781.0	671.0	110.0	232.0	466.0	125.0	1.0
Вепсы	626.0	392.0	348.0	44.0	147.0	33.0	54.0	-	820.0	395.0	332.0	63.0	93.0	276.0	56.0	-
Республика Коми																
Все население	385210.0	235235.0	201867.0	33368.0	105821.0	10910.0	31198.0	2046.0	432285.0	233539.0	200764.0	32775.0	84466.0	65158.0	47327.0	1795.0
Коми	91377.0	55261.0	46354.0	8907.0	26533.0	3567.0	5935.0	81.0	121127.0	63706.0	53202.0	10504.0	23791.0	23685.0	9880.0	65.0
Русские	224240.0	132080.0	113528.0	18552.0	66687.0	5266.0	19813.0	394.0	245165.0	130797.0	112944.0	17853.0	52023.0	32453.0	29558.0	334.0
Украинцы	28150.0	20571.0	18177.0	2394.0	4153.0	941.0	2456.0	29.0	28064.0	16814.0	14893.0	1921.0	3284.0	4162.0	3783.0	21.0
Татары	6476.0	4247.0	3789.0	458.0	1619.0	111.0	490.0	9.0	6476.0	4022.0	3667.0	355.0	1012.0	661.0	777.0	4.0
Белорусы	6908.0	4975.0	4397.0	578.0	980.0	305.0	636.0	12.0	7080.0	4071.0	3611.0	460.0	830.0	1264.0	908.0	7.0
Немцы	3836.0	2569.0	2262.0	307.0	853.0	170.0	239.0	5.0	4257.0	2213.0	1945.0	268.0	810.0	765.0	468.0	1.0
Чуваши	3185.0	2189.0	1939.0	250.0	662.0	92.0	236.0	6.0	3618.0	2235.0	1991.0	244.0	408.0	568.0	406.0	1.0
Ненцы	213.0	85.0	57.0	28.0	107.0	15.0	6.0	-	286.0	153.0	111.0	42.0	69.0	45.0	18.0	1.0
Ханты	31.0	16.0	16.0	-	11.0	1.0	3.0	-	34.0	20.0	17.0	3.0	6.0	4.0	4.0	-
Городское население	286536.0	176857.0	153745.0	23112.0	76769.0	7142.0	23805.0	1963.0	331957.0	176398.0	153619.0	22779.0	67294.0	45230.0	41305.0	1730.0
Коми	40812.0	25159.0	21436.0	3723.0	11080.0	1376.0	3145.0	52.0	61831.0	30788.0	26098.0	4690.0	13568.0	10643.0	6794.0	38.0
Русские	186954.0	111444.0	96654.0	14790.0	54965.0	4123.0	16063.0	359.0	212394.0	111727.0	97180.0	14547.0	45974.0	27094.0	27283.0	316.0
Украинцы	23630.0	17217.0	15385.0	1832.0	3540.0	754.0	2092.0	27.0	24599.0	14648.0	13094.0	1554.0	2931.0	3529.0	3471.0	20.0
Татары	5874.0	3888.0	3496.0	392.0	1443.0	99.0	435.0	9.0	5979.0	3699.0	3399.0	300.0	952.0	585.0	739.0	4.0
Белорусы	5795.0	4170.0	3719.0	451.0	835.0	242.0	537.0	11.0	6101.0	3484.0	3135.0	349.0	750.0	1026.0	834.0	7.0
Немцы	2954.0	1939.0	1710.0	229.0	699.0	117.0	194.0	5.0	3413.0	1746.0	1547.0	199.0	698.0	558.0	410.0	1.0
Чуваши	2724.0	1886.0	1678.0	208.0	563.0	69.0	200.0	6.0	3177.0	1952.0	1757.0	195.0	376.0	476.0	372.0	1.0
Ненцы	185.0	73.0	51.0	22.0	95.0	12.0	5.0	-	238.0	124.0	89.0	35.0	62.0	36.0	15.0	1.0
Ханты	27.0	13.0	13.0	-	10.0	1.0	3.0	-	30.0	17.0	14.0	3.0	6.0	4.0	3.0	-
Сельское население	98674.0	58378.0	48122.0	10256.0	29052.0	3768.0	7393.0	83.0	100328.0	57141.0	47145.0	9996.0	17172.0	19928.0	6022.0	65.0
Коми	50565.0	30102.0	24918.0	5184.0	15453.0	2191.0	2790.0	29.0	59296.0	32918.0	27104.0	5814.0	10223.0	13042.0	3086.0	27.0
Русские	37286.0	20636.0	16874.0	3762.0	11722.0	1143.0	3750.0	35.0	32771.0	19070.0	15764.0	3306.0	6049.0	5359.0	2275.0	18.0
Украинцы	4520.0	3354.0	2792.0	562.0	613.0	187.0	364.0	2.0	3465.0	2166.0	1799.0	367.0	353.0	633.0	312.0	1.0
Татары	602.0	359.0	293.0	66.0	176.0	12.0	55.0	-	497.0	323.0	268.0	55.0	60.0	76.0	38.0	-
Белорусы	1113.0	805.0	678.0	127.0	145.0	63.0	99.0	1.0	979.0	587.0	476.0	111.0	80.0	238.0	74.0	-
Немцы	882.0	630.0	552.0	78.0	154.0	53.0	45.0	-	844.0	467.0	398.0	69.0	112.0	207.0	58.0	-
Чуваши	461.0	303.0	261.0	42.0	99.0	23.0	36.0	-	441.0	283.0	234.0	49.0	32.0	92.0	34.0	-
Ненцы	28.0	12.0	6.0	6.0	12.0	3.0	1.0	-	48.0	29.0	22.0	7.0	7.0	9.0	3.0	-
Ханты	4.0	3.0	3.0	-	1.0	-	-	-	4.0	3.0	3.0	-	-	-	1.0	-
Архангельская область																
Все население	502044.0	309619.0	270050.0	39569.0	140317.0	15632.0	35653.0	823.0	584264.0	310635.0	271385.0	39250.0	109143.0	105494.0	58249.0	743.0
Русские	464965.0	283594.0	247425.0	36169.0	133417.0	14151.0	33396.0	407.0	552544.0	291750.0	254806.0	36944.0	105253.0	99974.0	55187.0	380.0
Украинцы	14469.0	11456.0	10202.0	1254.0	1340.0	652.0	1017.0	4.0	11894.0	7457.0	6693.0	764.0	997.0	2120.0	1313.0	7.0
Белорусы	5055.0	4023.0	3588.0	435.0	403.0	268.0	360.0	1.0	4874.0	2945.0	2623.0	322.0	394.0	997.0	538.0	-
Ненцы	2448.0	1052.0	840.0	212.0	1237.0	96.0	62.0	1.0	3069.0	1585.0	1250.0	335.0	901.0	461.0	121.0	1.0
Коми	2006.0	1238.0	1062.0	176.0	595.0	69.0	102.0	2.0	2779.0	1632.0	1406.0	226.0	411.0	506.0	230.0	-
Татары	1692.0	969.0	864.0	105.0	552.0	57.0	112.0	2.0	1378.0	780.0	701.0	79.0	163.0	264.0	171.0	-
Городское население	371268.0	229725.0	201343.0	28382.0	103612.0	10525.0	26658.0	748.0	446575.0	232023.0	203778.0	28245.0	89838.0	73726.0	50297.0	691.0
Русские	344834.0	210764.0	184626.0	26138.0	99196.0	9538.0	24990.0	346.0	423929.0	218670.0	191835.0	26835.0	87181.0	70024.0	47717.0	337.0
Украинцы	10674.0	8510.0	7697.0	813.0	969.0	441.0	751.0	3.0	9008.0	5588.0	5109.0	479.0	814.0	1497.0	1104.0	5.0
Белорусы	3918.0	3133.0	2820.0	313.0	300.0	204.0	280.0	1.0	3855.0	2285.0	2056.0	229.0	323.0	770.0	477.0	-
Ненцы	460.0	207.0	165.0	42.0	218.0	17.0	18.0	-	808.0	379.0	288.0	91.0	269.0	95.0	64.0	1.0
Коми	888.0	579.0	499.0	80.0	211.0	29.0	68.0	1.0	1564.0	910.0	786.0	124.0	238.0	249.0	167.0	-
Татары	1397.0	795.0	715.0	80.0	467.0	43.0	92.0	-	1161.0	647.0	585.0	62.0	146.0	209.0	159.0	-
Сельское население	130776.0	79894.0	68707.0	11187.0	36705.0	5107.0	8995.0	75.0	137689.0	78612.0	67607.0	11005.0	19305.0	31768.0	7952.0	52.0
Русские	120131.0	72830.0	62799.0	10031.0	34221.0	4613.0	8406.0	61.0	128615.0	73080.0	62971.0	10109.0	18072.0	29950.0	7470.0	43.0
Украинцы	3795.0	2946.0	2505.0	441.0	371.0	211.0	266.0	1.0	2886.0	1869.0	1584.0	285.0	183.0	623.0	209.0	2.0
Белорусы	1137.0	890.0	768.0	122.0	103.0	64.0	80.0	-	1019.0	660.0	567.0	93.0	71.0	227.0	61.0	-
Ненцы	1988.0	845.0	675.0	170.0	1019.0	79.0	44.0	1.0	2261.0	1206.0	962.0	244.0	632.0	366.0	57.0	-
Коми	1118.0	659.0	563.0	96.0	384.0	40.0	34.0	1.0	1215.0	722.0	620.0	102.0	173.0	257.0	63.0	-
Татары	295.0	174.0	149.0	25.0	85.0	14.0	20.0	2.0	217.0	133.0	116.0	17.0	17.0	55.0	12.0	-
Ненецкий автономный округ																
Все население	15081.0	9082.0	7862.0	1220.0	4675.0	367.0	795.0	162.0	15909.0	8934.0	7712.0	1222.0	3241.0	2313.0	1234.0	187.0
Ненцы	2266.0	986.0	785.0	201.0	1139.0	86.0	54.0	1.0	2767.0	1414.0	1112.0	302.0	829.0	421.0	102.0	1.0
Русские	9616.0	6030.0	5258.0	772.0	2786.0	208.0	579.0	13.0	9914.0	5678.0	4976.0	702.0	1942.0	1416.0	870.0	8.0
Коми	1614.0	978.0	834.0	144.0	506.0	52.0	77.0	1.0	1963.0	1110.0	947.0	163.0	341.0	353.0	159.0	-
Городское население	9498.0	6049.0	5274.0	775.0	2514.0	165.0	611.0	159.0	10532.0	5914.0	5143.0	771.0	2085.0	1317.0	1030.0	186.0
Ненцы	380.0	181.0	144.0	37.0	172.0	12.0	15.0	-	664.0	304.0	228.0	76.0	226.0	80.0	53.0	1.0
Русские	7138.0	4520.0	3933.0	587.0	2011.0	124.0	471.0	12.0	7742.0	4408.0	3844.0	564.0	1568.0	989.0	769.0	8.0
Коми	592.0	384.0	328.0	56.0	143.0	16.0	49.0	-	1003.0	552.0	470.0	82.0	185.0	155.0	111.0	-
Сельское население	5583.0	3033.0	2588.0	445.0	2161.0	202.0	184.0	3.0	5377.0	3020.0	2569.0	451.0	1156.0	996.0	204.0	1.0
Ненцы	1886.0	805.0	641.0	164.0	967.0	74.0	39.0	1.0	2103.0	1110.0	884.0	226.0	603.0	341.0	49.0	-
Русские	2478.0	1510.0	1325.0	185.0	775.0	84.0	108.0	1.0	2172.0	1270.0	1132.0	138.0	374.0	427.0	101.0	-
Коми	1022.0	594.0	506.0	88.0	363.0	36.0	28.0	1.0	960.0	558.0	477.0	81.0	156.0	198.0	48.0	-
Вологодская область																
Все население	471327.0	295035.0	264455.0	30580.0	119947.0	16772.0	35844.0	3729.0	569772.0	296464.0	266244.0	30220.0	105101.0	108196.0	56008.0	4003.0
Русские	450477.0	280516.0	251664.0	28852.0	117148.0	16158.0	34578.0	2077.0	552381.0	286580.0	257381.0	29199.0	103329.0	105790.0	54424.0	2258.0
Украинцы	6441.0	5157.0	4656.0	501.0	570.0	238.0	469.0	7.0	5239.0	3335.0	3042.0	293.0	422.0	873.0	608.0	1.0
Белорусы	2476.0	1928.0	1758.0	170.0	232.0	140.0	175.0	1.0	2225.0	1357.0	1269.0	88.0	186.0	447.0	234.0	1.0
Городское население	322593.0	200432.0	180563.0	19869.0	83291.0	9983.0	25253.0	3634.0	399235.0	202191.0	182636.0	19555.0	81485.0	65788.0	45843.0	3928.0
Русские	306697.0	189670.0	170977.0	18693.0	81138.0	9565.0	24324.0	2000.0	385545.0	194702.0	175826.0	18876.0	80048.0	64076.0	44526.0	2193.0
Украинцы	4525.0	3618.0	3330.0	288.0	411.0	159.0	331.0	6.0	3943.0	2477.0	2291.0	186.0	335.0	645.0	485.0	1.0
Белорусы	1861.0	1474.0	1363.0	111.0	160.0	103.0	123.0	1.0	1742.0	1041.0	993.0	48.0	149.0	345.0	206.0	1.0
Сельское население	148734.0	94603.0	83892.0	10711.0	36656.0	6789.0	10591.0	95.0	170537.0	94273.0	83608.0	10665.0	23616.0	42408.0	10165.0	75.0
Русские	143780.0	90846.0	80687.0	10159.0	36010.0	6593.0	10254.0	77.0	166836.0	91878.0	81555.0	10323.0	23281.0	41714.0	9898.0	65.0
Украинцы	1916.0	1539.0	1326.0	213.0	159.0	79.0	138.0	1.0	1296.0	858.0	751.0	107.0	87.0	228.0	123.0	-
Белорусы	615.0	454.0	395.0	59.0	72.0	37.0	52.0	-	483.0	316.0	276.0	40.0	37.0	102.0	28.0	-
Калининградская область																
