1. ЖЕНЩИНЫ ПО ВОЗРАСТНЫМ ГРУППАМ И ЧИСЛУ РОЖДЕННЫХ ДЕТЕЙ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ													
													
	Всего	Женщины, указавшие число рожденных детей	из них женщины с числом рожденных детей								Общее число рожденных детей	Среднее число рожденных детей (на 1000 женщин)	Женщины, не указавшие число рожденных детей
65 – 69	40582.0	39020.0	3636.0	14062.0	17308.0	3233.0	484.0	180.0	66.0	51.0	62050.0	1590.0	1562.0
70 и более	99247.0	95305.0	10131.0	30368.0	36462.0	11674.0	3731.0	1428.0	684.0	827.0	171180.0	1796.0	3942.0
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	418422.0	405164.0	62168.0	97241.0	154958.0	56469.0	17250.0	9299.0	3437.0	4342.0	748851.0	1848.0	13258.0
в том числе в возрасте, лет:													
15 – 17	19046.0	15836.0	15515.0	313.0	8.0	-	-	-	-	-	329.0	21.0	3210.0
18 – 19	10666.0	9370.0	8002.0	1232.0	136.0	-	-	-	-	-	1504.0	161.0	1296.0
20 – 24	24756.0	23079.0	10753.0	10131.0	1934.0	213.0	16.0	8.0	8.0	16.0	14902.0	646.0	1677.0
25 – 29	25133.0	24393.0	3587.0	12328.0	7342.0	868.0	152.0	48.0	16.0	52.0	30996.0	1271.0	740.0
30 – 34	25165.0	24730.0	1626.0	8960.0	11558.0	1976.0	394.0	114.0	33.0	69.0	40899.0	1654.0	435.0
35 – 39	28681.0	28261.0	1267.0	7253.0	15192.0	3342.0	674.0	291.0	117.0	125.0	53567.0	1895.0	420.0
40 – 44	35016.0	34505.0	1235.0	7170.0	19100.0	4986.0	1210.0	495.0	137.0	172.0	69905.0	2026.0	511.0
45 – 49	31449.0	31010.0	1133.0	5963.0	16527.0	5258.0	1125.0	573.0	226.0	205.0	65187.0	2102.0	439.0
50 – 54	28817.0	28334.0	1207.0	6137.0	14421.0	4603.0	939.0	583.0	188.0	256.0	58715.0	2072.0	483.0
55 – 59	17080.0	16758.0	755.0	3487.0	8283.0	2883.0	644.0	453.0	110.0	143.0	35434.0	2114.0	322.0
60 – 64	40317.0	39645.0	2105.0	7579.0	18096.0	7752.0	2149.0	1220.0	358.0	386.0	87026.0	2195.0	672.0
65 – 69	33363.0	32711.0	2580.0	5935.0	13336.0	6770.0	2107.0	1153.0	389.0	441.0	73158.0	2236.0	652.0
70 и более	98933.0	96532.0	12403.0	20753.0	29025.0	17818.0	7840.0	4361.0	1855.0	2477.0	217229.0	2250.0	2401.0
Ивановская область													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	549148.0	533909.0	107175.0	182589.0	192254.0	36002.0	8181.0	3825.0	1522.0	2361.0	754682.0	1414.0	15239.0
в том числе в возрасте, лет:													
15 – 17	26818.0	23807.0	23561.0	217.0	25.0	4.0	-	-	-	-	279.0	12.0	3011.0
18 – 19	18987.0	17437.0	16257.0	1107.0	61.0	12.0	-	-	-	-	1265.0	73.0	1550.0
20 – 24	41199.0	38620.0	25093.0	12288.0	1020.0	99.0	30.0	-	41.0	49.0	15334.0	397.0	2579.0
25 – 29	39244.0	37966.0	9761.0	22635.0	4958.0	319.0	119.0	12.0	25.0	137.0	35291.0	930.0	1278.0
30 – 34	37323.0	36579.0	4005.0	20642.0	10445.0	1098.0	194.0	69.0	20.0	106.0	46891.0	1282.0	744.0
35 – 39	39551.0	38929.0	2588.0	16795.0	16929.0	2011.0	367.0	65.0	57.0	117.0	59700.0	1534.0	622.0
40 – 44	48155.0	47452.0	2551.0	15483.0	24460.0	3798.0	707.0	188.0	87.0	178.0	81413.0	1716.0	703.0
45 – 49	49700.0	49066.0	2964.0	15335.0	25082.0	4266.0	734.0	371.0	137.0	177.0	85309.0	1739.0	634.0
50 – 54	45860.0	45144.0	2809.0	15122.0	22310.0	3674.0	528.0	370.0	115.0	216.0	77160.0	1709.0	716.0
55 – 59	24423.0	24139.0	1729.0	8761.0	11364.0	1734.0	281.0	125.0	63.0	82.0	39495.0	1636.0	284.0
60 – 64	44390.0	43724.0	3109.0	15178.0	20920.0	3378.0	593.0	283.0	99.0	164.0	72833.0	1666.0	666.0
65 – 69	40195.0	39590.0	3269.0	12441.0	18958.0	3588.0	708.0	370.0	92.0	164.0	67703.0	1710.0	605.0
70 и более	93303.0	91456.0	9479.0	26585.0	35722.0	12021.0	3920.0	1972.0	786.0	971.0	172009.0	1881.0	1847.0
Городские населенные пункты													
Женщины в возрасте 15 лет и более	458455.0	445555.0	92908.0	161794.0	155931.0	24819.0	5181.0	2330.0	901.0	1691.0	599188.0	1345.0	12900.0
в том числе в возрасте, лет:													
15 – 17	22167.0	19867.0	19666.0	172.0	25.0	4.0	-	-	-	-	234.0	12.0	2300.0
18 – 19	16244.0	14956.0	14059.0	845.0	44.0	8.0	-	-	-	-	957.0	64.0	1288.0
20 – 24	35458.0	33186.0	22104.0	10167.0	734.0	78.0	21.0	-	41.0	41.0	12486.0	376.0	2272.0
25 – 29	34181.0	33035.0	8835.0	20003.0	3764.0	221.0	64.0	8.0	16.0	124.0	29570.0	895.0	1146.0
30 – 34	32112.0	31452.0	3615.0	18594.0	8257.0	721.0	118.0	33.0	16.0	98.0	38772.0	1233.0	660.0
35 – 39	32930.0	32372.0	2299.0	15097.0	13372.0	1266.0	179.0	29.0	37.0	93.0	47421.0	1465.0	558.0
40 – 44	39619.0	39012.0	2271.0	14043.0	19464.0	2538.0	385.0	117.0	53.0	141.0	64083.0	1643.0	607.0
45 – 49	41540.0	40987.0	2621.0	13868.0	20730.0	2884.0	444.0	222.0	89.0	129.0	68411.0	1669.0	553.0
50 – 54	39065.0	38456.0	2543.0	13731.0	18726.0	2647.0	370.0	227.0	64.0	148.0	63335.0	1647.0	609.0
55 – 59	20886.0	20634.0	1536.0	8005.0	9537.0	1234.0	175.0	62.0	31.0	54.0	32414.0	1571.0	252.0
60 – 64	36491.0	35892.0	2729.0	13308.0	16955.0	2205.0	399.0	144.0	40.0	112.0	57285.0	1596.0	599.0
65 – 69	32583.0	32098.0	2782.0	10890.0	15262.0	2420.0	389.0	191.0	56.0	108.0	52409.0	1633.0	485.0
70 и более	75179.0	73608.0	7848.0	23071.0	29061.0	8593.0	2637.0	1297.0	458.0	643.0	131811.0	1791.0	1571.0
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	90693.0	88354.0	14267.0	20795.0	36323.0	11183.0	3000.0	1495.0	621.0	670.0	155494.0	1760.0	2339.0
в том числе в возрасте, лет:													
15 – 17	4651.0	3940.0	3895.0	45.0	-	-	-	-	-	-	45.0	11.0	711.0
18 – 19	2743.0	2481.0	2198.0	262.0	17.0	4.0	-	-	-	-	308.0	124.0	262.0
20 – 24	5741.0	5434.0	2989.0	2121.0	286.0	21.0	9.0	-	-	8.0	2848.0	524.0	307.0
25 – 29	5063.0	4931.0	926.0	2632.0	1194.0	98.0	55.0	4.0	9.0	13.0	5721.0	1160.0	132.0
30 – 34	5211.0	5127.0	390.0	2048.0	2188.0	377.0	76.0	36.0	4.0	8.0	8119.0	1584.0	84.0
35 – 39	6621.0	6557.0	289.0	1698.0	3557.0	745.0	188.0	36.0	20.0	24.0	12279.0	1873.0	64.0
40 – 44	8536.0	8440.0	280.0	1440.0	4996.0	1260.0	322.0	71.0	34.0	37.0	17330.0	2053.0	96.0
45 – 49	8160.0	8079.0	343.0	1467.0	4352.0	1382.0	290.0	149.0	48.0	48.0	16898.0	2092.0	81.0
50 – 54	6795.0	6688.0	266.0	1391.0	3584.0	1027.0	158.0	143.0	51.0	68.0	13825.0	2067.0	107.0
55 – 59	3537.0	3505.0	193.0	756.0	1827.0	500.0	106.0	63.0	32.0	28.0	7081.0	2020.0	32.0
60 – 64	7899.0	7832.0	380.0	1870.0	3965.0	1173.0	194.0	139.0	59.0	52.0	15548.0	1985.0	67.0
65 – 69	7612.0	7492.0	487.0	1551.0	3696.0	1168.0	319.0	179.0	36.0	56.0	15294.0	2041.0	120.0
70 и более	18124.0	17848.0	1631.0	3514.0	6661.0	3428.0	1283.0	675.0	328.0	328.0	40198.0	2252.0	276.0
Калужская область													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	488693.0	476870.0	96037.0	155611.0	168075.0	37623.0	9800.0	4866.0	2002.0	2856.0	703281.0	1475.0	11823.0
в том числе в возрасте, лет:													
15 – 17	25470.0	23313.0	23038.0	254.0	21.0	-	-	-	-	-	296.0	13.0	2157.0
18 – 19	16848.0	15572.0	14433.0	1079.0	60.0	-	-	-	-	-	1199.0	77.0	1276.0
20 – 24	37160.0	35419.0	22112.0	11729.0	1429.0	93.0	32.0	4.0	16.0	4.0	15138.0	427.0	1741.0
25 – 29	34337.0	33282.0	8920.0	18591.0	5046.0	497.0	123.0	29.0	4.0	72.0	31407.0	944.0	1055.0
30 – 34	33366.0	32716.0	3865.0	17185.0	9946.0	1278.0	226.0	90.0	37.0	89.0	43166.0	1319.0	650.0
35 – 39	37012.0	36469.0	2682.0	15288.0	15379.0	2397.0	434.0	119.0	66.0	104.0	56792.0	1557.0	543.0
40 – 44	47536.0	46902.0	2938.0	15804.0	22880.0	3861.0	820.0	265.0	107.0	227.0	80156.0	1709.0	634.0
45 – 49	45433.0	44850.0	2548.0	14002.0	22698.0	4083.0	844.0	378.0	110.0	187.0	79145.0	1765.0	583.0
50 – 54	40892.0	40239.0	2299.0	13573.0	19576.0	3520.0	562.0	358.0	167.0	184.0	69761.0	1734.0	653.0
55 – 59	22696.0	22302.0	1416.0	7777.0	10561.0	1947.0	261.0	170.0	83.0	87.0	37853.0	1697.0	394.0
60 – 64	38407.0	37933.0	2485.0	12046.0	18042.0	3797.0	719.0	438.0	154.0	252.0	67573.0	1781.0	474.0
65 – 69	32000.0	31527.0	2222.0	9180.0	14225.0	3843.0	990.0	586.0	267.0	214.0	59374.0	1883.0	473.0
70 и более	77536.0	76346.0	7079.0	19103.0	28212.0	12307.0	4789.0	2429.0	991.0	1436.0	161421.0	2114.0	1190.0
Городские населенные пункты													
Женщины в возрасте 15 лет и более	367572.0	357549.0	76271.0	128435.0	124664.0	20499.0	4145.0	1676.0	594.0	1265.0	477921.0	1337.0	10023.0
в том числе в возрасте, лет:													
15 – 17	19744.0	17973.0	17787.0	169.0	17.0	-	-	-	-	-	203.0	11.0	1771.0
18 – 19	13641.0	12521.0	11806.0	694.0	21.0	-	-	-	-	-	736.0	59.0	1120.0
20 – 24	29691.0	28227.0	18477.0	8835.0	831.0	44.0	24.0	-	12.0	4.0	10825.0	383.0	1464.0
25 – 29	27298.0	26396.0	7548.0	15173.0	3293.0	278.0	36.0	16.0	4.0	48.0	23213.0	879.0	902.0
30 – 34	26165.0	25556.0	3236.0	14542.0	6950.0	629.0	94.0	24.0	20.0	61.0	31412.0	1229.0	609.0
35 – 39	28901.0	28441.0	2250.0	13202.0	11332.0	1337.0	176.0	36.0	24.0	84.0	41581.0	1462.0	460.0
40 – 44	37450.0	36903.0	2464.0	13693.0	17845.0	2311.0	358.0	92.0	20.0	120.0	59280.0	1606.0	547.0
45 – 49	36124.0	35619.0	2070.0	12180.0	18280.0	2476.0	358.0	131.0	28.0	96.0	59255.0	1664.0	505.0
50 – 54	32530.0	31948.0	1914.0	11810.0	15577.0	2122.0	229.0	148.0	40.0	108.0	52082.0	1630.0	582.0
55 – 59	17662.0	17316.0	1156.0	6782.0	8106.0	1023.0	105.0	66.0	27.0	51.0	27376.0	1581.0	346.0
60 – 64	27551.0	27151.0	1811.0	9890.0	13072.0	1869.0	245.0	128.0	23.0	113.0	44319.0	1632.0	400.0
65 – 69	21857.0	21461.0	1513.0	7489.0	10074.0	1831.0	302.0	118.0	51.0	83.0	35863.0	1671.0	396.0
70 и более	48958.0	48037.0	4239.0	13976.0	19266.0	6579.0	2218.0	917.0	345.0	497.0	91776.0	1911.0	921.0
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	121121.0	119321.0	19766.0	27176.0	43411.0	17124.0	5655.0	3190.0	1408.0	1591.0	225360.0	1889.0	1800.0
в том числе в возрасте, лет:													
15 – 17	5726.0	5340.0	5251.0	85.0	4.0	-	-	-	-	-	93.0	17.0	386.0
18 – 19	3207.0	3051.0	2627.0	385.0	39.0	-	-	-	-	-	463.0	152.0	156.0
20 – 24	7469.0	7192.0	3635.0	2894.0	598.0	49.0	8.0	4.0	4.0	-	4313.0	600.0	277.0
25 – 29	7039.0	6886.0	1372.0	3418.0	1753.0	219.0	87.0	13.0	-	24.0	8194.0	1190.0	153.0
30 – 34	7201.0	7160.0	629.0	2643.0	2996.0	649.0	132.0	66.0	17.0	28.0	11754.0	1642.0	41.0
35 – 39	8111.0	8028.0	432.0	2086.0	4047.0	1060.0	258.0	83.0	42.0	20.0	15211.0	1895.0	83.0
40 – 44	10086.0	9999.0	474.0	2111.0	5035.0	1550.0	462.0	173.0	87.0	107.0	20876.0	2088.0	87.0
45 – 49	9309.0	9231.0	478.0	1822.0	4418.0	1607.0	486.0	247.0	82.0	91.0	19890.0	2155.0	78.0
50 – 54	8362.0	8291.0	385.0	1763.0	3999.0	1398.0	333.0	210.0	127.0	76.0	17679.0	2132.0	71.0
55 – 59	5034.0	4986.0	260.0	995.0	2455.0	924.0	156.0	104.0	56.0	36.0	10477.0	2101.0	48.0
60 – 64	10856.0	10782.0	674.0	2156.0	4970.0	1928.0	474.0	310.0	131.0	139.0	23254.0	2157.0	74.0
65 – 69	10143.0	10066.0	709.0	1691.0	4151.0	2012.0	688.0	468.0	216.0	131.0	23511.0	2336.0	77.0
70 и более	28578.0	28309.0	2840.0	5127.0	8946.0	5728.0	2571.0	1512.0	646.0	939.0	69645.0	2460.0	269.0
Костромская область													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	341407.0	334151.0	68071.0	97155.0	124219.0	29610.0	7561.0	4049.0	1534.0	1952.0	509671.0	1525.0	7256.0
в том числе в возрасте, лет:													
15 – 17	18474.0	17262.0	17096.0	166.0	-	-	-	-	-	-	166.0	10.0	1212.0
18 – 19	12091.0	11504.0	10719.0	733.0	44.0	8.0	-	-	-	-	845.0	73.0	587.0
20 – 24	26248.0	25037.0	15452.0	8634.0	860.0	75.0	12.0	-	-	4.0	10655.0	426.0	1211.0
25 – 29	24577.0	23918.0	5818.0	13699.0	3834.0	407.0	108.0	12.0	4.0	36.0	23392.0	978.0	659.0
30 – 34	22904.0	22614.0	2521.0	11313.0	7643.0	885.0	134.0	28.0	31.0	59.0	30561.0	1351.0	290.0
35 – 39	25322.0	25018.0	1609.0	8964.0	12021.0	1823.0	361.0	128.0	44.0	68.0	41367.0	1653.0	304.0
40 – 44	33514.0	33075.0	1680.0	8937.0	17788.0	3481.0	633.0	262.0	127.0	167.0	60809.0	1839.0	439.0
45 – 49	31371.0	31004.0	1745.0	7581.0	16661.0	3761.0	714.0	293.0	126.0	123.0	58232.0	1878.0	367.0
50 – 54	27162.0	26852.0	1572.0	7375.0	14086.0	2761.0	456.0	308.0	108.0	186.0	49365.0	1838.0	310.0
55 – 59	13370.0	13224.0	818.0	3848.0	6650.0	1370.0	256.0	158.0	37.0	87.0	24023.0	1817.0	146.0
60 – 64	26023.0	25668.0	1614.0	6949.0	13062.0	2932.0	531.0	346.0	93.0	141.0	47411.0	1847.0	355.0
65 – 69	23942.0	23587.0	1736.0	6288.0	11164.0	3063.0	653.0	459.0	107.0	117.0	44318.0	1879.0	355.0
70 и более	56409.0	55388.0	5691.0	12668.0	20406.0	9044.0	3703.0	2055.0	857.0	964.0	118527.0	2140.0	1021.0
Городские населенные пункты													
Женщины в возрасте 15 лет и более	234657.0	229287.0	50253.0	76147.0	83961.0	13969.0	2761.0	1133.0	415.0	648.0	310252.0	1353.0	5370.0
в том числе в возрасте, лет:													
15 – 17	12923.0	12113.0	12006.0	107.0	-	-	-	-	-	-	107.0	9.0	810.0
18 – 19	9322.0	8857.0	8332.0	501.0	20.0	4.0	-	-	-	-	553.0	62.0	465.0
20 – 24	19581.0	18637.0	12047.0	6126.0	424.0	24.0	12.0	-	-	4.0	7122.0	382.0	944.0
25 – 29	18265.0	17714.0	4612.0	10641.0	2223.0	174.0	36.0	8.0	4.0	16.0	15933.0	899.0	551.0
30 – 34	16516.0	16284.0	1944.0	9198.0	4675.0	363.0	52.0	12.0	12.0	28.0	20193.0	1240.0	232.0
35 – 39	17413.0	17165.0	1263.0	7364.0	7555.0	772.0	126.0	45.0	12.0	28.0	25799.0	1503.0	248.0
40 – 44	23085.0	22749.0	1259.0	7305.0	12206.0	1627.0	200.0	64.0	32.0	56.0	38330.0	1685.0	336.0
45 – 49	21789.0	21516.0	1261.0	6322.0	11742.0	1766.0	277.0	92.0	8.0	48.0	37096.0	1724.0	273.0
50 – 54	19431.0	19173.0	1203.0	5975.0	10235.0	1420.0	151.0	86.0	41.0	62.0	32468.0	1693.0	258.0
55 – 59	9715.0	9614.0	631.0	3245.0	4910.0	681.0	93.0	23.0	8.0	23.0	15816.0	1645.0	101.0
60 – 64	17527.0	17275.0	1151.0	5556.0	8973.0	1282.0	155.0	77.0	23.0	58.0	28936.0	1675.0	252.0
65 – 69	15484.0	15232.0	1247.0	4890.0	7476.0	1278.0	201.0	97.0	12.0	31.0	25290.0	1660.0	252.0
70 и более	33606.0	32958.0	3297.0	8917.0	13522.0	4578.0	1458.0	629.0	263.0	294.0	62609.0	1900.0	648.0
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	106750.0	104864.0	17818.0	21008.0	40258.0	15641.0	4800.0	2916.0	1119.0	1304.0	199419.0	1902.0	1886.0
в том числе в возрасте, лет:													
15 – 17	5551.0	5149.0	5090.0	59.0	-	-	-	-	-	-	59.0	11.0	402.0
18 – 19	2769.0	2647.0	2387.0	232.0	24.0	4.0	-	-	-	-	292.0	110.0	122.0
20 – 24	6667.0	6400.0	3405.0	2508.0	436.0	51.0	-	-	-	-	3533.0	552.0	267.0
25 – 29	6312.0	6204.0	1206.0	3058.0	1611.0	233.0	72.0	4.0	-	20.0	7459.0	1202.0	108.0
30 – 34	6388.0	6330.0	577.0	2115.0	2968.0	522.0	82.0	16.0	19.0	31.0	10368.0	1638.0	58.0
35 – 39	7909.0	7853.0	346.0	1600.0	4466.0	1051.0	235.0	83.0	32.0	40.0	15568.0	1982.0	56.0
40 – 44	10429.0	10326.0	421.0	1632.0	5582.0	1854.0	433.0	198.0	95.0	111.0	22479.0	2177.0	103.0
45 – 49	9582.0	9488.0	484.0	1259.0	4919.0	1995.0	437.0	201.0	118.0	75.0	21136.0	2228.0	94.0
50 – 54	7731.0	7679.0	369.0	1400.0	3851.0	1341.0	305.0	222.0	67.0	124.0	16897.0	2200.0	52.0
55 – 59	3655.0	3610.0	187.0	603.0	1740.0	689.0	163.0	135.0	29.0	64.0	8207.0	2273.0	45.0
60 – 64	8496.0	8393.0	463.0	1393.0	4089.0	1650.0	376.0	269.0	70.0	83.0	18475.0	2201.0	103.0
65 – 69	8458.0	8355.0	489.0	1398.0	3688.0	1785.0	452.0	362.0	95.0	86.0	19028.0	2277.0	103.0
70 и более	22803.0	22430.0	2394.0	3751.0	6884.0	4466.0	2245.0	1426.0	594.0	670.0	55918.0	2493.0	373.0
Курская область													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	576199.0	563870.0	113354.0	164362.0	196732.0	56706.0	17222.0	8459.0	3054.0	3981.0	889500.0	1577.0	12329.0
в том числе в возрасте, лет:													
15 – 17	29665.0	27899.0	27551.0	324.0	24.0	-	-	-	-	-	372.0	13.0	1766.0
18 – 19	19242.0	18229.0	16699.0	1457.0	65.0	8.0	-	-	-	-	1611.0	88.0	1013.0
20 – 24	42392.0	40077.0	23254.0	14725.0	1864.0	140.0	66.0	8.0	8.0	12.0	19309.0	482.0	2315.0
25 – 29	41327.0	40175.0	9369.0	22587.0	7181.0	722.0	196.0	44.0	16.0	60.0	40691.0	1013.0	1152.0
30 – 34	39237.0	38529.0	4196.0	19310.0	12628.0	1740.0	413.0	105.0	44.0	93.0	52926.0	1374.0	708.0
35 – 39	43432.0	42761.0	3099.0	16345.0	19044.0	3163.0	641.0	220.0	100.0	149.0	69393.0	1623.0	671.0
40 – 44	54486.0	53916.0	3308.0	16686.0	27093.0	5000.0	1018.0	380.0	142.0	289.0	95013.0	1762.0	570.0
45 – 49	51494.0	50805.0	2906.0	14480.0	26183.0	5234.0	1068.0	449.0	182.0	303.0	92614.0	1823.0	689.0
50 – 54	45043.0	44449.0	2913.0	12838.0	22099.0	4702.0	960.0	558.0	146.0	233.0	80547.0	1812.0	594.0
55 – 59	24501.0	24157.0	1648.0	6517.0	11639.0	3073.0	654.0	338.0	147.0	141.0	45341.0	1877.0	344.0
60 – 64	46498.0	46007.0	3356.0	10625.0	21186.0	7329.0	1860.0	1059.0	225.0	367.0	92047.0	2001.0	491.0
65 – 69	38589.0	38050.0	3210.0	7728.0	16152.0	7169.0	2075.0	1070.0	309.0	337.0	79722.0	2095.0	539.0
70 и более	100293.0	98816.0	11845.0	20740.0	31574.0	18426.0	8271.0	4228.0	1735.0	1997.0	219914.0	2225.0	1477.0
Городские населенные пункты													
Женщины в возрасте 15 лет и более	355451.0	346513.0	79622.0	120997.0	117281.0	20246.0	4718.0	1755.0	710.0	1184.0	457775.0	1321.0	8938.0
в том числе в возрасте, лет:													
15 – 17	20230.0	18903.0	18728.0	159.0	16.0	-	-	-	-	-	191.0	10.0	1327.0
18 – 19	14496.0	13660.0	12762.0	861.0	33.0	4.0	-	-	-	-	939.0	69.0	836.0
20 – 24	30939.0	29105.0	18333.0	9994.0	700.0	37.0	25.0	-	8.0	8.0	11709.0	402.0	1834.0
25 – 29	29029.0	28136.0	7578.0	16733.0	3445.0	237.0	67.0	12.0	12.0	52.0	25146.0	894.0	893.0
30 – 34	26100.0	25587.0	3240.0	14890.0	6700.0	593.0	108.0	20.0	16.0	20.0	30869.0	1206.0	513.0
35 – 39	28557.0	28093.0	2318.0	12979.0	11336.0	1159.0	179.0	33.0	28.0	61.0	40672.0	1448.0	464.0
40 – 44	37134.0	36718.0	2426.0	13348.0	18236.0	2115.0	388.0	89.0	28.0	88.0	59074.0	1609.0	416.0
45 – 49	36125.0	35603.0	2238.0	11802.0	18355.0	2480.0	411.0	115.0	71.0	131.0	59626.0	1675.0	522.0
50 – 54	31318.0	30834.0	2142.0	10526.0	15421.0	2150.0	319.0	136.0	36.0	104.0	50806.0	1648.0	484.0
55 – 59	15156.0	14906.0	1177.0	5168.0	7225.0	1015.0	158.0	63.0	44.0	56.0	24366.0	1635.0	250.0
60 – 64	24337.0	24054.0	1902.0	7673.0	11717.0	2101.0	378.0	163.0	36.0	84.0	40649.0	1690.0	283.0
65 – 69	18322.0	17999.0	1811.0	5313.0	8337.0	1911.0	403.0	124.0	32.0	68.0	30680.0	1705.0	323.0
70 и более	43708.0	42915.0	4967.0	11551.0	15760.0	6444.0	2282.0	1000.0	399.0	512.0	83048.0	1935.0	793.0
Сельские населенные пункты													
Женщины в возрасте 15 лет и более	220748.0	217357.0	33732.0	43365.0	79451.0	36460.0	12504.0	6704.0	2344.0	2797.0	431725.0	1986.0	3391.0
в том числе в возрасте, лет:													
15 – 17	9435.0	8996.0	8823.0	165.0	8.0	-	-	-	-	-	181.0	20.0	439.0
18 – 19	4746.0	4569.0	3937.0	596.0	32.0	4.0	-	-	-	-	672.0	147.0	177.0
20 – 24	11453.0	10972.0	4921.0	4731.0	1164.0	103.0	41.0	8.0	-	4.0	7600.0	693.0	481.0
25 – 29	12298.0	12039.0	1791.0	5854.0	3736.0	485.0	129.0	32.0	4.0	8.0	15545.0	1291.0	259.0
30 – 34	13137.0	12942.0	956.0	4420.0	5928.0	1147.0	305.0	85.0	28.0	73.0	22057.0	1704.0	195.0
35 – 39	14875.0	14668.0	781.0	3366.0	7708.0	2004.0	462.0	187.0	72.0	88.0	28721.0	1958.0	207.0
40 – 44	17352.0	17198.0	882.0	3338.0	8857.0	2885.0	630.0	291.0	114.0	201.0	35939.0	2090.0	154.0
45 – 49	15369.0	15202.0	668.0	2678.0	7828.0	2754.0	657.0	334.0	111.0	172.0	32988.0	2170.0	167.0
50 – 54	13725.0	13615.0	771.0	2312.0	6678.0	2552.0	641.0	422.0	110.0	129.0	29741.0	2184.0	110.0
55 – 59	9345.0	9251.0	471.0	1349.0	4414.0	2058.0	496.0	275.0	103.0	85.0	20975.0	2267.0	94.0
60 – 64	22161.0	21953.0	1454.0	2952.0	9469.0	5228.0	1482.0	896.0	189.0	283.0	51398.0	2341.0	208.0
65 – 69	20267.0	20051.0	1399.0	2415.0	7815.0	5258.0	1672.0	946.0	277.0	269.0	49042.0	2446.0	216.0
70 и более	56585.0	55901.0	6878.0	9189.0	15814.0	11982.0	5989.0	3228.0	1336.0	1485.0	136866.0	2448.0	684.0
Липецкая область													
Городские и сельские населенные пункты													
Женщины в возрасте 15 лет и более	566391.0	541409.0	104072.0	177420.0	184613.0	46032.0	13946.0	7660.0	3376.0	4290.0	834130.0	1541.0	24982.0
в том числе в возрасте, лет:													
15 – 17	29922.0	24748.0	24342.0	386.0	20.0	-	-	-	-	-	426.0	17.0	5174.0
18 – 19	19485.0	17198.0	15660.0	1405.0	116.0	17.0	-	-	-	-	1688.0	98.0	2287.0
20 – 24	41635.0	37623.0	21880.0	13980.0	1585.0	110.0	36.0	4.0	8.0	20.0	17832.0	474.0	4012.0
25 – 29	41167.0	39159.0	9007.0	22348.0	6808.0	663.0	207.0	48.0	29.0	49.0	39608.0	1011.0	2008.0
30 – 34	40012.0	38691.0	4389.0	19853.0	12104.0	1677.0	352.0	129.0	61.0	126.0	52478.0	1356.0	1321.0
35 – 39	43529.0	42467.0	2969.0	17569.0	18345.0	2738.0	528.0	153.0	64.0	101.0	66509.0	1566.0	1062.0
40 – 44	54826.0	53639.0	2994.0	18428.0	26099.0	4530.0	955.0	312.0	108.0	213.0	91887.0	1713.0	1187.0
45 – 49	50778.0	49590.0	2674.0	16102.0	24633.0	4560.0	802.0	498.0	114.0	207.0	87115.0	1757.0	1188.0
50 – 54	45543.0	44401.0	2664.0	15104.0	21159.0	3991.0	627.0	485.0	174.0	197.0	77080.0	1736.0	1142.0
55 – 59	25204.0	24530.0	1648.0	8359.0	10986.0	2427.0	557.0	293.0	86.0	174.0	43220.0	1762.0	674.0
60 – 64	46843.0	45706.0	2962.0	13660.0	20164.0	5719.0	1497.0	1003.0	349.0	352.0	87142.0	1907.0	1137.0
65 – 69	36808.0	35832.0	2778.0	9799.0	14740.0	4993.0	1764.0	931.0	413.0	414.0	71761.0	2003.0	976.0
70 и более	90639.0	87825.0	10105.0	20427.0	27854.0	14607.0	6621.0	3804.0	1970.0	2437.0	197384.0	2247.0	2814.0
Городские населенные пункты													
Женщины в возрасте 15 лет и более	366192.0	347499.0	72986.0	133197.0	114743.0	18511.0	4180.0	1702.0	842.0	1338.0	459252.0	1322.0	18693.0
