13. НАСЕЛЕНИЕ ОТДЕЛЬНЫХ НАЦИОНАЛЬНОСТЕЙ ПО ИСТОЧНИКАМ СРЕДСТВ К СУЩЕСТВОВАНИЮ																			
ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ																			
																			
	Численность населения соответст-вующей националь-ности	Всего указали источников средств к существова-нию	в том числе												Не указавшие источник средств к существова-нию	Из общей численности населения данной национальности указали			
Городское население	846180.0	1044574.0	381335.0	50889.0	25538.0	198164.0	37731.0	95419.0	3380.0	13308.0	1681.0	616.0	229850.0	6663.0	13618.0	633093.0	187374.0	11655.0	440.0
Русские	801334.0	1004890.0	366191.0	48718.0	24875.0	190289.0	36409.0	93366.0	3257.0	12103.0	1553.0	584.0	221634.0	5911.0	1499.0	606934.0	181179.0	11295.0	427.0
Украинцы	8744.0	10666.0	4395.0	659.0	118.0	3325.0	443.0	363.0	40.0	162.0	39.0	8.0	1054.0	60.0	5.0	6971.0	1612.0	153.0	3.0
Мордва	3053.0	3761.0	1725.0	398.0	78.0	744.0	167.0	113.0	15.0	57.0	3.0	2.0	428.0	31.0	7.0	2360.0	657.0	29.0	-
Сельское население	381730.0	559311.0	121328.0	115080.0	4367.0	134987.0	21380.0	55469.0	827.0	6111.0	414.0	180.0	94613.0	4555.0	254.0	211318.0	162637.0	7366.0	155.0
Русские	360113.0	528038.0	112577.0	108301.0	4189.0	130870.0	20417.0	52387.0	780.0	5652.0	367.0	173.0	88298.0	4027.0	173.0	199129.0	153672.0	6992.0	147.0
Украинцы	3927.0	5541.0	1742.0	1273.0	12.0	1217.0	177.0	281.0	9.0	74.0	8.0	1.0	683.0	64.0	2.0	2398.0	1441.0	83.0	3.0
Мордва	4199.0	6387.0	2041.0	1784.0	41.0	855.0	254.0	434.0	12.0	24.0	4.0	2.0	877.0	59.0	3.0	2092.0	2019.0	83.0	2.0
Смоленская область																			
Все население	1049574.0	1304787.0	441646.0	106264.0	18600.0	256506.0	46749.0	104574.0	3210.0	17870.0	1767.0	536.0	290907.0	16158.0	11895.0	780032.0	248376.0	9083.0	188.0
Русские	980073.0	1232038.0	413257.0	100125.0	17977.0	241926.0	44261.0	100941.0	3042.0	16635.0	1602.0	502.0	277312.0	14458.0	2246.0	732598.0	236425.0	8627.0	177.0
Украинцы	17362.0	20995.0	9027.0	1892.0	118.0	5334.0	718.0	670.0	58.0	230.0	43.0	7.0	2608.0	290.0	47.0	13776.0	3403.0	132.0	4.0
Белорусы	16231.0	19809.0	8527.0	1976.0	217.0	4955.0	735.0	561.0	50.0	204.0	34.0	8.0	2329.0	213.0	36.0	12733.0	3314.0	144.0	4.0
Городское население	743599.0	874851.0	339272.0	32799.0	15306.0	161271.0	29536.0	61629.0	2388.0	10856.0	1410.0	415.0	210085.0	9884.0	11618.0	594447.0	132345.0	5044.0	145.0
Русские	691513.0	825477.0	318397.0	30788.0	14812.0	150510.0	27893.0	59643.0	2276.0	10058.0	1288.0	386.0	200627.0	8799.0	2036.0	558550.0	125992.0	4798.0	137.0
Украинцы	12182.0	14125.0	6528.0	640.0	79.0	3952.0	471.0	364.0	42.0	149.0	36.0	5.0	1696.0	163.0	42.0	10232.0	1835.0	70.0	3.0
Белорусы	11762.0	13698.0	6413.0	650.0	193.0	3633.0	498.0	319.0	30.0	119.0	26.0	7.0	1677.0	133.0	34.0	9846.0	1797.0	82.0	3.0
Сельское население	305975.0	429936.0	102374.0	73465.0	3294.0	95235.0	17213.0	42945.0	822.0	7014.0	357.0	121.0	80822.0	6274.0	277.0	185585.0	116031.0	4039.0	43.0
Русские	288560.0	406561.0	94860.0	69337.0	3165.0	91416.0	16368.0	41298.0	766.0	6577.0	314.0	116.0	76685.0	5659.0	210.0	174048.0	110433.0	3829.0	40.0
Украинцы	5180.0	6870.0	2499.0	1252.0	39.0	1382.0	247.0	306.0	16.0	81.0	7.0	2.0	912.0	127.0	5.0	3544.0	1568.0	62.0	1.0
Белорусы	4469.0	6111.0	2114.0	1326.0	24.0	1322.0	237.0	242.0	20.0	85.0	8.0	1.0	652.0	80.0	2.0	2887.0	1517.0	62.0	1.0
Тамбовская область																			
Все население	1178443.0	1547527.0	421449.0	181032.0	24929.0	311586.0	56009.0	155701.0	11990.0	15977.0	1813.0	605.0	344889.0	21547.0	5042.0	813576.0	345780.0	13791.0	254.0
Русские	1136864.0	1498142.0	408206.0	174635.0	24520.0	303247.0	54581.0	151364.0	11716.0	15217.0	1704.0	578.0	332531.0	19843.0	1658.0	786184.0	335356.0	13420.0	246.0
Украинцы	10809.0	13959.0	4610.0	2374.0	68.0	3977.0	513.0	497.0	94.0	96.0	22.0	9.0	1521.0	178.0	11.0	7769.0	2898.0	130.0	1.0
Городское население	674095.0	816648.0	268886.0	28928.0	18300.0	160753.0	30923.0	75234.0	8018.0	8427.0	925.0	363.0	202783.0	13108.0	3767.0	529391.0	135667.0	5158.0	112.0
Русские	650534.0	792059.0	261246.0	28013.0	18003.0	155520.0	30127.0	73565.0	7852.0	8066.0	853.0	344.0	196282.0	12188.0	920.0	512417.0	132055.0	5037.0	105.0
Украинцы	5961.0	6959.0	2555.0	315.0	43.0	2615.0	309.0	177.0	58.0	38.0	14.0	6.0	743.0	86.0	7.0	4985.0	934.0	34.0	1.0
Сельское население	504348.0	730879.0	152563.0	152104.0	6629.0	150833.0	25086.0	80467.0	3972.0	7550.0	888.0	242.0	142106.0	8439.0	1275.0	284185.0	210113.0	8633.0	142.0
Русские	486330.0	706083.0	146960.0	146622.0	6517.0	147727.0	24454.0	77799.0	3864.0	7151.0	851.0	234.0	136249.0	7655.0	738.0	273767.0	203301.0	8383.0	141.0
Украинцы	4848.0	7000.0	2055.0	2059.0	25.0	1362.0	204.0	320.0	36.0	58.0	8.0	3.0	778.0	92.0	4.0	2784.0	1964.0	96.0	-
Тверская область																			
Все население	1471459.0	1886819.0	633454.0	169058.0	31239.0	403988.0	43339.0	170869.0	4212.0	24895.0	2617.0	922.0	373810.0	28416.0	14998.0	1044699.0	393509.0	17921.0	332.0
Русские	1361006.0	1761323.0	589341.0	155455.0	30038.0	377816.0	40652.0	162661.0	4017.0	22998.0	2284.0	853.0	350007.0	25201.0	3109.0	971969.0	368746.0	16875.0	307.0
Украинцы	22563.0	28017.0	12167.0	2632.0	209.0	7491.0	590.0	1059.0	57.0	252.0	72.0	17.0	3059.0	412.0	44.0	17279.0	4989.0	245.0	6.0
Карелы	14633.0	19905.0	5052.0	4342.0	69.0	7487.0	643.0	438.0	27.0	137.0	63.0	5.0	1116.0	526.0	21.0	9544.0	4850.0	211.0	7.0
Белорусы	8581.0	10774.0	4527.0	1125.0	80.0	3077.0	255.0	385.0	15.0	95.0	10.0	4.0	1068.0	133.0	17.0	6462.0	1994.0	108.0	-
Татары	6717.0	8278.0	3368.0	614.0	104.0	1703.0	218.0	519.0	13.0	147.0	11.0	6.0	1427.0	148.0	14.0	5196.0	1443.0	60.0	4.0
Городское население	1075746.0	1321826.0	499518.0	68113.0	26857.0	271797.0	28792.0	110876.0	3377.0	16024.0	2010.0	683.0	277276.0	16503.0	14293.0	812876.0	237020.0	11328.0	229.0
Русские	997735.0	1241819.0	467660.0	63989.0	25867.0	254852.0	27139.0	106308.0	3231.0	14851.0	1771.0	632.0	260698.0	14821.0	2619.0	759631.0	224493.0	10775.0	217.0
Украинцы	17161.0	20684.0	9533.0	1135.0	178.0	5914.0	436.0	676.0	43.0	172.0	56.0	13.0	2287.0	241.0	40.0	13735.0	3214.0	168.0	4.0
Карелы	5851.0	7262.0	2662.0	857.0	55.0	2715.0	282.0	113.0	18.0	65.0	13.0	3.0	392.0	87.0	12.0	4498.0	1262.0	76.0	3.0
Белорусы	6378.0	7731.0	3493.0	469.0	67.0	2351.0	179.0	235.0	13.0	73.0	8.0	2.0	767.0	74.0	15.0	5069.0	1220.0	74.0	-
Татары	5080.0	6030.0	2616.0	230.0	90.0	1344.0	156.0	334.0	12.0	83.0	10.0	5.0	1056.0	94.0	14.0	4148.0	875.0	40.0	3.0
Сельское население	395713.0	564993.0	133936.0	100945.0	4382.0	132191.0	14547.0	59993.0	835.0	8871.0	607.0	239.0	96534.0	11913.0	705.0	231823.0	156489.0	6593.0	103.0
Русские	363271.0	519504.0	121681.0	91466.0	4171.0	122964.0	13513.0	56353.0	786.0	8147.0	513.0	221.0	89309.0	10380.0	490.0	212338.0	144253.0	6100.0	90.0
Украинцы	5402.0	7333.0	2634.0	1497.0	31.0	1577.0	154.0	383.0	14.0	80.0	16.0	4.0	772.0	171.0	4.0	3544.0	1775.0	77.0	2.0
Карелы	8782.0	12643.0	2390.0	3485.0	14.0	4772.0	361.0	325.0	9.0	72.0	50.0	2.0	724.0	439.0	9.0	5046.0	3588.0	135.0	4.0
Белорусы	2203.0	3043.0	1034.0	656.0	13.0	726.0	76.0	150.0	2.0	22.0	2.0	2.0	301.0	59.0	2.0	1393.0	774.0	34.0	-
Татары	1637.0	2248.0	752.0	384.0	14.0	359.0	62.0	185.0	1.0	64.0	1.0	1.0	371.0	54.0	-	1048.0	568.0	20.0	1.0
Тульская область																			
Все население	1675758.0	2078555.0	711345.0	114446.0	38068.0	489681.0	62418.0	185894.0	8239.0	23495.0	2924.0	693.0	419932.0	21420.0	4312.0	1284817.0	366772.0	19246.0	611.0
Русские	1595564.0	1983961.0	680447.0	108155.0	36932.0	466400.0	59728.0	179277.0	7934.0	22277.0	2640.0	656.0	400558.0	18957.0	1926.0	1223058.0	351436.0	18557.0	587.0
Украинцы	22260.0	26998.0	9489.0	1980.0	175.0	10295.0	870.0	1083.0	109.0	240.0	71.0	10.0	2423.0	253.0	12.0	17768.0	4226.0	238.0	16.0
Татары	8968.0	10884.0	3898.0	528.0	174.0	2979.0	439.0	832.0	54.0	126.0	25.0	5.0	1695.0	129.0	11.0	7129.0	1729.0	99.0	-
Белорусы	5974.0	7187.0	2444.0	504.0	39.0	3015.0	265.0	225.0	17.0	56.0	18.0	2.0	542.0	60.0	2.0	4825.0	1082.0	62.0	3.0
Немцы	4689.0	5931.0	2011.0	354.0	98.0	1803.0	167.0	560.0	22.0	38.0	13.0	-	799.0	66.0	2.0	3504.0	1123.0	59.0	1.0
Городское население	1366818.0	1645015.0	605848.0	46881.0	32781.0	390739.0	48335.0	135868.0	7063.0	19724.0	2430.0	575.0	338635.0	16136.0	4127.0	1093435.0	256601.0	12252.0	403.0
Русские	1304393.0	1574439.0	581795.0	44598.0	31860.0	370917.0	46302.0	131747.0	6812.0	18633.0	2212.0	547.0	324740.0	14276.0	1765.0	1043431.0	246981.0	11828.0	388.0
Украинцы	17614.0	20710.0	7478.0	785.0	129.0	8730.0	673.0	705.0	91.0	209.0	59.0	9.0	1667.0	175.0	10.0	14677.0	2757.0	161.0	9.0
Татары	7785.0	9282.0	3352.0	311.0	157.0	2710.0	371.0	679.0	51.0	106.0	23.0	4.0	1415.0	103.0	11.0	6339.0	1362.0	73.0	-
Белорусы	4953.0	5818.0	1998.0	250.0	24.0	2641.0	225.0	150.0	14.0	47.0	14.0	2.0	410.0	43.0	2.0	4130.0	777.0	42.0	2.0
Немцы	3746.0	4596.0	1594.0	147.0	70.0	1576.0	138.0	410.0	19.0	35.0	8.0	-	558.0	41.0	2.0	2928.0	781.0	34.0	1.0
Сельское население	308940.0	433540.0	105497.0	67565.0	5287.0	98942.0	14083.0	50026.0	1176.0	3771.0	494.0	118.0	81297.0	5284.0	185.0	191382.0	110171.0	6994.0	208.0
Русские	291171.0	409522.0	98652.0	63557.0	5072.0	95483.0	13426.0	47530.0	1122.0	3644.0	428.0	109.0	75818.0	4681.0	161.0	179627.0	104455.0	6729.0	199.0
Украинцы	4646.0	6288.0	2011.0	1195.0	46.0	1565.0	197.0	378.0	18.0	31.0	12.0	1.0	756.0	78.0	2.0	3091.0	1469.0	77.0	7.0
Татары	1183.0	1602.0	546.0	217.0	17.0	269.0	68.0	153.0	3.0	20.0	2.0	1.0	280.0	26.0	-	790.0	367.0	26.0	-
Белорусы	1021.0	1369.0	446.0	254.0	15.0	374.0	40.0	75.0	3.0	9.0	4.0	-	132.0	17.0	-	695.0	305.0	20.0	1.0
Немцы	943.0	1335.0	417.0	207.0	28.0	227.0	29.0	150.0	3.0	3.0	5.0	-	241.0	25.0	-	576.0	342.0	25.0	-
Ярославская область																			
Все население	1367398.0	1806106.0	637827.0	220114.0	34371.0	349537.0	47319.0	120368.0	9096.0	22658.0	3035.0	1062.0	353737.0	6982.0	11992.0	930910.0	398878.0	25047.0	571.0
Русские	1301130.0	1733452.0	610977.0	212217.0	33704.0	337208.0	45649.0	116657.0	8730.0	21191.0	2657.0	996.0	337187.0	6279.0	3004.0	888108.0	385280.0	24181.0	557.0
Украинцы	13155.0	17290.0	7376.0	2359.0	125.0	4459.0	452.0	457.0	104.0	226.0	51.0	12.0	1601.0	68.0	12.0	9300.0	3547.0	289.0	7.0
Татары	6175.0	7727.0	3209.0	800.0	83.0	1923.0	248.0	219.0	38.0	165.0	35.0	9.0	969.0	29.0	7.0	4701.0	1376.0	90.0	1.0
Городское население	1106805.0	1398998.0	537187.0	118976.0	30188.0	270205.0	35387.0	85213.0	6725.0	19157.0	2664.0	930.0	287351.0	5015.0	11637.0	809721.0	267487.0	17546.0	414.0
Русские	1051328.0	1342006.0	514958.0	114758.0	29606.0	259847.0	34102.0	82758.0	6493.0	17763.0	2319.0	875.0	274080.0	4447.0	2850.0	772722.0	258395.0	16957.0	404.0
Украинцы	10624.0	13508.0	6077.0	1367.0	103.0	3730.0	357.0	293.0	66.0	212.0	46.0	11.0	1196.0	50.0	7.0	7957.0	2435.0	220.0	5.0
Татары	5397.0	6613.0	2812.0	532.0	76.0	1715.0	213.0	174.0	30.0	155.0	32.0	9.0	843.0	22.0	7.0	4237.0	1084.0	68.0	1.0
Сельское население	260593.0	407108.0	100640.0	101138.0	4183.0	79332.0	11932.0	35155.0	2371.0	3501.0	371.0	132.0	66386.0	1967.0	355.0	121189.0	131391.0	7501.0	157.0
Русские	249802.0	391446.0	96019.0	97459.0	4098.0	77361.0	11547.0	33899.0	2237.0	3428.0	338.0	121.0	63107.0	1832.0	154.0	115386.0	126885.0	7224.0	153.0
Украинцы	2531.0	3782.0	1299.0	992.0	22.0	729.0	95.0	164.0	38.0	14.0	5.0	1.0	405.0	18.0	5.0	1343.0	1112.0	69.0	2.0
Татары	778.0	1114.0	397.0	268.0	7.0	208.0	35.0	45.0	8.0	10.0	3.0	-	126.0	7.0	-	464.0	292.0	22.0	-
г. Москва																			
Городское население	10382754.0	10983543.0	5124177.0	52980.0	274787.0	2051409.0	339589.0	273070.0	25491.0	69093.0	45996.0	11673.0	2363761.0	351517.0	411894.0	8990845.0	949483.0	28793.0	1739.0
Русские	8808009.0	9642998.0	4415544.0	45969.0	249338.0	1860098.0	307520.0	251570.0	22940.0	60416.0	37542.0	9970.0	2123465.0	258626.0	68166.0	7865035.0	848102.0	25332.0	1374.0
Украинцы	253644.0	274786.0	160430.0	1827.0	3060.0	53118.0	7514.0	2315.0	539.0	1335.0	1390.0	293.0	25870.0	17095.0	1849.0	229541.0	21555.0	670.0	29.0
Татары	166083.0	179443.0	87674.0	698.0	3724.0	29702.0	6477.0	4683.0	491.0	981.0	771.0	150.0	38956.0	5136.0	1195.0	150762.0	13715.0	396.0	15.0
Армяне	124425.0	132800.0	63645.0	486.0	2320.0	13218.0	2187.0	2784.0	173.0	669.0	979.0	168.0	38314.0	7857.0	1220.0	113865.0	9100.0	228.0	12.0
Азербайджанцы	95563.0	100140.0	55021.0	544.0	731.0	2182.0	715.0	2040.0	176.0	322.0	654.0	155.0	23205.0	14395.0	1017.0	89076.0	5352.0	113.0	5.0
Евреи	79359.0	91509.0	36640.0	393.0	1414.0	35070.0	4676.0	862.0	134.0	447.0	789.0	178.0	9272.0	1634.0	504.0	66743.0	11636.0	428.0	48.0
Белорусы	59353.0	64872.0	35959.0	412.0	783.0	14982.0	2199.0	610.0	151.0	379.0	316.0	51.0	6339.0	2691.0	335.0	53365.0	5468.0	172.0	13.0
Грузины	54387.0	57506.0	31186.0	298.0	964.0	4301.0	879.0	1041.0	104.0	210.0	479.0	108.0	13799.0	4137.0	550.0	50263.0	3482.0	90.0	2.0
Узбеки	24312.0	25842.0	14685.0	153.0	322.0	808.0	194.0	302.0	49.0	91.0	182.0	39.0	3285.0	5732.0	214.0	22397.0	1662.0	36.0	3.0
Мордва	23387.0	25070.0	14993.0	126.0	285.0	3775.0	1059.0	499.0	89.0	132.0	78.0	21.0	3246.0	767.0	129.0	21494.0	1721.0	41.0	2.0
Чуваши	16011.0	17362.0	9915.0	79.0	378.0	2613.0	552.0	357.0	59.0	152.0	91.0	11.0	2436.0	719.0	117.0	14477.0	1369.0	45.0	3.0
Чеченцы	14465.0	15534.0	6020.0	58.0	389.0	750.0	172.0	655.0	34.0	105.0	147.0	21.0	6141.0	1042.0	244.0	12963.0	1205.0	51.0	2.0
Осетины	10561.0	11576.0	5459.0	47.0	403.0	1492.0	211.0	275.0	26.0	70.0	81.0	9.0	3101.0	402.0	94.0	9393.0	1042.0	29.0	3.0
Корейцы	8630.0	9343.0	4474.0	30.0	398.0	890.0	123.0	170.0	10.0	70.0	85.0	5.0	2842.0	246.0	55.0	7839.0	706.0	29.0	1.0
Казахи	7997.0	8739.0	4850.0	48.0	336.0	564.0	120.0	219.0	20.0	89.0	86.0	8.0	1797.0	602.0	55.0	7194.0	703.0	41.0	4.0
Башкиры	5941.0	6466.0	3566.0	34.0	254.0	761.0	159.0	106.0	21.0	51.0	22.0	4.0	1231.0	257.0	34.0	5376.0	503.0	28.0	-
Северо-Западный федеральный округ																			
Республика Карелия																			
Все население	716281.0	928762.0	326410.0	57800.0	18701.0	187641.0	18562.0	75257.0	9657.0	11206.0	1689.0	613.0	208427.0	12799.0	4705.0	509263.0	187746.0	14270.0	297.0
Карелы	65651.0	88331.0	29027.0	8868.0	1399.0	21289.0	1967.0	6821.0	1086.0	953.0	145.0	70.0	15260.0	1446.0	22.0	44428.0	19721.0	1460.0	20.0
Русские	548941.0	717712.0	251166.0	39319.0	16125.0	130359.0	13806.0	63527.0	7240.0	8672.0	1183.0	467.0	176487.0	9361.0	199.0	391321.0	146121.0	11055.0	245.0
Белорусы	37681.0	47362.0	16876.0	4351.0	258.0	16648.0	1159.0	1428.0	628.0	573.0	135.0	25.0	4478.0	803.0	15.0	28638.0	8367.0	654.0	7.0
Украинцы	19248.0	24700.0	10618.0	2007.0	212.0	6833.0	501.0	792.0	262.0	244.0	78.0	13.0	2793.0	347.0	11.0	14188.0	4640.0	404.0	5.0
Финны	14156.0	18067.0	6364.0	1196.0	333.0	5005.0	399.0	1027.0	151.0	190.0	50.0	18.0	3084.0	250.0	4.0	10523.0	3350.0	272.0	7.0
Вепсы	4870.0	6285.0	2054.0	462.0	125.0	2046.0	159.0	354.0	47.0	42.0	4.0	7.0	900.0	85.0	1.0	3554.0	1217.0	95.0	3.0
Городское население	537395.0	682286.0	259123.0	30963.0	17321.0	133749.0	12258.0	49080.0	5054.0	8130.0	1294.0	474.0	158229.0	6611.0	4551.0	394294.0	127903.0	10410.0	237.0
Карелы	35689.0	45924.0	17824.0	2703.0	1172.0	10679.0	942.0	2883.0	434.0	534.0	74.0	41.0	8175.0	463.0	12.0	26200.0	8719.0	747.0	11.0
Русские	431993.0	555007.0	207234.0	23516.0	15091.0	101055.0	9654.0	43207.0	4061.0	6503.0	975.0	378.0	138084.0	5249.0	136.0	317574.0	105621.0	8461.0	201.0
Белорусы	21056.0	26060.0	10917.0	1767.0	223.0	8528.0	573.0	657.0	223.0	342.0	66.0	18.0	2469.0	277.0	9.0	16412.0	4260.0	372.0	3.0
Украинцы	14085.0	17804.0	8294.0	1105.0	192.0	4943.0	314.0	475.0	111.0	166.0	57.0	7.0	1957.0	183.0	7.0	10654.0	3126.0	294.0	4.0
Финны	10787.0	13662.0	5104.0	780.0	301.0	3654.0	281.0	728.0	86.0	122.0	43.0	15.0	2420.0	128.0	2.0	8141.0	2418.0	219.0	7.0
Вепсы	3238.0	4164.0	1501.0	268.0	116.0	1319.0	94.0	183.0	18.0	23.0	2.0	3.0	606.0	31.0	1.0	2390.0	770.0	74.0	3.0
Сельское население	178886.0	246476.0	67287.0	26837.0	1380.0	53892.0	6304.0	26177.0	4603.0	3076.0	395.0	139.0	50198.0	6188.0	154.0	114969.0	59843.0	3860.0	60.0
Карелы	29962.0	42407.0	11203.0	6165.0	227.0	10610.0	1025.0	3938.0	652.0	419.0	71.0	29.0	7085.0	983.0	10.0	18228.0	11002.0	713.0	9.0
Русские	116948.0	162705.0	43932.0	15803.0	1034.0	29304.0	4152.0	20320.0	3179.0	2169.0	208.0	89.0	38403.0	4112.0	63.0	73747.0	40500.0	2594.0	44.0
Белорусы	16625.0	21302.0	5959.0	2584.0	35.0	8120.0	586.0	771.0	405.0	231.0	69.0	7.0	2009.0	526.0	6.0	12226.0	4107.0	282.0	4.0
Украинцы	5163.0	6896.0	2324.0	902.0	20.0	1890.0	187.0	317.0	151.0	78.0	21.0	6.0	836.0	164.0	4.0	3534.0	1514.0	110.0	1.0
Финны	3369.0	4405.0	1260.0	416.0	32.0	1351.0	118.0	299.0	65.0	68.0	7.0	3.0	664.0	122.0	2.0	2382.0	932.0	53.0	-
Вепсы	1632.0	2121.0	553.0	194.0	9.0	727.0	65.0	171.0	29.0	19.0	2.0	4.0	294.0	54.0	-	1164.0	447.0	21.0	-
Республика Коми																			
Все население	1018674.0	1303852.0	478816.0	108228.0	24369.0	210590.0	32127.0	77644.0	11762.0	27691.0	2420.0	653.0	312748.0	16804.0	4392.0	744372.0	250772.0	18628.0	510.0
Коми	256464.0	368396.0	109822.0	61525.0	5669.0	65035.0	10272.0	29775.0	4731.0	4487.0	486.0	192.0	71104.0	5298.0	111.0	152857.0	95165.0	8120.0	211.0
Русские	607021.0	753668.0	284790.0	37903.0	16690.0	111194.0	16996.0	42570.0	5591.0	19325.0	1464.0	351.0	207929.0	8865.0	487.0	468755.0	128684.0	8841.0	254.0
Украинцы	62115.0	74912.0	35994.0	3702.0	683.0	16603.0	1982.0	1908.0	605.0	1121.0	192.0	40.0	11179.0	903.0	43.0	49955.0	11409.0	694.0	14.0
Татары	15680.0	18127.0	8745.0	436.0	269.0	2414.0	488.0	487.0	137.0	431.0	59.0	17.0	4418.0	226.0	11.0	13347.0	2188.0	132.0	2.0
Белорусы	15212.0	18495.0	8461.0	1020.0	167.0	4653.0	546.0	487.0	158.0	287.0	39.0	15.0	2409.0	253.0	5.0	12104.0	2924.0	173.0	6.0
Немцы	9246.0	11662.0	4785.0	905.0	229.0	2502.0	299.0	415.0	72.0	146.0	26.0	2.0	2126.0	155.0	7.0	6991.0	2080.0	161.0	7.0
Чуваши	7529.0	9168.0	4579.0	537.0	92.0	1881.0	227.0	202.0	59.0	117.0	11.0	5.0	1350.0	108.0	-	5974.0	1472.0	82.0	1.0
Ненцы	708.0	1046.0	216.0	154.0	7.0	114.0	15.0	182.0	4.0	35.0	3.0	-	293.0	23.0	-	409.0	260.0	39.0	-
Ханты	88.0	102.0	43.0	4.0	1.0	10.0	2.0	4.0	2.0	10.0	-	-	25.0	1.0	-	74.0	14.0	-	-
Городское население	766587.0	910375.0	380859.0	26918.0	21741.0	150772.0	22658.0	36086.0	5420.0	18092.0	2000.0	542.0	234330.0	10957.0	4245.0	623174.0	130558.0	8365.0	245.0
Коми	118541.0	146635.0	59151.0	7895.0	4331.0	29907.0	4545.0	5851.0	985.0	2756.0	286.0	132.0	28911.0	1885.0	65.0	92468.0	23923.0	2022.0	63.0
Русские	514346.0	612074.0	247836.0	15121.0	15519.0	92722.0	13944.0	26465.0	3485.0	12627.0	1287.0	308.0	175844.0	6916.0	464.0	421249.0	87235.0	5243.0	155.0
Украинцы	53336.0	62714.0	31719.0	1676.0	643.0	13703.0	1704.0	1398.0	416.0	826.0	172.0	35.0	9703.0	719.0	42.0	44355.0	8470.0	458.0	11.0
Татары	14437.0	16382.0	8113.0	195.0	255.0	2127.0	451.0	398.0	108.0	282.0	58.0	16.0	4174.0	205.0	11.0	12573.0	1752.0	99.0	2.0
Белорусы	12908.0	15282.0	7429.0	489.0	162.0	3819.0	458.0	328.0	92.0	219.0	36.0	14.0	2033.0	203.0	5.0	10640.0	2150.0	110.0	3.0
Немцы	7294.0	8775.0	3869.0	331.0	212.0	1844.0	229.0	242.0	37.0	110.0	22.0	2.0	1750.0	127.0	7.0	5901.0	1287.0	96.0	3.0
Чуваши	6547.0	7753.0	4094.0	264.0	86.0	1557.0	198.0	154.0	42.0	68.0	6.0	5.0	1188.0	91.0	-	5405.0	1079.0	62.0	1.0
Ненцы	624.0	925.0	181.0	130.0	7.0	91.0	12.0	174.0	1.0	31.0	3.0	-	280.0	15.0	-	358.0	231.0	35.0	-
Ханты	80.0	90.0	40.0	1.0	1.0	8.0	2.0	4.0	-	8.0	-	-	25.0	1.0	-	70.0	10.0	-	-
Сельское население	252087.0	393477.0	97957.0	81310.0	2628.0	59818.0	9469.0	41558.0	6342.0	9599.0	420.0	111.0	78418.0	5847.0	147.0	121198.0	120214.0	10263.0	265.0
Коми	137923.0	221761.0	50671.0	53630.0	1338.0	35128.0	5727.0	23924.0	3746.0	1731.0	200.0	60.0	42193.0	3413.0	46.0	60389.0	71242.0	6098.0	148.0
Русские	92675.0	141594.0	36954.0	22782.0	1171.0	18472.0	3052.0	16105.0	2106.0	6698.0	177.0	43.0	32085.0	1949.0	23.0	47506.0	41449.0	3598.0	99.0
Украинцы	8779.0	12198.0	4275.0	2026.0	40.0	2900.0	278.0	510.0	189.0	295.0	20.0	5.0	1476.0	184.0	1.0	5600.0	2939.0	236.0	3.0
Татары	1243.0	1745.0	632.0	241.0	14.0	287.0	37.0	89.0	29.0	149.0	1.0	1.0	244.0	21.0	-	774.0	436.0	33.0	-
Белорусы	2304.0	3213.0	1032.0	531.0	5.0	834.0	88.0	159.0	66.0	68.0	3.0	1.0	376.0	50.0	-	1464.0	774.0	63.0	3.0
Немцы	1952.0	2887.0	916.0	574.0	17.0	658.0	70.0	173.0	35.0	36.0	4.0	-	376.0	28.0	-	1090.0	793.0	65.0	4.0
Чуваши	982.0	1415.0	485.0	273.0	6.0	324.0	29.0	48.0	17.0	49.0	5.0	-	162.0	17.0	-	569.0	393.0	20.0	-
Ненцы	84.0	121.0	35.0	24.0	-	23.0	3.0	8.0	3.0	4.0	-	-	13.0	8.0	-	51.0	29.0	4.0	-
Ханты	8.0	12.0	3.0	3.0	-	2.0	-	-	2.0	2.0	-	-	-	-	-	4.0	4.0	-	-
Архангельская область																			
Все население	1336539.0	1820594.0	605491.0	153811.0	33234.0	345668.0	35941.0	190962.0	16499.0	24014.0	2439.0	793.0	394404.0	17338.0	1668.0	881179.0	422297.0	30767.0	628.0
Русские	1258938.0	1721947.0	566494.0	146370.0	32663.0	321820.0	33895.0	184585.0	15472.0	22313.0	2258.0	741.0	379330.0	16006.0	384.0	825688.0	402955.0	29303.0	608.0
