2. ЧАСТНЫЕ ДОМОХОЗЯЙСТВА, ПРОЖИВАЮЩИЕ В ИНДИВИДУАЛЬНЫХ ДОМАХ, ОТДЕЛЬНЫХ И КОММУНАЛЬНЫХ КВАРТИРАХ, ПО ТИПАМ ЖИЛЫХ ПОМЕЩЕНИЙ, ЧИСЛУ ЗАНИМАЕМЫХ КОМНАТ И РАЗМЕРУ ДОМОХОЗЯЙСТВ								
								
	Всего частных домохозяйств	в том числе домохозяйства, состоящие из						Средний размер домохозяйства, человек
1 комнату	92626.0	40757.0	27877.0	16929.0	5874.0	1189.0	6355.0	1.9
2 комнаты	188620.0	34399.0	61071.0	55671.0	28061.0	9418.0	50042.0	2.6
3 комнаты	122608.0	9903.0	26639.0	37398.0	32752.0	15916.0	86323.0	3.2
4 и более комнат 	27853.0	1880.0	4810.0	7135.0	7879.0	6149.0	34655.0	3.6
не указавшие число комнат	4241.0	1374.0	1251.0	948.0	494.0	174.0	1023.0	2.3
в коммунальных квартирах	11636.0	3194.0	2984.0	2730.0	1698.0	1030.0	5890.0	2.6
в них занимают:								
часть комнаты	163.0	86.0	35.0	26.0	10.0	6.0	36.0	1.9
1 комнату	4032.0	1866.0	1106.0	695.0	255.0	110.0	629.0	1.9
2 комнаты	3564.0	683.0	1009.0	1041.0	561.0	270.0	1505.0	2.7
3 комнаты	1920.0	233.0	428.0	520.0	453.0	286.0	1622.0	3.2
4 и более комнат 	1041.0	105.0	165.0	237.0	262.0	272.0	1570.0	3.6
не указавшие число комнат	916.0	221.0	241.0	211.0	157.0	86.0	528.0	2.7
Частные домохозяйства, снимающие жилые помещения у отдельных граждан	22419.0	4726.0	6362.0	6414.0	3312.0	1605.0	9031.0	2.6
Городские населенные пункты								
Частные домохозяйства (без снимающих жилые помещения у отдельных граждан)	498682.0	103297.0	139237.0	132034.0	83942.0	40172.0	219371.0	2.7
в том числе проживают:								
в индивидуальных домах	115019.0	24567.0	31548.0	27287.0	19650.0	11967.0	66534.0	2.7
в них занимают:								
1 комнату	9836.0	4259.0	2679.0	1729.0	851.0	318.0	1734.0	2.0
2 комнаты	26918.0	8363.0	8336.0	5581.0	3250.0	1388.0	7666.0	2.3
3 комнаты	33407.0	6171.0	9643.0	8788.0	5801.0	3004.0	16494.0	2.7
4 и более комнат	44225.0	5514.0	10740.0	11089.0	9681.0	7201.0	40325.0	3.2
не указавшие число комнат	633.0	260.0	150.0	100.0	67.0	56.0	315.0	2.3
в отдельных квартирах	373068.0	75770.0	104976.0	102267.0	62777.0	27278.0	147566.0	2.7
в них занимают:								
часть комнаты	454.0	339.0	80.0	27.0	5.0	3.0	18.0	1.4
1 комнату	80923.0	35672.0	24743.0	14868.0	4809.0	831.0	4403.0	1.9
2 комнаты	165655.0	29396.0	54117.0	49816.0	24228.0	8098.0	42844.0	2.6
3 комнаты	101029.0	7638.0	21413.0	31338.0	27423.0	13217.0	71444.0	3.2
4 и более комнат 	21010.0	1407.0	3434.0	5330.0	5861.0	4978.0	28019.0	3.6
не указавшие число комнат	3997.0	1318.0	1189.0	888.0	451.0	151.0	838.0	2.3
в коммунальных квартирах	10595.0	2960.0	2713.0	2480.0	1515.0	927.0	5271.0	2.6
в них занимают:								
часть комнаты	143.0	76.0	31.0	23.0	7.0	6.0	36.0	1.9
1 комнату	3766.0	1759.0	1034.0	643.0	234.0	96.0	523.0	1.9
2 комнаты	3281.0	625.0	931.0	962.0	512.0	251.0	1394.0	2.7
3 комнаты	1733.0	215.0	382.0	473.0	404.0	259.0	1472.0	3.2
4 и более комнат 	935.0	96.0	145.0	207.0	238.0	249.0	1441.0	3.6
не указавшие число комнат	737.0	189.0	190.0	172.0	120.0	66.0	405.0	2.7
Частные домохозяйства, снимающие жилые помещения у отдельных граждан	17894.0	3760.0	5285.0	5218.0	2494.0	1137.0	6303.0	2.6
Сельские населенные пункты								
Частные домохозяйства (без снимающих жилые помещения у отдельных граждан)	350077.0	96218.0	105147.0	66984.0	51611.0	30117.0	167735.0	2.5
в том числе проживают:								
в индивидуальных домах	285692.0	83095.0	88122.0	50892.0	39140.0	24443.0	136266.0	2.5
в них занимают:								
1 комнату	37929.0	19729.0	10526.0	4086.0	2324.0	1264.0	7038.0	1.8
2 комнаты	106633.0	38854.0	36807.0	15498.0	9925.0	5549.0	30883.0	2.2
3 комнаты	70682.0	14562.0	22036.0	15085.0	11888.0	7111.0	39336.0	2.7
4 и более комнат	69968.0	9804.0	18637.0	16130.0	14931.0	10466.0	58713.0	3.1
не указавшие число комнат	480.0	146.0	116.0	93.0	72.0	53.0	296.0	2.6
в отдельных квартирах	63344.0	12889.0	16754.0	15842.0	12288.0	5571.0	30850.0	2.7
в них занимают:								
часть комнаты	10.0	7.0	2.0	1.0	-	-	-	1.4
1 комнату	11703.0	5085.0	3134.0	2061.0	1065.0	358.0	1952.0	2.0
2 комнаты	22965.0	5003.0	6954.0	5855.0	3833.0	1320.0	7198.0	2.6
3 комнаты	21579.0	2265.0	5226.0	6060.0	5329.0	2699.0	14879.0	3.1
4 и более комнат 	6843.0	473.0	1376.0	1805.0	2018.0	1171.0	6636.0	3.4
не указавшие число комнат	244.0	56.0	62.0	60.0	43.0	23.0	185.0	2.9
в коммунальных квартирах	1041.0	234.0	271.0	250.0	183.0	103.0	619.0	2.8
в них занимают:								
часть комнаты	20.0	10.0	4.0	3.0	3.0	-	-	2.0
1 комнату	266.0	107.0	72.0	52.0	21.0	14.0	106.0	2.2
2 комнаты	283.0	58.0	78.0	79.0	49.0	19.0	111.0	2.7
3 комнаты	187.0	18.0	46.0	47.0	49.0	27.0	150.0	3.2
4 и более комнат 	106.0	9.0	20.0	30.0	24.0	23.0	129.0	3.4
не указавшие число комнат	179.0	32.0	51.0	39.0	37.0	20.0	123.0	2.9
Частные домохозяйства, снимающие жилые помещения у отдельных граждан	4525.0	966.0	1077.0	1196.0	818.0	468.0	2728.0	2.8
Ивановская область								
Городские и сельские населенные пункты								
Частные домохозяйства (без снимающих жилые помещения у отдельных граждан)	438168.0	115073.0	134255.0	104210.0	61381.0	23249.0	126172.0	2.4
в том числе проживают:								
в индивидуальных домах	123404.0	38138.0	39940.0	22812.0	15334.0	7180.0	39760.0	2.3
в них занимают:								
1 комнату	34304.0	15776.0	11359.0	4307.0	2063.0	799.0	4408.0	1.9
2 комнаты	49607.0	15530.0	17495.0	9051.0	5356.0	2175.0	11860.0	2.2
3 комнаты	29616.0	5285.0	8692.0	7189.0	5775.0	2675.0	14699.0	2.8
4 и более комнат	8916.0	1261.0	2156.0	2099.0	2009.0	1391.0	7914.0	3.1
не указавшие число комнат	961.0	286.0	238.0	166.0	131.0	140.0	879.0	2.8
в отдельных квартирах	305783.0	73270.0	91886.0	79661.0	45236.0	15730.0	84554.0	2.5
в них занимают:								
часть комнаты	215.0	136.0	46.0	24.0	6.0	3.0	16.0	1.6
1 комнату	63568.0	29968.0	18836.0	10934.0	3288.0	542.0	2860.0	1.8
2 комнаты	151344.0	31936.0	50713.0	42276.0	20911.0	5508.0	29110.0	2.5
3 комнаты	69303.0	6376.0	16953.0	21453.0	17125.0	7396.0	39841.0	3.1
4 и более комнат 	11596.0	905.0	2436.0	3252.0	3076.0	1927.0	10733.0	3.3
не указавшие число комнат	9757.0	3949.0	2902.0	1722.0	830.0	354.0	1994.0	2.1
в коммунальных квартирах	8981.0	3665.0	2429.0	1737.0	811.0	339.0	1858.0	2.1
в них занимают:								
часть комнаты	110.0	67.0	23.0	11.0	4.0	5.0	33.0	1.8
1 комнату	5222.0	2757.0	1369.0	778.0	234.0	84.0	455.0	1.8
2 комнаты	2649.0	602.0	778.0	712.0	403.0	154.0	829.0	2.5
3 комнаты	385.0	51.0	86.0	112.0	88.0	48.0	270.0	3.1
4 и более комнат 	60.0	4.0	10.0	14.0	15.0	17.0	102.0	3.8
не указавшие число комнат	555.0	184.0	163.0	110.0	67.0	31.0	169.0	2.3
Частные домохозяйства, снимающие жилые помещения у отдельных граждан	10322.0	2411.0	3150.0	3053.0	1267.0	441.0	2441.0	2.5
Городские населенные пункты								
Частные домохозяйства (без снимающих жилые помещения у отдельных граждан)	359902.0	92538.0	110390.0	88698.0	49845.0	18431.0	99531.0	2.4
в том числе проживают:								
в индивидуальных домах	80217.0	22997.0	25490.0	16298.0	10629.0	4803.0	26408.0	2.4
в них занимают:								
1 комнату	18928.0	8255.0	6012.0	2848.0	1364.0	449.0	2445.0	1.9
2 комнаты	32251.0	9443.0	11257.0	6484.0	3693.0	1374.0	7420.0	2.3
3 комнаты	20854.0	4002.0	6259.0	5087.0	3785.0	1721.0	9392.0	2.7
4 и более комнат	7293.0	1040.0	1742.0	1722.0	1660.0	1129.0	6349.0	3.1
не указавшие число комнат	891.0	257.0	220.0	157.0	127.0	130.0	802.0	2.8
в отдельных квартирах	270903.0	65947.0	82527.0	70707.0	38429.0	13293.0	71287.0	2.5
в них занимают:								
часть комнаты	195.0	122.0	43.0	23.0	5.0	2.0	11.0	1.6
1 комнату	56810.0	26861.0	16948.0	9767.0	2806.0	428.0	2264.0	1.8
2 комнаты	135184.0	28766.0	45922.0	37842.0	17983.0	4671.0	24588.0	2.4
3 комнаты	58901.0	5483.0	14576.0	18498.0	14185.0	6159.0	33084.0	3.1
4 и более комнат 	10163.0	809.0	2168.0	2869.0	2631.0	1686.0	9383.0	3.3
не указавшие число комнат	9650.0	3906.0	2870.0	1708.0	819.0	347.0	1957.0	2.1
в коммунальных квартирах	8782.0	3594.0	2373.0	1693.0	787.0	335.0	1836.0	2.1
в них занимают:								
часть комнаты	106.0	66.0	21.0	11.0	3.0	5.0	33.0	1.8
1 комнату	5133.0	2707.0	1350.0	763.0	229.0	84.0	455.0	1.8
2 комнаты	2614.0	595.0	768.0	702.0	396.0	153.0	823.0	2.5
3 комнаты	374.0	50.0	82.0	110.0	84.0	48.0	270.0	3.1
4 и более комнат 	56.0	3.0	10.0	13.0	14.0	16.0	97.0	3.8
не указавшие число комнат	499.0	173.0	142.0	94.0	61.0	29.0	158.0	2.3
Частные домохозяйства, снимающие жилые помещения у отдельных граждан	9312.0	2183.0	2883.0	2776.0	1102.0	368.0	2010.0	2.4
Сельские населенные пункты								
Частные домохозяйства (без снимающих жилые помещения у отдельных граждан)	78266.0	22535.0	23865.0	15512.0	11536.0	4818.0	26641.0	2.4
в том числе проживают:								
в индивидуальных домах	43187.0	15141.0	14450.0	6514.0	4705.0	2377.0	13352.0	2.2
в них занимают:								
1 комнату	15376.0	7521.0	5347.0	1459.0	699.0	350.0	1963.0	1.8
2 комнаты	17356.0	6087.0	6238.0	2567.0	1663.0	801.0	4440.0	2.2
3 комнаты	8762.0	1283.0	2433.0	2102.0	1990.0	954.0	5307.0	2.9
4 и более комнат	1623.0	221.0	414.0	377.0	349.0	262.0	1565.0	3.2
не указавшие число комнат	70.0	29.0	18.0	9.0	4.0	10.0	77.0	2.6
в отдельных квартирах	34880.0	7323.0	9359.0	8954.0	6807.0	2437.0	13267.0	2.7
в них занимают:								
часть комнаты	20.0	14.0	3.0	1.0	1.0	1.0	5.0	1.6
1 комнату	6758.0	3107.0	1888.0	1167.0	482.0	114.0	596.0	1.9
2 комнаты	16160.0	3170.0	4791.0	4434.0	2928.0	837.0	4522.0	2.6
3 комнаты	10402.0	893.0	2377.0	2955.0	2940.0	1237.0	6757.0	3.2
4 и более комнат 	1433.0	96.0	268.0	383.0	445.0	241.0	1350.0	3.4
не указавшие число комнат	107.0	43.0	32.0	14.0	11.0	7.0	37.0	2.1
в коммунальных квартирах	199.0	71.0	56.0	44.0	24.0	4.0	22.0	2.2
в них занимают:								
часть комнаты	4.0	1.0	2.0	-	1.0	-	-	2.2
1 комнату	89.0	50.0	19.0	15.0	5.0	-	-	1.7
2 комнаты	35.0	7.0	10.0	10.0	7.0	1.0	6.0	2.6
3 комнаты	11.0	1.0	4.0	2.0	4.0	-	-	2.8
4 и более комнат 	4.0	1.0	-	1.0	1.0	1.0	5.0	3.2
не указавшие число комнат	56.0	11.0	21.0	16.0	6.0	2.0	11.0	2.4
Частные домохозяйства, снимающие жилые помещения у отдельных граждан	1010.0	228.0	267.0	277.0	165.0	73.0	431.0	2.7
Калужская область								
Городские и сельские населенные пункты								
Частные домохозяйства (без снимающих жилые помещения у отдельных граждан)	370267.0	87457.0	107996.0	88163.0	59022.0	27629.0	152239.0	2.6
в том числе проживают:								
в индивидуальных домах	82587.0	29425.0	26638.0	11863.0	8696.0	5965.0	34217.0	2.3
в них занимают:								
1 комнату	21229.0	10662.0	6852.0	1986.0	1092.0	637.0	3683.0	1.8
2 комнаты	32113.0	12650.0	11422.0	4066.0	2431.0	1544.0	8756.0	2.1
3 комнаты	20426.0	4694.0	6164.0	4068.0	3305.0	2195.0	12364.0	2.7
4 и более комнат	8683.0	1373.0	2164.0	1722.0	1839.0	1585.0	9346.0	3.2
не указавшие число комнат	136.0	46.0	36.0	21.0	29.0	4.0	68.0	2.7
в отдельных квартирах	283565.0	56628.0	80294.0	75349.0	49813.0	21481.0	117010.0	2.7
в них занимают:								
часть комнаты	199.0	101.0	48.0	34.0	11.0	5.0	27.0	1.9
1 комнату	62431.0	26404.0	18881.0	11830.0	4332.0	984.0	5284.0	2.0
2 комнаты	128226.0	22583.0	41395.0	37026.0	20644.0	6578.0	35146.0	2.6
3 комнаты	79679.0	6550.0	17566.0	23172.0	21343.0	11048.0	60359.0	3.2
4 и более комнат 	12273.0	752.0	2181.0	3143.0	3391.0	2806.0	15821.0	3.6
не указавшие число комнат	757.0	238.0	223.0	144.0	92.0	60.0	373.0	2.5
в коммунальных квартирах	4115.0	1404.0	1064.0	951.0	513.0	183.0	1012.0	2.3
в них занимают:								
часть комнаты	91.0	57.0	20.0	11.0	2.0	1.0	11.0	1.6
1 комнату	2321.0	1039.0	626.0	440.0	180.0	36.0	203.0	2.0
2 комнаты	1085.0	197.0	272.0	319.0	217.0	80.0	424.0	2.8
3 комнаты	206.0	29.0	44.0	61.0	43.0	29.0	168.0	3.1
4 и более комнат 	47.0	4.0	11.0	13.0	8.0	11.0	63.0	3.4
не указавшие число комнат	365.0	78.0	91.0	107.0	63.0	26.0	143.0	2.7
Частные домохозяйства, снимающие жилые помещения у отдельных граждан	7121.0	1446.0	1943.0	2077.0	1129.0	526.0	2918.0	2.7
Городские населенные пункты								
Частные домохозяйства (без снимающих жилые помещения у отдельных граждан)	267860.0	56429.0	77841.0	69950.0	44600.0	19040.0	103458.0	2.6
в том числе проживают:								
в индивидуальных домах	30963.0	8803.0	9588.0	5617.0	4169.0	2786.0	15863.0	2.5
в них занимают:								
1 комнату	4152.0	1854.0	1273.0	561.0	303.0	161.0	940.0	2.0
2 комнаты	9777.0	3385.0	3337.0	1567.0	941.0	547.0	3100.0	2.2
3 комнаты	11096.0	2642.0	3514.0	2261.0	1673.0	1006.0	5607.0	2.6
4 и более комнат	5869.0	906.0	1442.0	1214.0	1237.0	1070.0	6173.0	3.2
не указавшие число комнат	69.0	16.0	22.0	14.0	15.0	2.0	43.0	3.0
в отдельных квартирах	233164.0	46330.0	67289.0	63480.0	39964.0	16101.0	86753.0	2.7
в них занимают:								
часть комнаты	164.0	87.0	44.0	24.0	6.0	3.0	17.0	1.8
1 комнату	52822.0	22368.0	16176.0	10173.0	3440.0	665.0	3513.0	1.9
2 комнаты	108514.0	18444.0	35713.0	31997.0	17187.0	5173.0	27288.0	2.6
3 комнаты	60820.0	4657.0	13360.0	18496.0	16414.0	7893.0	42635.0	3.2
4 и более комнат 	10219.0	590.0	1803.0	2669.0	2838.0	2319.0	12995.0	3.6
не указавшие число комнат	625.0	184.0	193.0	121.0	79.0	48.0	305.0	2.5
в коммунальных квартирах	3733.0	1296.0	964.0	853.0	467.0	153.0	842.0	2.3
в них занимают:								
часть комнаты	64.0	45.0	12.0	5.0	1.0	1.0	11.0	1.5
1 комнату	2141.0	963.0	575.0	403.0	169.0	31.0	171.0	1.9
2 комнаты	968.0	184.0	241.0	279.0	194.0	70.0	372.0	2.7
3 комнаты	165.0	25.0	38.0	47.0	37.0	18.0	106.0	3.0
4 и более комнат 	46.0	4.0	11.0	13.0	8.0	10.0	56.0	3.3
не указавшие число комнат	349.0	75.0	87.0	106.0	58.0	23.0	126.0	2.7
Частные домохозяйства, снимающие жилые помещения у отдельных граждан	5959.0	1150.0	1655.0	1788.0	955.0	411.0	2262.0	2.7
Сельские населенные пункты								
Частные домохозяйства (без снимающих жилые помещения у отдельных граждан)	102407.0	31028.0	30155.0	18213.0	14422.0	8589.0	48781.0	2.5
в том числе проживают:								
в индивидуальных домах	51624.0	20622.0	17050.0	6246.0	4527.0	3179.0	18354.0	2.1
