4. ДЕТИ В ВОЗРАСТЕ 3-9 ЛЕТ ПО ОБУЧЕНИЮ В ДОШКОЛЬНЫХ И ОБЩЕОБРАЗОВАТЕЛЬНЫХ УЧРЕЖДЕНИЯХ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ					
					
					
	Всего	в том числе дети		На 1000 детей     соответствующего  возраста	
6.0	29108.0	22478.0	6194.0	772.0	213.0
7.0	30634.0	29749.0	651.0	971.0	21.0
8.0	31811.0	31408.0	188.0	987.0	6.0
9.0	32867.0	32435.0	141.0	987.0	4.0
Городское население					
Дети в возрасте 3-9 лет	149439.0	127862.0	19215.0	856.0	128.0
в том числе в возрасте, лет:					
3.0	19562.0	13478.0	5551.0	689.0	284.0
4.0	20167.0	14759.0	4995.0	732.0	248.0
5.0	19896.0	14960.0	4500.0	752.0	226.0
6.0	20991.0	17073.0	3571.0	814.0	170.0
7.0	22298.0	21696.0	400.0	973.0	18.0
8.0	22992.0	22688.0	120.0	987.0	5.0
9.0	23533.0	23208.0	78.0	986.0	3.0
Сельское население					
Дети в возрасте 3-9 лет	58168.0	42206.0	15484.0	726.0	266.0
в том числе в возрасте, лет:					
3.0	7516.0	3309.0	4094.0	440.0	545.0
4.0	8064.0	3757.0	4226.0	466.0	524.0
5.0	7982.0	3735.0	4159.0	468.0	521.0
6.0	8117.0	5405.0	2623.0	666.0	323.0
7.0	8336.0	8053.0	251.0	966.0	30.0
8.0	8819.0	8720.0	68.0	989.0	8.0
9.0	9334.0	9227.0	63.0	988.0	7.0
Таймырский (Долгано-Ненецкий) автономный округ					
Все население					
Дети в возрасте 3-9 лет	3719.0	3097.0	520.0	833.0	140.0
в том числе в возрасте, лет:					
3.0	485.0	333.0	134.0	687.0	276.0
4.0	490.0	354.0	120.0	722.0	245.0
5.0	503.0	338.0	141.0	672.0	280.0
6.0	498.0	390.0	93.0	783.0	187.0
7.0	539.0	501.0	27.0	929.0	50.0
8.0	594.0	585.0	3.0	985.0	5.0
9.0	610.0	596.0	2.0	977.0	3.0
Городское население					
Дети в возрасте 3-9 лет	2073.0	1802.0	187.0	869.0	90.0
в том числе в возрасте, лет:					
3.0	256.0	187.0	57.0	730.0	223.0
4.0	271.0	216.0	41.0	797.0	151.0
5.0	283.0	215.0	47.0	760.0	166.0
6.0	285.0	237.0	37.0	831.0	130.0
7.0	303.0	289.0	4.0	954.0	13.0
8.0	335.0	330.0	-	985.0	-
9.0	340.0	328.0	1.0	965.0	3.0
Сельское население					
Дети в возрасте 3-9 лет	1646.0	1295.0	333.0	787.0	202.0
в том числе в возрасте, лет:					
3.0	229.0	146.0	77.0	638.0	336.0
4.0	219.0	138.0	79.0	630.0	361.0
5.0	220.0	123.0	94.0	559.0	427.0
6.0	213.0	153.0	56.0	718.0	263.0
7.0	236.0	212.0	23.0	899.0	97.0
8.0	259.0	255.0	3.0	984.0	12.0
9.0	270.0	268.0	1.0	992.0	4.0
Эвенкийский автономный округ					
Все население					
Дети в возрасте 3-9 лет	1762.0	1546.0	204.0	877.0	116.0
в том числе в возрасте, лет:					
3.0	240.0	181.0	55.0	754.0	229.0
4.0	231.0	187.0	42.0	809.0	182.0
5.0	237.0	186.0	51.0	785.0	215.0
6.0	235.0	194.0	40.0	826.0	170.0
7.0	294.0	283.0	10.0	963.0	34.0
8.0	252.0	249.0	3.0	988.0	12.0
9.0	273.0	266.0	3.0	974.0	11.0
Городское население					
Дети в возрасте 3-9 лет	545.0	509.0	32.0	934.0	59.0
в том числе в возрасте, лет:					
3.0	60.0	51.0	8.0	850.0	133.0
4.0	79.0	69.0	9.0	873.0	114.0
5.0	71.0	63.0	8.0	887.0	113.0
6.0	78.0	71.0	6.0	910.0	77.0
7.0	96.0	96.0	-	1000.0	-
8.0	69.0	68.0	1.0	986.0	14.0
9.0	92.0	91.0	-	989.0	-
Сельское население					
Дети в возрасте 3-9 лет	1217.0	1037.0	172.0	852.0	141.0
в том числе в возрасте, лет:					
3.0	180.0	130.0	47.0	722.0	261.0
4.0	152.0	118.0	33.0	776.0	217.0
5.0	166.0	123.0	43.0	741.0	259.0
6.0	157.0	123.0	34.0	784.0	216.0
7.0	198.0	187.0	10.0	944.0	51.0
8.0	183.0	181.0	2.0	989.0	11.0
9.0	181.0	175.0	3.0	967.0	16.0
Иркутская область					
Все население					
Дети в возрасте 3-9 лет	194704.0	158532.0	32473.0	814.0	167.0
в том числе в возрасте, лет:					
3.0	25838.0	16035.0	8928.0	621.0	345.0
4.0	26599.0	17281.0	8605.0	650.0	323.0
5.0	26363.0	17596.0	8011.0	667.0	304.0
6.0	27336.0	20799.0	5922.0	760.0	217.0
7.0	28981.0	28083.0	635.0	969.0	22.0
8.0	29505.0	29073.0	200.0	985.0	7.0
9.0	30082.0	29665.0	172.0	986.0	6.0
Городское население					
Дети в возрасте 3-9 лет	145326.0	124283.0	18124.0	855.0	125.0
в том числе в возрасте, лет:					
3.0	19263.0	13507.0	5044.0	701.0	262.0
4.0	19870.0	14592.0	4702.0	734.0	237.0
5.0	19748.0	14822.0	4322.0	750.0	219.0
6.0	20429.0	16538.0	3415.0	810.0	167.0
7.0	21803.0	21158.0	435.0	971.0	20.0
8.0	22051.0	21760.0	120.0	987.0	5.0
9.0	22162.0	21906.0	86.0	988.0	4.0
Сельское население					
Дети в возрасте 3-9 лет	49378.0	34249.0	14349.0	694.0	290.0
в том числе в возрасте, лет:					
3.0	6575.0	2528.0	3884.0	384.0	591.0
4.0	6729.0	2689.0	3903.0	400.0	580.0
5.0	6615.0	2774.0	3689.0	419.0	558.0
6.0	6907.0	4261.0	2507.0	617.0	363.0
7.0	7178.0	6925.0	200.0	965.0	28.0
8.0	7454.0	7313.0	80.0	981.0	11.0
9.0	7920.0	7759.0	86.0	979.0	11.0
Усть-Ордынский Бурятский автономный округ					
Сельское население					
Дети в возрасте 3-9 лет	14810.0	10743.0	3888.0	726.0	262.0
в том числе в возрасте, лет:					
3.0	1897.0	761.0	1105.0	401.0	583.0
4.0	1990.0	918.0	1053.0	461.0	529.0
5.0	2012.0	938.0	1045.0	466.0	519.0
6.0	2097.0	1469.0	596.0	701.0	284.0
7.0	2153.0	2091.0	43.0	971.0	20.0
8.0	2273.0	2232.0	21.0	982.0	9.0
9.0	2388.0	2334.0	25.0	978.0	10.0
Кемеровская область					
Все население					
Дети в возрасте 3-9 лет	186868.0	151620.0	33363.0	811.0	179.0
в том числе в возрасте, лет:					
3.0	25268.0	15430.0	9365.0	611.0	370.0
4.0	25595.0	16755.0	8542.0	654.0	334.0
5.0	25253.0	16786.0	8179.0	665.0	324.0
6.0	25545.0	18938.0	6231.0	741.0	244.0
7.0	27750.0	26877.0	715.0	968.0	26.0
8.0	28373.0	28073.0	179.0	990.0	6.0
9.0	29084.0	28761.0	152.0	989.0	5.0
Городское население					
Дети в возрасте 3-9 лет	158132.0	131768.0	24729.0	834.0	156.0
в том числе в возрасте, лет:					
3.0	21312.0	13960.0	6929.0	655.0	325.0
4.0	21678.0	15179.0	6238.0	700.0	288.0
5.0	21300.0	15131.0	5928.0	711.0	278.0
6.0	21770.0	16672.0	4775.0	766.0	219.0
7.0	23486.0	22766.0	586.0	969.0	25.0
8.0	24073.0	23817.0	151.0	989.0	6.0
9.0	24513.0	24243.0	122.0	989.0	5.0
Сельское население					
Дети в возрасте 3-9 лет	28736.0	19852.0	8634.0	691.0	300.0
в том числе в возрасте, лет:					
3.0	3956.0	1470.0	2436.0	371.0	616.0
4.0	3917.0	1576.0	2304.0	402.0	588.0
5.0	3953.0	1655.0	2251.0	419.0	569.0
6.0	3775.0	2266.0	1456.0	600.0	386.0
7.0	4264.0	4111.0	129.0	964.0	30.0
8.0	4300.0	4256.0	28.0	990.0	6.0
9.0	4571.0	4518.0	30.0	988.0	7.0
Новосибирская область					
Все население					
Дети в возрасте 3-9 лет	161099.0	126930.0	32225.0	788.0	200.0
в том числе в возрасте, лет:					
3.0	21325.0	11624.0	9202.0	545.0	432.0
4.0	21679.0	12740.0	8555.0	588.0	394.0
5.0	22272.0	13683.0	8173.0	614.0	367.0
6.0	22483.0	16532.0	5526.0	735.0	246.0
7.0	23764.0	23170.0	506.0	975.0	21.0
8.0	24232.0	24015.0	147.0	991.0	6.0
9.0	25344.0	25166.0	116.0	993.0	5.0
Городское население					
Дети в возрасте 3-9 лет	110404.0	92043.0	16943.0	834.0	153.0
в том числе в возрасте, лет:					
3.0	14755.0	9285.0	5089.0	629.0	345.0
4.0	14758.0	10190.0	4290.0	690.0	291.0
5.0	15250.0	10926.0	4049.0	716.0	266.0
6.0	15424.0	12118.0	2989.0	786.0	194.0
7.0	16434.0	16021.0	344.0	975.0	21.0
8.0	16522.0	16366.0	101.0	991.0	6.0
9.0	17261.0	17137.0	81.0	993.0	5.0
Сельское население					
Дети в возрасте 3-9 лет	50695.0	34887.0	15282.0	688.0	302.0
в том числе в возрасте, лет:					
3.0	6570.0	2339.0	4113.0	356.0	626.0
4.0	6921.0	2550.0	4265.0	369.0	616.0
5.0	7022.0	2757.0	4124.0	393.0	587.0
6.0	7059.0	4414.0	2537.0	626.0	359.0
7.0	7330.0	7149.0	162.0	975.0	22.0
8.0	7710.0	7649.0	46.0	992.0	6.0
9.0	8083.0	8029.0	35.0	994.0	4.0
Омская область					
Все население					
Дети в возрасте 3-9 лет	141179.0	109237.0	30804.0	774.0	218.0
в том числе в возрасте, лет:					
3.0	17179.0	8850.0	8082.0	515.0	471.0
4.0	18488.0	10216.0	8117.0	553.0	439.0
5.0	18980.0	10918.0	7866.0	575.0	415.0
6.0	20236.0	14122.0	5911.0	698.0	292.0
7.0	21312.0	20662.0	543.0	970.0	25.0
8.0	22193.0	21956.0	154.0	989.0	7.0
9.0	22791.0	22513.0	131.0	988.0	6.0
Городское население					
Дети в возрасте 3-9 лет	85292.0	70508.0	14076.0	827.0	165.0
в том числе в возрасте, лет:					
3.0	10398.0	6499.0	3724.0	625.0	358.0
4.0	11116.0	7426.0	3583.0	668.0	322.0
5.0	11432.0	7892.0	3412.0	690.0	299.0
6.0	12139.0	9132.0	2897.0	752.0	239.0
7.0	13006.0	12641.0	303.0	972.0	23.0
8.0	13493.0	13363.0	84.0	990.0	6.0
9.0	13708.0	13555.0	73.0	989.0	5.0
Сельское население					
Дети в возрасте 3-9 лет	55887.0	38729.0	16728.0	693.0	299.0
в том числе в возрасте, лет:					
3.0	6781.0	2351.0	4358.0	347.0	643.0
4.0	7372.0	2790.0	4534.0	378.0	615.0
5.0	7548.0	3026.0	4454.0	401.0	590.0
6.0	8097.0	4990.0	3014.0	616.0	372.0
7.0	8306.0	8021.0	240.0	966.0	29.0
8.0	8700.0	8593.0	70.0	988.0	8.0
9.0	9083.0	8958.0	58.0	986.0	7.0
Томская область					
Все население					
Дети в возрасте 3-9 лет	66186.0	54052.0	11596.0	817.0	175.0
в том числе в возрасте, лет:					
3.0	9518.0	5830.0	3521.0	612.0	370.0
4.0	9367.0	6164.0	3115.0	658.0	333.0
5.0	9074.0	6234.0	2727.0	687.0	301.0
6.0	9299.0	7193.0	2008.0	773.0	216.0
7.0	9460.0	9279.0	162.0	981.0	17.0
8.0	9605.0	9550.0	36.0	994.0	4.0
9.0	9863.0	9802.0	27.0	994.0	3.0
Городское население					
Дети в возрасте 3-9 лет	41323.0	36725.0	4208.0	889.0	102.0
в том числе в возрасте, лет:					
3.0	6051.0	4527.0	1393.0	748.0	230.0
4.0	5874.0	4745.0	1064.0	808.0	181.0
5.0	5688.0	4740.0	871.0	833.0	153.0
6.0	5791.0	4965.0	757.0	857.0	131.0
7.0	5984.0	5876.0	93.0	982.0	16.0
8.0	5906.0	5873.0	19.0	995.0	3.0
9.0	6029.0	5999.0	11.0	995.0	2.0
Сельское население					
Дети в возрасте 3-9 лет	24863.0	17327.0	7388.0	697.0	297.0
в том числе в возрасте, лет:					
3.0	3467.0	1303.0	2128.0	376.0	614.0
4.0	3493.0	1419.0	2051.0	406.0	587.0
5.0	3386.0	1494.0	1856.0	441.0	548.0
6.0	3508.0	2228.0	1251.0	635.0	357.0
7.0	3476.0	3403.0	69.0	979.0	20.0
8.0	3699.0	3677.0	17.0	994.0	5.0
9.0	3834.0	3803.0	16.0	992.0	4.0
Читинская область					
Все население					
Дети в возрасте 3-9 лет	96725.0	73063.0	22313.0	755.0	231.0
в том числе в возрасте, лет:					
3.0	13259.0	6555.0	6419.0	494.0	484.0
4.0	13485.0	7034.0	6246.0	522.0	463.0
5.0	12923.0	7056.0	5559.0	546.0	430.0
6.0	13276.0	9458.0	3570.0	712.0	269.0
7.0	14477.0	14047.0	328.0	970.0	23.0
8.0	14595.0	14389.0	116.0	986.0	8.0
9.0	14710.0	14524.0	75.0	987.0	5.0
Городское население					
Дети в возрасте 3-9 лет	56462.0	45480.0	10140.0	805.0	180.0
в том числе в возрасте, лет:					
3.0	7600.0	4531.0	2878.0	596.0	379.0
4.0	7786.0	4938.0	2699.0	634.0	347.0
5.0	7494.0	4813.0	2508.0	642.0	335.0
6.0	7725.0	5822.0	1748.0	754.0	226.0
7.0	8637.0	8384.0	193.0	971.0	22.0
8.0	8609.0	8490.0	66.0	986.0	8.0
9.0	8611.0	8502.0	48.0	987.0	6.0
Сельское население					
Дети в возрасте 3-9 лет	40263.0	27583.0	12173.0	685.0	302.0
в том числе в возрасте, лет:					
3.0	5659.0	2024.0	3541.0	358.0	626.0
4.0	5699.0	2096.0	3547.0	368.0	622.0
5.0	5429.0	2243.0	3051.0	413.0	562.0
6.0	5551.0	3636.0	1822.0	655.0	328.0
7.0	5840.0	5663.0	135.0	970.0	23.0
8.0	5986.0	5899.0	50.0	986.0	8.0
9.0	6099.0	6022.0	27.0	988.0	4.0
Агинский Бурятский автономный округ					
Все население					
Дети в возрасте 3-9 лет	8247.0	6505.0	1691.0	789.0	205.0
в том числе в возрасте, лет:					
3.0	1132.0	511.0	614.0	452.0	542.0
4.0	1116.0	568.0	544.0	509.0	487.0
5.0	1071.0	656.0	388.0	613.0	362.0
6.0	1115.0	997.0	113.0	894.0	101.0
7.0	1247.0	1231.0	15.0	987.0	12.0
8.0	1318.0	1304.0	12.0	990.0	9.0
9.0	1248.0	1238.0	5.0	992.0	4.0
Городское население					
Дети в возрасте 3-9 лет	2801.0	2322.0	463.0	829.0	165.0
в том числе в возрасте, лет:					
3.0	362.0	198.0	164.0	547.0	453.0
4.0	384.0	243.0	139.0	633.0	362.0
5.0	350.0	228.0	115.0	651.0	329.0
6.0	376.0	341.0	34.0	907.0	90.0
7.0	444.0	441.0	3.0	993.0	7.0
8.0	466.0	459.0	5.0	985.0	11.0
9.0	419.0	412.0	3.0	983.0	7.0
Сельское население					
Дети в возрасте 3-9 лет	5446.0	4183.0	1228.0	768.0	226.0
в том числе в возрасте, лет:					
3.0	770.0	313.0	450.0	407.0	584.0
4.0	732.0	325.0	405.0	444.0	553.0
5.0	721.0	428.0	273.0	593.0	379.0
6.0	739.0	656.0	79.0	888.0	107.0
7.0	803.0	790.0	12.0	984.0	15.0
8.0	852.0	845.0	7.0	992.0	8.0
9.0	829.0	826.0	2.0	996.0	3.0
Дальневосточный федеральный округ					
Все население					
Дети в возрасте 3-9 лет	477388.0	406565.0	63146.0	852.0	132.0
в том числе в возрасте, лет:					
3.0	62864.0	42114.0	18956.0	670.0	302.0
4.0	64907.0	46717.0	16848.0	720.0	260.0
5.0	63913.0	47126.0	15292.0	737.0	239.0
6.0	66365.0	54475.0	10563.0	821.0	159.0
7.0	71330.0	69742.0	987.0	978.0	14.0
8.0	73512.0	72664.0	289.0	988.0	4.0
9.0	74497.0	73727.0	211.0	990.0	3.0
Городское население					
Дети в возрасте 3-9 лет	332950.0	290182.0	36402.0	872.0	109.0
в том числе в возрасте, лет:					
3.0	43927.0	31467.0	11015.0	716.0	251.0
4.0	45467.0	34788.0	9525.0	765.0	209.0
5.0	44494.0	34699.0	8581.0	780.0	193.0
6.0	46113.0	38747.0	6304.0	840.0	137.0
7.0	50071.0	48907.0	651.0	977.0	13.0
8.0	51164.0	50476.0	187.0	987.0	4.0
9.0	51714.0	51098.0	139.0	988.0	3.0
Сельское население					
Дети в возрасте 3-9 лет	144438.0	116383.0	26744.0	806.0	185.0
в том числе в возрасте, лет:					
3.0	18937.0	10647.0	7941.0	562.0	419.0
4.0	19440.0	11929.0	7323.0	614.0	377.0
5.0	19419.0	12427.0	6711.0	640.0	346.0
6.0	20252.0	15728.0	4259.0	777.0	210.0
7.0	21259.0	20835.0	336.0	980.0	16.0
8.0	22348.0	22188.0	102.0	993.0	5.0
9.0	22783.0	22629.0	72.0	993.0	3.0
Республика Саха (Якутия)					
Все население					
Дети в возрасте 3-9 лет	98703.0	88292.0	9290.0	895.0	94.0
в том числе в возрасте, лет:					
3.0	12840.0	9197.0	3347.0	716.0	261.0
4.0	13307.0	10735.0	2373.0	807.0	178.0
5.0	13524.0	11309.0	1985.0	836.0	147.0
6.0	13851.0	12316.0	1336.0	889.0	97.0
7.0	14763.0	14513.0	170.0	983.0	12.0
8.0	15247.0	15133.0	51.0	993.0	3.0
9.0	15171.0	15089.0	28.0	995.0	2.0
Городское население					
Дети в возрасте 3-9 лет	53862.0	47744.0	5334.0	887.0	99.0
в том числе в возрасте, лет:					
3.0	7185.0	5211.0	1789.0	725.0	249.0
4.0	7411.0	5937.0	1331.0	801.0	180.0
5.0	7346.0	5994.0	1192.0	816.0	162.0
6.0	7429.0	6425.0	871.0	865.0	117.0
7.0	8062.0	7883.0	109.0	978.0	13.0
8.0	8319.0	8240.0	28.0	991.0	3.0
9.0	8110.0	8054.0	14.0	993.0	2.0
Сельское население					
Дети в возрасте 3-9 лет	44841.0	40548.0	3956.0	904.0	88.0
в том числе в возрасте, лет:					
3.0	5655.0	3986.0	1558.0	705.0	275.0
4.0	5896.0	4798.0	1042.0	814.0	177.0
5.0	6178.0	5315.0	793.0	860.0	129.0
6.0	6422.0	5891.0	465.0	917.0	73.0
7.0	6701.0	6630.0	61.0	989.0	9.0
8.0	6928.0	6893.0	23.0	995.0	3.0
9.0	7061.0	7035.0	14.0	996.0	2.0
Приморский край					
Все население					
Дети в возрасте 3-9 лет	130571.0	109916.0	18149.0	842.0	139.0
в том числе в возрасте, лет:					
3.0	16700.0	10790.0	5344.0	646.0	320.0
4.0	17027.0	11840.0	4763.0	695.0	280.0
5.0	17340.0	12467.0	4414.0	719.0	255.0
6.0	18051.0	14400.0	3248.0	798.0	180.0
7.0	19879.0	19374.0	271.0	974.0	14.0
8.0	20729.0	20464.0	60.0	987.0	3.0
9.0	20845.0	20581.0	49.0	987.0	3.0
Городское население					
Дети в возрасте 3-9 лет	96530.0	84115.0	10220.0	871.0	106.0
в том числе в возрасте, лет:					
3.0	12281.0	8631.0	3163.0	703.0	257.0
4.0	12530.0	9536.0	2621.0	761.0	209.0
5.0	12753.0	10025.0	2332.0	786.0	183.0
6.0	13405.0	11198.0	1860.0	835.0	139.0
7.0	14803.0	14418.0	177.0	974.0	12.0
8.0	15397.0	15168.0	37.0	985.0	2.0
9.0	15361.0	15139.0	30.0	986.0	2.0
Сельское население					
Дети в возрасте 3-9 лет	34041.0	25801.0	7929.0	758.0	233.0
в том числе в возрасте, лет:					
3.0	4419.0	2159.0	2181.0	489.0	493.0
4.0	4497.0	2304.0	2142.0	513.0	476.0
5.0	4587.0	2442.0	2082.0	532.0	454.0
6.0	4646.0	3202.0	1388.0	689.0	299.0
7.0	5076.0	4956.0	94.0	977.0	18.0
8.0	5332.0	5296.0	23.0	994.0	4.0
9.0	5484.0	5442.0	19.0	992.0	4.0
Хабаровский край 					
Все население					
Дети в возрасте 3-9 лет	91325.0	76033.0	13535.0	833.0	148.0
в том числе в возрасте, лет:					
3.0	12006.0	7745.0	3811.0	645.0	317.0
4.0	12527.0	8590.0	3591.0	686.0	287.0
5.0	11890.0	8175.0	3341.0	688.0	281.0
6.0	12507.0	9750.0	2451.0	779.0	196.0
7.0	13804.0	13471.0	230.0	976.0	17.0
8.0	14176.0	14030.0	64.0	989.0	5.0
9.0	14415.0	14272.0	47.0	990.0	3.0
Городское население					
Дети в возрасте 3-9 лет	69265.0	59060.0	8708.0	853.0	126.0
в том числе в возрасте, лет:					
3.0	9054.0	6161.0	2510.0	681.0	277.0
4.0	9474.0	6847.0	2315.0	723.0	244.0
5.0	9009.0	6618.0	2075.0	735.0	230.0
6.0	9400.0	7584.0	1564.0	807.0	166.0
7.0	10554.0	10308.0	162.0	977.0	15.0
8.0	10759.0	10638.0	47.0	989.0	4.0
9.0	11015.0	10904.0	35.0	990.0	3.0
Сельское население					
Дети в возрасте 3-9 лет	22060.0	16973.0	4827.0	769.0	219.0
в том числе в возрасте, лет:					
3.0	2952.0	1584.0	1301.0	536.0	441.0
4.0	3053.0	1743.0	1276.0	571.0	418.0
5.0	2881.0	1557.0	1266.0	541.0	439.0
6.0	3107.0	2166.0	887.0	697.0	286.0
7.0	3250.0	3163.0	68.0	973.0	21.0
8.0	3417.0	3392.0	17.0	993.0	5.0
9.0	3400.0	3368.0	12.0	991.0	3.0
Амурская область					
Все население					
Дети в возрасте 3-9 лет	64960.0	52709.0	11621.0	811.0	179.0
в том числе в возрасте, лет:					
3.0	8736.0	5272.0	3327.0	603.0	381.0
4.0	9010.0	5652.0	3263.0	627.0	362.0
5.0	8673.0	5541.0	2990.0	639.0	345.0
6.0	9041.0	7060.0	1865.0	781.0	206.0
7.0	9608.0	9443.0	123.0	983.0	13.0
8.0	9848.0	9764.0	37.0	991.0	4.0
9.0	10044.0	9977.0	16.0	994.0	1.0
Городское население					
Дети в возрасте 3-9 лет	40362.0	35270.0	4730.0	874.0	117.0
в том числе в возрасте, лет:					
3.0	5341.0	3941.0	1315.0	738.0	246.0
4.0	5572.0	4231.0	1279.0	759.0	230.0
5.0	5428.0	4112.0	1237.0	757.0	228.0
6.0	5601.0	4744.0	801.0	847.0	143.0
7.0	6091.0	6007.0	66.0	986.0	11.0
8.0	6136.0	6079.0	24.0	991.0	4.0
9.0	6193.0	6156.0	8.0	994.0	1.0
Сельское население					
Дети в возрасте 3-9 лет	24598.0	17439.0	6891.0	709.0	280.0
в том числе в возрасте, лет:					
3.0	3395.0	1331.0	2012.0	392.0	593.0
4.0	3438.0	1421.0	1984.0	413.0	577.0
5.0	3245.0	1429.0	1753.0	440.0	540.0
6.0	3440.0	2316.0	1064.0	674.0	309.0
7.0	3517.0	3436.0	57.0	977.0	16.0
8.0	3712.0	3685.0	13.0	993.0	3.0
9.0	3851.0	3821.0	8.0	992.0	2.0
Камчатская область					
Все население					
Дети в возрасте 3-9 лет	24886.0	22146.0	1956.0	890.0	79.0
в том числе в возрасте, лет:					
3.0	3529.0	2781.0	607.0	788.0	172.0
4.0	3675.0	3024.0	519.0	823.0	141.0
5.0	3428.0	2873.0	430.0	838.0	125.0
6.0	3508.0	3054.0	317.0	871.0	90.0
7.0	3441.0	3329.0	46.0	968.0	13.0
8.0	3579.0	3472.0	15.0	970.0	4.0
9.0	3726.0	3613.0	22.0	970.0	6.0
Городское население					
Дети в возрасте 3-9 лет	19401.0	17171.0	1484.0	885.0	77.0
в том числе в возрасте, лет:					
3.0	2732.0	2135.0	466.0	781.0	171.0
4.0	2902.0	2389.0	387.0	823.0	133.0
5.0	2705.0	2267.0	322.0	838.0	119.0
6.0	2745.0	2376.0	243.0	865.0	89.0
7.0	2701.0	2603.0	33.0	964.0	12.0
8.0	2752.0	2646.0	14.0	961.0	5.0
9.0	2864.0	2755.0	19.0	962.0	7.0
Сельское население					
Дети в возрасте 3-9 лет	5485.0	4975.0	472.0	907.0	86.0
в том числе в возрасте, лет:					
3.0	797.0	646.0	141.0	810.0	177.0
4.0	773.0	635.0	132.0	821.0	171.0
5.0	723.0	606.0	108.0	838.0	149.0
6.0	763.0	678.0	74.0	889.0	97.0
7.0	740.0	726.0	13.0	981.0	18.0
8.0	827.0	826.0	1.0	999.0	1.0
9.0	862.0	858.0	3.0	995.0	4.0
Корякский автономный округ					
Все население					
Дети в возрасте 3-9 лет	2384.0	2194.0	157.0	920.0	66.0
в том числе в возрасте, лет:					
3.0	332.0	288.0	37.0	868.0	111.0
4.0	361.0	312.0	48.0	864.0	133.0
5.0	335.0	280.0	43.0	836.0	128.0
6.0	347.0	320.0	22.0	922.0	63.0
7.0	297.0	294.0	3.0	990.0	10.0
8.0	361.0	353.0	2.0	978.0	5.0
9.0	351.0	347.0	2.0	988.0	6.0
Городское население					
Дети в возрасте 3-9 лет	584.0	532.0	30.0	911.0	51.0
в том числе в возрасте, лет:					
3.0	83.0	71.0	8.0	856.0	96.0
4.0	85.0	72.0	13.0	847.0	153.0
5.0	77.0	67.0	3.0	870.0	39.0
6.0	91.0	83.0	4.0	912.0	44.0
7.0	75.0	75.0	-	1000.0	-
8.0	94.0	87.0	1.0	925.0	11.0
9.0	79.0	77.0	1.0	975.0	12.0
Сельское население					
Дети в возрасте 3-9 лет	1800.0	1662.0	127.0	923.0	71.0
в том числе в возрасте, лет:					
3.0	249.0	217.0	29.0	872.0	116.0
4.0	276.0	240.0	35.0	869.0	127.0
5.0	258.0	213.0	40.0	826.0	155.0
6.0	256.0	237.0	18.0	926.0	70.0
7.0	222.0	219.0	3.0	986.0	14.0
8.0	267.0	266.0	1.0	996.0	4.0
9.0	272.0	270.0	1.0	992.0	4.0
Магаданская область					
Все население					
Дети в возрасте 3-9 лет	12345.0	10767.0	1393.0	872.0	113.0
в том числе в возрасте, лет:					
3.0	1703.0	1214.0	448.0	713.0	263.0
4.0	1824.0	1413.0	370.0	775.0	203.0
5.0	1646.0	1290.0	330.0	784.0	200.0
6.0	1652.0	1420.0	195.0	860.0	118.0
7.0	1807.0	1768.0	27.0	979.0	15.0
8.0	1748.0	1721.0	10.0	984.0	6.0
9.0	1965.0	1941.0	13.0	987.0	7.0
Городское население					
Дети в возрасте 3-9 лет	11341.0	10030.0	1134.0	884.0	100.0
в том числе в возрасте, лет:					
3.0	1554.0	1150.0	364.0	740.0	234.0
4.0	1694.0	1356.0	297.0	801.0	175.0
5.0	1521.0	1232.0	264.0	810.0	174.0
6.0	1521.0	1328.0	161.0	873.0	106.0
7.0	1663.0	1625.0	26.0	977.0	16.0
8.0	1598.0	1571.0	10.0	983.0	6.0
9.0	1790.0	1768.0	12.0	988.0	7.0
Сельское население					
Дети в возрасте 3-9 лет	1004.0	737.0	259.0	734.0	258.0
в том числе в возрасте, лет:					
3.0	149.0	64.0	84.0	429.0	564.0
4.0	130.0	57.0	73.0	438.0	562.0
5.0	125.0	58.0	66.0	464.0	528.0
6.0	131.0	92.0	34.0	702.0	260.0
7.0	144.0	143.0	1.0	993.0	7.0
8.0	150.0	150.0	-	1000.0	-
9.0	175.0	173.0	1.0	988.0	6.0
Сахалинская область					
Все население					
Дети в возрасте 3-9 лет	35777.0	30841.0	4510.0	862.0	126.0
в том числе в возрасте, лет:					
3.0	4929.0	3511.0	1323.0	712.0	269.0
4.0	5005.0	3693.0	1247.0	738.0	249.0
5.0	4899.0	3692.0	1118.0	754.0	228.0
6.0	5189.0	4357.0	740.0	839.0	143.0
7.0	5205.0	5117.0	51.0	983.0	10.0
8.0	5269.0	5221.0	17.0	991.0	3.0
9.0	5281.0	5250.0	14.0	994.0	3.0
Городское население					
Дети в возрасте 3-9 лет	30899.0	27108.0	3405.0	878.0	110.0
в том числе в возрасте, лет:					
3.0	4323.0	3208.0	1031.0	742.0	239.0
4.0	4317.0	3336.0	920.0	773.0	213.0
5.0	4210.0	3313.0	817.0	787.0	194.0
6.0	4521.0	3860.0	575.0	854.0	127.0
7.0	4486.0	4416.0	37.0	985.0	8.0
8.0	4489.0	4447.0	15.0	991.0	3.0
9.0	4553.0	4528.0	10.0	995.0	2.0
Сельское население					
