4. СРЕДНЕЕ ЧИСЛО РОЖДЕННЫХ ДЕТЕЙ ЖЕНЩИНАМИ, ИМЕЮЩИМИ РАЗЛИЧНЫЙ 								
УРОВЕНЬ ОБРАЗОВАНИЯ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ								
(на 1000 женщин соответствующего возраста и уровня образования, указавших число рожденных детей)								
								
	Среднее число рожденных детей	У женщин, имеющих образование						Среднее число рожденных детей женщинами, не имеющими
45 – 49 -" -	1664.0	1534.0	1570.0	1666.0	1757.0	1877.0	1674.0	0.0
50 – 54 -" -	1630.0	1504.0	1531.0	1614.0	1681.0	1896.0	2355.0	500.0
55 – 59 -" -	1581.0	1440.0	1553.0	1572.0	1640.0	1759.0	1940.0	1550.0
60 – 64 -" -	1632.0	1468.0	1687.0	1589.0	1604.0	1751.0	1983.0	2773.0
65 – 69 -" -	1671.0	1496.0	1435.0	1570.0	1621.0	1764.0	1926.0	2430.0
70 лет и более	1911.0	1571.0	1794.0	1715.0	1821.0	1939.0	2093.0	2386.0
Сельские населенные пункты								
Женщины в возрасте 15 лет и более	1889.0	1579.0	1120.0	1709.0	1659.0	1831.0	2497.0	2389.0
15 – 17 лет	17.0	-	-	0.0	9.0	20.0	18.0	0.0
18 – 19 -" -	152.0	-	0.0	80.0	109.0	294.0	371.0	308.0
20 – 24 -" -	600.0	408.0	293.0	531.0	578.0	907.0	729.0	1000.0
25 – 29 -" -	1190.0	883.0	784.0	1113.0	1270.0	1422.0	1771.0	1640.0
30 – 34 -" -	1642.0	1338.0	1586.0	1598.0	1715.0	1995.0	2828.0	707.0
35 – 39 -" -	1895.0	1614.0	1990.0	1810.0	2101.0	2117.0	1933.0	2459.0
40 – 44 -" -	2088.0	1747.0	1922.0	2007.0	2244.0	2433.0	2783.0	636.0
45 – 49 -" -	2155.0	1841.0	1556.0	2029.0	2280.0	2675.0	1865.0	308.0
50 – 54 -" -	2132.0	1752.0	1650.0	1985.0	2253.0	2437.0	2467.0	3167.0
55 – 59 -" -	2101.0	1807.0	1600.0	1964.0	2153.0	2361.0	2178.0	800.0
60 – 64 -" -	2157.0	1710.0	1911.0	1855.0	1947.0	2307.0	2457.0	1954.0
65 – 69 -" -	2336.0	1753.0	2517.0	1975.0	1992.0	2376.0	2587.0	2111.0
70 лет и более	2460.0	1778.0	2112.0	2043.0	2201.0	2379.0	2580.0	2541.0
Костромская область								
Городские и сельские населенные пункты								
Женщины в возрасте 15 лет и более	1525.0	1348.0	849.0	1517.0	1334.0	1462.0	2167.0	2258.0
15 – 17 лет	10.0	-	0.0	0.0	9.0	10.0	10.0	0.0
18 – 19 -" -	73.0	-	34.0	86.0	51.0	130.0	387.0	200.0
20 – 24 -" -	426.0	270.0	154.0	437.0	459.0	699.0	798.0	766.0
25 – 29 -" -	978.0	748.0	806.0	1001.0	1110.0	1189.0	1033.0	258.0
30 – 34 -" -	1351.0	1168.0	1127.0	1370.0	1487.0	1578.0	1344.0	864.0
35 – 39 -" -	1653.0	1402.0	1547.0	1673.0	1817.0	2005.0	1932.0	712.0
40 – 44 -" -	1839.0	1597.0	1646.0	1820.0	1988.0	2315.0	1472.0	1875.0
45 – 49 -" -	1878.0	1671.0	1682.0	1867.0	1948.0	2244.0	2137.0	1373.0
50 – 54 -" -	1838.0	1592.0	1829.0	1820.0	1854.0	2167.0	2144.0	1541.0
55 – 59 -" -	1817.0	1587.0	1632.0	1684.0	1853.0	2083.0	2619.0	2343.0
60 – 64 -" -	1847.0	1535.0	1759.0	1689.0	1765.0	2001.0	2169.0	2623.0
65 – 69 -" -	1879.0	1474.0	1770.0	1662.0	1785.0	1936.0	2140.0	2031.0
70 лет и более	2140.0	1570.0	2003.0	1866.0	1943.0	2051.0	2285.0	2465.0
Городские населенные пункты								
Женщины в возрасте 15 лет и более	1353.0	1281.0	781.0	1427.0	1163.0	1253.0	1875.0	2069.0
15 – 17 лет	9.0	-	0.0	0.0	9.0	9.0	6.0	0.0
18 – 19 -" -	62.0	-	41.0	87.0	44.0	105.0	273.0	333.0
20 – 24 -" -	382.0	258.0	154.0	421.0	409.0	619.0	625.0	1750.0
25 – 29 -" -	899.0	731.0	853.0	952.0	993.0	974.0	917.0	245.0
30 – 34 -" -	1240.0	1124.0	1053.0	1283.0	1299.0	1356.0	750.0	714.0
35 – 39 -" -	1503.0	1336.0	1514.0	1565.0	1600.0	1490.0	1000.0	649.0
40 – 44 -" -	1685.0	1524.0	1532.0	1713.0	1778.0	1841.0	1417.0	3600.0
45 – 49 -" -	1724.0	1592.0	1542.0	1761.0	1757.0	1859.0	1619.0	2125.0
50 – 54 -" -	1693.0	1516.0	1822.0	1713.0	1741.0	1866.0	1590.0	1320.0
55 – 59 -" -	1645.0	1500.0	1637.0	1591.0	1692.0	1853.0	2028.0	2444.0
60 – 64 -" -	1675.0	1484.0	1722.0	1646.0	1661.0	1766.0	1844.0	1870.0
65 – 69 -" -	1660.0	1420.0	1683.0	1580.0	1669.0	1759.0	1769.0	1679.0
70 лет и более	1900.0	1535.0	1743.0	1744.0	1802.0	1870.0	2020.0	2272.0
Сельские населенные пункты								
Женщины в возрасте 15 лет и более	1902.0	1657.0	1156.0	1760.0	1733.0	1804.0	2447.0	2383.0
15 – 17 лет	11.0	-	-	0.0	6.0	12.0	15.0	0.0
18 – 19 -" -	110.0	-	0.0	82.0	77.0	188.0	490.0	0.0
20 – 24 -" -	552.0	366.0	156.0	484.0	588.0	812.0	862.0	258.0
25 – 29 -" -	1202.0	848.0	566.0	1160.0	1338.0	1438.0	1111.0	273.0
30 – 34 -" -	1638.0	1367.0	1453.0	1594.0	1823.0	1897.0	1672.0	1000.0
35 – 39 -" -	1982.0	1657.0	1655.0	1924.0	2123.0	2499.0	2889.0	778.0
40 – 44 -" -	2177.0	1892.0	2046.0	2073.0	2317.0	2758.0	1506.0	1091.0
45 – 49 -" -	2228.0	1970.0	2268.0	2129.0	2311.0	2623.0	2549.0	814.0
50 – 54 -" -	2200.0	1910.0	1861.0	2110.0	2144.0	2560.0	2505.0	2000.0
55 – 59 -" -	2273.0	1939.0	1607.0	2032.0	2332.0	2397.0	3037.0	2000.0
60 – 64 -" -	2201.0	1777.0	1879.0	1847.0	2029.0	2345.0	2439.0	2798.0
65 – 69 -" -	2277.0	1751.0	2120.0	1929.0	2095.0	2277.0	2480.0	2203.0
70 лет и более	2493.0	1777.0	2703.0	2212.0	2401.0	2439.0	2552.0	2592.0
Курская область								
Городские и сельские населенные пункты								
Женщины в возрасте 15 лет и более	1577.0	1270.0	735.0	1495.0	1449.0	1595.0	2300.0	2237.0
15 – 17 лет	13.0	-	0.0	0.0	19.0	12.0	11.0	51.0
18 – 19 -" -	88.0	-	62.0	101.0	63.0	166.0	255.0	385.0
20 – 24 -" -	482.0	338.0	199.0	504.0	548.0	778.0	951.0	576.0
25 – 29 -" -	1013.0	728.0	827.0	1041.0	1168.0	1302.0	1384.0	492.0
30 – 34 -" -	1374.0	1124.0	1220.0	1368.0	1546.0	1729.0	1443.0	959.0
35 – 39 -" -	1623.0	1351.0	1407.0	1605.0	1798.0	2039.0	2065.0	1366.0
40 – 44 -" -	1762.0	1479.0	1564.0	1733.0	1921.0	2152.0	2187.0	1461.0
45 – 49 -" -	1823.0	1554.0	1678.0	1785.0	1920.0	2260.0	2183.0	1031.0
50 – 54 -" -	1812.0	1530.0	1793.0	1748.0	1873.0	2240.0	2269.0	1049.0
55 – 59 -" -	1877.0	1520.0	1554.0	1709.0	1894.0	2194.0	2484.0	2885.0
60 – 64 -" -	2001.0	1517.0	1913.0	1715.0	1885.0	2195.0	2379.0	1764.0
65 – 69 -" -	2095.0	1490.0	1544.0	1734.0	1897.0	2153.0	2409.0	2195.0
70 лет и более	2225.0	1580.0	1789.0	1835.0	1960.0	2213.0	2379.0	2385.0
Городские населенные пункты								
Женщины в возрасте 15 лет и более	1321.0	1208.0	669.0	1405.0	1259.0	1229.0	1899.0	2205.0
15 – 17 лет	10.0	-	0.0	0.0	18.0	8.0	3.0	0.0
18 – 19 -" -	69.0	-	63.0	94.0	54.0	107.0	0.0	512.0
20 – 24 -" -	402.0	323.0	190.0	478.0	442.0	610.0	586.0	864.0
25 – 29 -" -	894.0	702.0	782.0	969.0	999.0	1088.0	1160.0	1000.0
30 – 34 -" -	1206.0	1057.0	1141.0	1240.0	1344.0	1304.0	1250.0	1125.0
35 – 39 -" -	1448.0	1289.0	1277.0	1480.0	1558.0	1612.0	2000.0	2683.0
40 – 44 -" -	1609.0	1409.0	1606.0	1627.0	1736.0	1760.0	1329.0	3125.0
45 – 49 -" -	1675.0	1495.0	1633.0	1697.0	1737.0	1938.0	1507.0	1844.0
50 – 54 -" -	1648.0	1471.0	1816.0	1649.0	1712.0	1898.0	1644.0	750.0
55 – 59 -" -	1635.0	1446.0	1466.0	1610.0	1714.0	1752.0	2144.0	6550.0
60 – 64 -" -	1690.0	1469.0	1781.0	1619.0	1704.0	1823.0	1932.0	2297.0
65 – 69 -" -	1705.0	1445.0	1391.0	1621.0	1667.0	1811.0	1884.0	2122.0
70 лет и более	1935.0	1536.0	1850.0	1715.0	1837.0	1971.0	2100.0	2302.0
Сельские населенные пункты								
Женщины в возрасте 15 лет и более	1986.0	1579.0	1104.0	1709.0	1824.0	1960.0	2462.0	2248.0
15 – 17 лет	20.0	-	-	0.0	26.0	18.0	23.0	89.0
18 – 19 -" -	147.0	-	51.0	117.0	99.0	268.0	453.0	167.0
20 – 24 -" -	693.0	451.0	282.0	565.0	781.0	932.0	1082.0	0.0
25 – 29 -" -	1291.0	910.0	1075.0	1212.0	1425.0	1500.0	1494.0	235.0
30 – 34 -" -	1704.0	1448.0	1536.0	1602.0	1842.0	2096.0	1516.0	900.0
35 – 39 -" -	1958.0	1614.0	1885.0	1850.0	2118.0	2349.0	2092.0	467.0
40 – 44 -" -	2090.0	1782.0	1423.0	1976.0	2221.0	2501.0	2586.0	573.0
45 – 49 -" -	2170.0	1846.0	1837.0	2025.0	2271.0	2522.0	2487.0	625.0
50 – 54 -" -	2184.0	1818.0	1692.0	2028.0	2217.0	2500.0	2487.0	1123.0
55 – 59 -" -	2267.0	1842.0	2276.0	1964.0	2235.0	2463.0	2590.0	1098.0
60 – 64 -" -	2341.0	1761.0	2322.0	1979.0	2227.0	2430.0	2507.0	1638.0
65 – 69 -" -	2446.0	1743.0	1970.0	2058.0	2364.0	2412.0	2589.0	2212.0
70 лет и более	2448.0	1786.0	1650.0	2138.0	2326.0	2493.0	2495.0	2412.0
Липецкая область								
Городские и сельские населенные пункты								
Женщины в возрасте 15 лет и более	1541.0	1286.0	828.0	1465.0	1359.0	1582.0	2314.0	2336.0
15 – 17 лет	17.0	-	-	47.0	21.0	14.0	21.0	140.0
18 – 19 -" -	98.0	-	46.0	121.0	78.0	189.0	479.0	492.0
20 – 24 -" -	474.0	362.0	226.0	500.0	522.0	742.0	743.0	471.0
25 – 29 -" -	1011.0	795.0	816.0	1025.0	1119.0	1303.0	1503.0	1692.0
30 – 34 -" -	1356.0	1162.0	1248.0	1340.0	1523.0	1630.0	1908.0	1016.0
35 – 39 -" -	1566.0	1340.0	1538.0	1545.0	1734.0	1894.0	1716.0	1533.0
40 – 44 -" -	1713.0	1496.0	1548.0	1688.0	1850.0	2060.0	1856.0	1714.0
45 – 49 -" -	1757.0	1552.0	1894.0	1731.0	1828.0	2080.0	2329.0	2000.0
50 – 54 -" -	1736.0	1519.0	1823.0	1679.0	1806.0	2032.0	2278.0	2613.0
55 – 59 -" -	1762.0	1512.0	1892.0	1659.0	1737.0	2026.0	2286.0	1262.0
60 – 64 -" -	1907.0	1474.0	1559.0	1668.0	1794.0	2093.0	2324.0	1720.0
65 – 69 -" -	2003.0	1450.0	2056.0	1638.0	1811.0	2074.0	2378.0	2253.0
70 лет и более	2247.0	1632.0	2067.0	1833.0	1987.0	2227.0	2404.0	2457.0
Городские населенные пункты								
Женщины в возрасте 15 лет и более	1322.0	1220.0	727.0	1375.0	1182.0	1307.0	1908.0	2312.0
15 – 17 лет	15.0	-	-	61.0	14.0	13.0	17.0	242.0
18 – 19 -" -	79.0	-	41.0	116.0	67.0	137.0	226.0	667.0
20 – 24 -" -	413.0	362.0	211.0	480.0	427.0	602.0	547.0	429.0
25 – 29 -" -	901.0	761.0	812.0	959.0	967.0	976.0	1716.0	1739.0
30 – 34 -" -	1214.0	1107.0	1165.0	1219.0	1331.0	1286.0	2400.0	2184.0
35 – 39 -" -	1409.0	1273.0	1474.0	1436.0	1496.0	1560.0	1533.0	0.0
40 – 44 -" -	1562.0	1410.0	1452.0	1584.0	1661.0	1672.0	1165.0	1541.0
45 – 49 -" -	1618.0	1483.0	1836.0	1636.0	1652.0	1788.0	1773.0	2604.0
50 – 54 -" -	1591.0	1458.0	1700.0	1578.0	1651.0	1754.0	1754.0	2973.0
55 – 59 -" -	1559.0	1413.0	1800.0	1554.0	1574.0	1716.0	1630.0	1250.0
60 – 64 -" -	1614.0	1401.0	1536.0	1583.0	1596.0	1706.0	1812.0	2327.0
65 – 69 -" -	1659.0	1387.0	1809.0	1554.0	1632.0	1738.0	1858.0	1864.0
70 лет и более	1950.0	1554.0	1803.0	1723.0	1841.0	1986.0	2054.0	2411.0
Сельские населенные пункты								
Женщины в возрасте 15 лет и более	1933.0	1556.0	1294.0	1695.0	1687.0	1940.0	2557.0	2346.0
15 – 17 лет	22.0	-	-	0.0	43.0	16.0	26.0	75.0
18 – 19 -" -	150.0	-	111.0	136.0	109.0	260.0	791.0	447.0
20 – 24 -" -	623.0	361.0	315.0	549.0	708.0	877.0	831.0	482.0
25 – 29 -" -	1270.0	954.0	836.0	1209.0	1332.0	1609.0	1320.0	1670.0
30 – 34 -" -	1662.0	1389.0	1762.0	1611.0	1775.0	2023.0	1333.0	263.0
35 – 39 -" -	1883.0	1597.0	1789.0	1786.0	2041.0	2190.0	1802.0	1643.0
40 – 44 -" -	2038.0	1830.0	1892.0	1936.0	2130.0	2476.0	2214.0	1781.0
45 – 49 -" -	2080.0	1837.0	2070.0	1980.0	2152.0	2395.0	2819.0	1663.0
50 – 54 -" -	2079.0	1769.0	2260.0	1951.0	2128.0	2378.0	2623.0	2375.0
55 – 59 -" -	2167.0	1861.0	2047.0	1959.0	2097.0	2365.0	2611.0	1267.0
60 – 64 -" -	2345.0	1792.0	1625.0	1924.0	2170.0	2513.0	2589.0	1549.0
65 – 69 -" -	2435.0	1681.0	2455.0	1858.0	2190.0	2503.0	2672.0	2395.0
70 лет и более	2536.0	1895.0	2518.0	2113.0	2345.0	2604.0	2617.0	2476.0
Московская область								
Городские и сельские населенные пункты								
Женщины в возрасте 15 лет и более	1360.0	1276.0	820.0	1404.0	1277.0	1373.0	1852.0	2112.0
15 – 17 лет	19.0	-	26.0	48.0	23.0	16.0	12.0	19.0
18 – 19 -" -	93.0	0.0	50.0	117.0	76.0	192.0	259.0	151.0
20 – 24 -" -	431.0	326.0	230.0	511.0	456.0	713.0	771.0	250.0
25 – 29 -" -	922.0	730.0	826.0	977.0	1047.0	1099.0	1022.0	680.0
30 – 34 -" -	1237.0	1108.0	1194.0	1275.0	1329.0	1356.0	1206.0	629.0
35 – 39 -" -	1460.0	1338.0	1356.0	1496.0	1567.0	1601.0	1414.0	813.0
40 – 44 -" -	1595.0	1462.0	1564.0	1616.0	1703.0	1819.0	1730.0	1157.0
45 – 49 -" -	1627.0	1507.0	1570.0	1630.0	1712.0	1855.0	1781.0	1071.0
50 – 54 -" -	1580.0	1461.0	1545.0	1576.0	1646.0	1775.0	1718.0	758.0
55 – 59 -" -	1544.0	1423.0	1502.0	1529.0	1585.0	1733.0	1867.0	1119.0
60 – 64 -" -	1565.0	1413.0	1519.0	1503.0	1580.0	1700.0	1775.0	1545.0
65 – 69 -" -	1609.0	1441.0	1425.0	1534.0	1578.0	1692.0	1790.0	1760.0
70 лет и более	1791.0	1488.0	1680.0	1620.0	1685.0	1778.0	1958.0	2372.0
Городские населенные пункты								
Женщины в возрасте 15 лет и более	1313.0	1265.0	806.0	1379.0	1237.0	1300.0	1730.0	2024.0
15 – 17 лет	17.0	-	0.0	56.0	21.0	14.0	10.0	28.0
18 – 19 -" -	83.0	0.0	45.0	117.0	68.0	171.0	206.0	250.0
20 – 24 -" -	411.0	320.0	225.0	507.0	433.0	680.0	798.0	336.0
25 – 29 -" -	897.0	723.0	810.0	963.0	1023.0	1052.0	1033.0	803.0
30 – 34 -" -	1206.0	1095.0	1194.0	1251.0	1287.0	1269.0	1114.0	782.0
35 – 39 -" -	1416.0	1320.0	1338.0	1457.0	1509.0	1477.0	1308.0	605.0
40 – 44 -" -	1550.0	1449.0	1544.0	1576.0	1640.0	1701.0	1648.0	1075.0
45 – 49 -" -	1586.0	1492.0	1549.0	1596.0	1661.0	1761.0	1730.0	1150.0
50 – 54 -" -	1537.0	1447.0	1525.0	1542.0	1601.0	1663.0	1545.0	937.0
55 – 59 -" -	1499.0	1409.0	1479.0	1498.0	1548.0	1635.0	1681.0	1196.0
60 – 64 -" -	1503.0	1405.0	1502.0	1472.0	1537.0	1600.0	1590.0	1496.0
65 – 69 -" -	1543.0	1432.0	1394.0	1505.0	1535.0	1615.0	1654.0	1562.0
70 лет и более	1713.0	1475.0	1651.0	1593.0	1664.0	1720.0	1847.0	2286.0
Сельские населенные пункты								
Женщины в возрасте 15 лет и более	1542.0	1353.0	909.0	1505.0	1419.0	1578.0	2091.0	2261.0
15 – 17 лет	26.0	-	138.0	14.0	34.0	24.0	20.0	0.0
18 – 19 -" -	131.0	-	81.0	118.0	110.0	245.0	347.0	108.0
20 – 24 -" -	509.0	364.0	263.0	526.0	536.0	784.0	723.0	114.0
25 – 29 -" -	1025.0	780.0	933.0	1031.0	1121.0	1204.0	1000.0	310.0
30 – 34 -" -	1369.0	1204.0	1195.0	1367.0	1455.0	1547.0	1492.0	121.0
35 – 39 -" -	1637.0	1461.0	1465.0	1639.0	1730.0	1856.0	1601.0	1228.0
40 – 44 -" -	1776.0	1555.0	1675.0	1763.0	1885.0	2051.0	1932.0	1429.0
45 – 49 -" -	1793.0	1611.0	1708.0	1764.0	1869.0	2047.0	1868.0	934.0
50 – 54 -" -	1764.0	1562.0	1677.0	1725.0	1808.0	2028.0	2056.0	357.0
55 – 59 -" -	1744.0	1527.0	1648.0	1678.0	1738.0	1962.0	2161.0	862.0
60 – 64 -" -	1793.0	1465.0	1613.0	1659.0	1758.0	1919.0	2040.0	1652.0
65 – 69 -" -	1847.0	1501.0	1627.0	1683.0	1783.0	1913.0	2037.0	2011.0
70 лет и более	2050.0	1589.0	1832.0	1770.0	1815.0	1984.0	2186.0	2515.0
Орловская область								
Городские и сельские населенные пункты								
Женщины в возрасте 15 лет и более	1532.0	1261.0	731.0	1477.0	1381.0	1608.0	2286.0	2266.0
15 – 17 лет	15.0	-	-	218.0	9.0	15.0	23.0	0.0
18 – 19 -" -	88.0	-	37.0	119.0	67.0	174.0	472.0	0.0
20 – 24 -" -	475.0	365.0	202.0	508.0	521.0	794.0	801.0	324.0
25 – 29 -" -	1010.0	758.0	791.0	1048.0	1153.0	1365.0	1381.0	375.0
30 – 34 -" -	1334.0	1108.0	1220.0	1357.0	1495.0	1586.0	1840.0	900.0
35 – 39 -" -	1605.0	1360.0	1352.0	1587.0	1817.0	1962.0	1761.0	536.0
40 – 44 -" -	1726.0	1471.0	1634.0	1707.0	1864.0	2232.0	1634.0	384.0
45 – 49 -" -	1741.0	1518.0	1579.0	1712.0	1819.0	2131.0	2270.0	1102.0
50 – 54 -" -	1723.0	1473.0	1703.0	1685.0	1793.0	2017.0	2172.0	1625.0
55 – 59 -" -	1757.0	1471.0	1570.0	1663.0	1735.0	2030.0	2339.0	2800.0
60 – 64 -" -	1871.0	1512.0	1549.0	1632.0	1817.0	2070.0	2216.0	1301.0
65 – 69 -" -	1979.0	1511.0	1798.0	1665.0	1820.0	2100.0	2279.0	1989.0
70 лет и более	2234.0	1661.0	1938.0	1865.0	1947.0	2237.0	2392.0	2496.0
Городские населенные пункты								
Женщины в возрасте 15 лет и более	1302.0	1199.0	633.0	1382.0	1178.0	1289.0	1943.0	2186.0
15 – 17 лет	11.0	-	-	171.0	8.0	11.0	0.0	0.0
18 – 19 -" -	59.0	-	29.0	95.0	47.0	116.0	0.0	0.0
20 – 24 -" -	398.0	353.0	181.0	472.0	425.0	637.0	286.0	667.0
25 – 29 -" -	877.0	727.0	757.0	957.0	970.0	1074.0	1200.0	545.0
30 – 34 -" -	1187.0	1056.0	1075.0	1239.0	1302.0	1244.0	1500.0	1500.0
35 – 39 -" -	1416.0	1283.0	1233.0	1454.0	1544.0	1506.0	1000.0	1650.0
40 – 44 -" -	1550.0	1412.0	1529.0	1574.0	1631.0	1794.0	1118.0	778.0
45 – 49 -" -	1588.0	1458.0	1553.0	1604.0	1644.0	1753.0	2123.0	0.0
50 – 54 -" -	1562.0	1405.0	1591.0	1579.0	1628.0	1655.0	1641.0	1906.0
55 – 59 -" -	1551.0	1402.0	1370.0	1551.0	1567.0	1707.0	1874.0	-
60 – 64 -" -	1602.0	1476.0	1451.0	1559.0	1619.0	1700.0	1750.0	636.0
65 – 69 -" -	1672.0	1477.0	1754.0	1589.0	1656.0	1752.0	1850.0	1575.0
70 лет и более	1958.0	1578.0	1844.0	1776.0	1822.0	1990.0	2087.0	2445.0
Сельские населенные пункты								
Женщины в возрасте 15 лет и более	1955.0	1549.0	1234.0	1729.0	1779.0	1985.0	2473.0	2303.0
15 – 17 лет	26.0	-	-	270.0	15.0	22.0	42.0	0.0
18 – 19 -" -	185.0	-	98.0	174.0	150.0	262.0	610.0	0.0
20 – 24 -" -	684.0	440.0	383.0	600.0	722.0	950.0	906.0	160.0
25 – 29 -" -	1328.0	956.0	969.0	1267.0	1420.0	1608.0	1481.0	0.0
30 – 34 -" -	1632.0	1330.0	1599.0	1614.0	1723.0	1861.0	1923.0	500.0
35 – 39 -" -	1965.0	1696.0	1898.0	1871.0	2112.0	2283.0	1988.0	188.0
40 – 44 -" -	2091.0	1704.0	1898.0	2015.0	2216.0	2529.0	1932.0	0.0
45 – 49 -" -	2104.0	1799.0	1682.0	2015.0	2147.0	2477.0	2333.0	1317.0
50 – 54 -" -	2129.0	1808.0	1955.0	2018.0	2156.0	2397.0	2473.0	1400.0
55 – 59 -" -	2196.0	1773.0	2077.0	2050.0	2101.0	2377.0	2532.0	2800.0
60 – 64 -" -	2287.0	1694.0	1922.0	1923.0	2258.0	2409.0	2422.0	1541.0
65 – 69 -" -	2351.0	1672.0	1911.0	1915.0	2135.0	2459.0	2492.0	2118.0
70 лет и более	2517.0	1918.0	2295.0	2151.0	2309.0	2581.0	2569.0	2520.0
Рязанская область								
Городские и сельские населенные пункты								
Женщины в возрасте 15 лет и более	1520.0	1284.0	738.0	1455.0	1366.0	1564.0	2232.0	2423.0
15 – 17 лет	9.0	-	-	0.0	14.0	8.0	4.0	101.0
18 – 19 -" -	78.0	-	39.0	120.0	55.0	145.0	237.0	69.0
20 – 24 -" -	433.0	288.0	181.0	464.0	488.0	722.0	643.0	624.0
25 – 29 -" -	971.0	694.0	744.0	987.0	1109.0	1295.0	1446.0	852.0
30 – 34 -" -	1317.0	1135.0	1199.0	1301.0	1457.0	1597.0	1829.0	1051.0
35 – 39 -" -	1578.0	1334.0	1490.0	1583.0	1733.0	1934.0	1761.0	2000.0
40 – 44 -" -	1714.0	1473.0	1627.0	1710.0	1854.0	2029.0	2094.0	500.0
45 – 49 -" -	1756.0	1528.0	1546.0	1733.0	1818.0	2225.0	1880.0	1000.0
50 – 54 -" -	1717.0	1533.0	1751.0	1655.0	1759.0	2035.0	2349.0	2077.0
55 – 59 -" -	1703.0	1464.0	1596.0	1605.0	1692.0	2005.0	2237.0	1989.0
60 – 64 -" -	1798.0	1430.0	1603.0	1644.0	1749.0	1955.0	2119.0	1791.0
65 – 69 -" -	1884.0	1502.0	1787.0	1636.0	1749.0	1960.0	2180.0	2263.0
70 лет и более	2180.0	1600.0	1867.0	1805.0	1883.0	2103.0	2375.0	2615.0
Городские населенные пункты								
Женщины в возрасте 15 лет и более	1328.0	1237.0	643.0	1380.0	1220.0	1295.0	1944.0	2417.0
15 – 17 лет	8.0	-	-	0.0	12.0	6.0	8.0	174.0
18 – 19 -" -	61.0	-	36.0	123.0	43.0	107.0	178.0	160.0
20 – 24 -" -	379.0	285.0	175.0	449.0	413.0	617.0	262.0	488.0
25 – 29 -" -	883.0	674.0	716.0	938.0	990.0	1122.0	1406.0	1302.0
30 – 34 -" -	1210.0	1105.0	1146.0	1221.0	1298.0	1351.0	2133.0	930.0
35 – 39 -" -	1440.0	1284.0	1418.0	1480.0	1539.0	1527.0	1816.0	3327.0
40 – 44 -" -	1585.0	1419.0	1520.0	1620.0	1682.0	1705.0	1545.0	571.0
45 – 49 -" -	1638.0	1478.0	1446.0	1657.0	1706.0	1867.0	1256.0	1167.0
50 – 54 -" -	1600.0	1491.0	1721.0	1575.0	1652.0	1763.0	2217.0	2464.0
55 – 59 -" -	1564.0	1418.0	1556.0	1544.0	1597.0	1721.0	1921.0	1000.0
60 – 64 -" -	1611.0	1416.0	1475.0	1564.0	1638.0	1715.0	1767.0	1773.0
65 – 69 -" -	1658.0	1479.0	1634.0	1533.0	1617.0	1749.0	1896.0	1974.0
70 лет и более	1923.0	1539.0	1742.0	1732.0	1800.0	1883.0	2114.0	2666.0
Сельские населенные пункты								
Женщины в возрасте 15 лет и более	1945.0	1563.0	1411.0	1714.0	1747.0	1921.0	2406.0	2426.0
15 – 17 лет	13.0	-	-	0.0	27.0	14.0	0.0	0.0
18 – 19 -" -	149.0	-	160.0	112.0	125.0	203.0	266.0	0.0
20 – 24 -" -	628.0	320.0	269.0	517.0	707.0	827.0	801.0	750.0
25 – 29 -" -	1255.0	861.0	972.0	1174.0	1359.0	1462.0	1485.0	0.0
30 – 34 -" -	1618.0	1333.0	1425.0	1559.0	1731.0	1822.0	1563.0	1220.0
35 – 39 -" -	1947.0	1614.0	1808.0	1892.0	2050.0	2331.0	1730.0	1235.0
40 – 44 -" -	2074.0	1791.0	2024.0	2010.0	2188.0	2303.0	2620.0	481.0
45 – 49 -" -	2120.0	1810.0	2000.0	2027.0	2103.0	2541.0	2427.0	833.0
50 – 54 -" -	2070.0	1767.0	1845.0	1964.0	2069.0	2331.0	2436.0	1784.0
55 – 59 -" -	2075.0	1693.0	1733.0	1834.0	1998.0	2333.0	2515.0	2208.0
60 – 64 -" -	2122.0	1509.0	2396.0	1909.0	1997.0	2213.0	2349.0	1800.0
65 – 69 -" -	2196.0	1616.0	2063.0	1966.0	2043.0	2211.0	2330.0	2374.0
70 лет и более	2460.0	1920.0	2135.0	2035.0	2135.0	2430.0	2531.0	2592.0
Смоленская область								
Городские и сельские населенные пункты								
Женщины в возрасте 15 лет и более	1489.0	1314.0	861.0	1465.0	1320.0	1545.0	2078.0	2079.0
15 – 17 лет	17.0	-	0.0	19.0	19.0	15.0	18.0	33.0
18 – 19 -" -	93.0	0.0	16.0	96.0	68.0	198.0	272.0	435.0
20 – 24 -" -	417.0	297.0	170.0	434.0	420.0	709.0	566.0	563.0
25 – 29 -" -	936.0	721.0	735.0	935.0	1049.0	1214.0	1167.0	442.0
30 – 34 -" -	1288.0	1096.0	1167.0	1268.0	1432.0	1667.0	1711.0	1000.0
35 – 39 -" -	1552.0	1311.0	1373.0	1556.0	1725.0	1931.0	1749.0	1117.0
40 – 44 -" -	1738.0	1511.0	1657.0	1720.0	1878.0	2183.0	2019.0	1522.0
45 – 49 -" -	1794.0	1556.0	1653.0	1774.0	1886.0	2139.0	2010.0	1986.0
50 – 54 -" -	1781.0	1540.0	1743.0	1750.0	1799.0	2134.0	2266.0	1394.0
