6. ЗАНЯТОЕ В ЭКОНОМИКЕ НАСЕЛЕНИЕ ЧАСТНЫХ ДОМОХОЗЯЙСТВ В ВОЗРАСТЕ 15-64 ЛЕТ ПО ТЕРРИТОРИИ НАХОЖДЕНИЯ РАБОТЫ И ПОЛОЖЕНИЮ В ЗАНЯТИИ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ								
								
	Всего		в том числе по положению в занятии					
Городское население, занятое в экономике	368765.0	345633.0	22594.0	6468.0	14306.0	1301.0	519.0	538.0
в том числе:								
на территории своего субъекта	355983.0	333837.0	21755.0	6304.0	13698.0	1240.0	513.0	391.0
на территории другого субъекта	5526.0	5186.0	329.0	58.0	257.0	14.0	-	11.0
на территории других стран	93.0	88.0	5.0	-	5.0	-	-	-
Сельское население, занятое в экономике	118220.0	115200.0	2916.0	717.0	1831.0	251.0	117.0	104.0
в том числе:								
на территории своего субъекта	113466.0	110639.0	2734.0	690.0	1706.0	227.0	111.0	93.0
на территории другого субъекта	2114.0	2018.0	90.0	12.0	54.0	24.0	-	6.0
на территории других стран	4.0	4.0	-	-	-	-	-	-
Смоленская область								
Городское и сельское население, занятое в экономике	427752.0	400382.0	26606.0	6465.0	17000.0	2081.0	1060.0	764.0
в том числе:								
на территории своего субъекта	403418.0	377877.0	25017.0	6107.0	15966.0	1962.0	982.0	524.0
на территории другого субъекта	9833.0	9227.0	596.0	108.0	428.0	36.0	24.0	10.0
на территории других стран	207.0	168.0	39.0	11.0	28.0	-	-	-
Мужчины, занятые в экономике	208916.0	194359.0	14189.0	3928.0	8639.0	1062.0	560.0	368.0
в том числе:								
на территории своего субъекта	193351.0	179957.0	13141.0	3665.0	7996.0	984.0	496.0	253.0
на территории другого субъекта	8207.0	7690.0	507.0	108.0	344.0	31.0	24.0	10.0
на территории других стран	125.0	95.0	30.0	11.0	19.0	-	-	-
Женщины, занятые в экономике	218836.0	206023.0	12417.0	2537.0	8361.0	1019.0	500.0	396.0
в том числе:								
на территории своего субъекта	210067.0	197920.0	11876.0	2442.0	7970.0	978.0	486.0	271.0
на территории другого субъекта	1626.0	1537.0	89.0	-	84.0	5.0	-	-
на территории других стран	82.0	73.0	9.0	-	9.0	-	-	-
Городское население, занятое в экономике	328502.0	304468.0	23400.0	5732.0	15036.0	1784.0	848.0	634.0
в том числе:								
на территории своего субъекта	309850.0	287332.0	22071.0	5401.0	14164.0	1708.0	798.0	447.0
на территории другого субъекта	7269.0	6812.0	457.0	100.0	326.0	21.0	10.0	-
на территории других стран	173.0	134.0	39.0	11.0	28.0	-	-	-
Сельское население, занятое в экономике	99250.0	95914.0	3206.0	733.0	1964.0	297.0	212.0	130.0
в том числе:								
на территории своего субъекта	93568.0	90545.0	2946.0	706.0	1802.0	254.0	184.0	77.0
на территории другого субъекта	2564.0	2415.0	139.0	8.0	102.0	15.0	14.0	10.0
на территории других стран	34.0	34.0	-	-	-	-	-	-
Тамбовская область								
Городское и сельское население, занятое в экономике	412683.0	387119.0	25143.0	5309.0	17157.0	1981.0	696.0	421.0
в том числе:								
на территории своего субъекта	397315.0	373084.0	23867.0	5117.0	16219.0	1886.0	645.0	364.0
на территории другого субъекта	4220.0	3900.0	320.0	58.0	232.0	30.0	-	-
на территории других стран	193.0	183.0	10.0	-	10.0	-	-	-
Мужчины, занятые в экономике	205830.0	191509.0	14112.0	3364.0	9193.0	1150.0	405.0	209.0
в том числе:								
на территории своего субъекта	197110.0	183586.0	13352.0	3232.0	8653.0	1091.0	376.0	172.0
на территории другого субъекта	3343.0	3118.0	225.0	38.0	169.0	18.0	-	-
на территории других стран	66.0	66.0	-	-	-	-	-	-
Женщины, занятые в экономике	206853.0	195610.0	11031.0	1945.0	7964.0	831.0	291.0	212.0
в том числе:								
на территории своего субъекта	200205.0	189498.0	10515.0	1885.0	7566.0	795.0	269.0	192.0
на территории другого субъекта	877.0	782.0	95.0	20.0	63.0	12.0	-	-
на территории других стран	127.0	117.0	10.0	-	10.0	-	-	-
Городское население, занятое в экономике	263547.0	244836.0	18421.0	4105.0	12856.0	1088.0	372.0	290.0
в том числе:								
на территории своего субъекта	253379.0	235635.0	17486.0	3967.0	12149.0	1026.0	344.0	258.0
на территории другого субъекта	2520.0	2291.0	229.0	43.0	167.0	19.0	-	-
на территории других стран	139.0	129.0	10.0	-	10.0	-	-	-
Сельское население, занятое в экономике	149136.0	142283.0	6722.0	1204.0	4301.0	893.0	324.0	131.0
в том числе:								
на территории своего субъекта	143936.0	137449.0	6381.0	1150.0	4070.0	860.0	301.0	106.0
на территории другого субъекта	1700.0	1609.0	91.0	15.0	65.0	11.0	-	-
на территории других стран	54.0	54.0	-	-	-	-	-	-
Тверская область								
Городское и сельское население, занятое в экономике	612371.0	580827.0	30710.0	9076.0	18530.0	2041.0	1063.0	834.0
в том числе:								
на территории своего субъекта	569772.0	540712.0	28399.0	8583.0	17034.0	1852.0	930.0	661.0
на территории другого субъекта	20531.0	19495.0	979.0	219.0	664.0	56.0	40.0	57.0
на территории других стран	203.0	186.0	17.0	8.0	9.0	-	-	-
Мужчины, занятые в экономике	301626.0	283777.0	17470.0	5704.0	10005.0	1169.0	592.0	379.0
в том числе:								
на территории своего субъекта	275001.0	258751.0	15968.0	5368.0	9012.0	1066.0	522.0	282.0
на территории другого субъекта	15178.0	14438.0	709.0	162.0	495.0	37.0	15.0	31.0
на территории других стран	167.0	150.0	17.0	8.0	9.0	-	-	-
Женщины, занятые в экономике	310745.0	297050.0	13240.0	3372.0	8525.0	872.0	471.0	455.0
в том числе:								
на территории своего субъекта	294771.0	281961.0	12431.0	3215.0	8022.0	786.0	408.0	379.0
на территории другого субъекта	5353.0	5057.0	270.0	57.0	169.0	19.0	25.0	26.0
на территории других стран	36.0	36.0	-	-	-	-	-	-
Городское население, занятое в экономике	482854.0	455332.0	26852.0	8207.0	16074.0	1635.0	936.0	670.0
в том числе:								
на территории своего субъекта	449158.0	423671.0	24950.0	7765.0	14878.0	1490.0	817.0	537.0
на территории другого субъекта	16519.0	15655.0	830.0	203.0	542.0	49.0	36.0	34.0
на территории других стран	195.0	178.0	17.0	8.0	9.0	-	-	-
Сельское население, занятое в экономике	129517.0	125495.0	3858.0	869.0	2456.0	406.0	127.0	164.0
в том числе:								
на территории своего субъекта	120614.0	117041.0	3449.0	818.0	2156.0	362.0	113.0	124.0
на территории другого субъекта	4012.0	3840.0	149.0	16.0	122.0	7.0	4.0	23.0
на территории других стран	8.0	8.0	-	-	-	-	-	-
Тульская область								
Городское и сельское население, занятое в экономике	690360.0	658861.0	30806.0	9556.0	18676.0	1834.0	740.0	693.0
в том числе:								
на территории своего субъекта	641530.0	611954.0	28944.0	9090.0	17545.0	1674.0	635.0	632.0
на территории другого субъекта	24538.0	23804.0	711.0	192.0	439.0	51.0	29.0	23.0
на территории других стран	206.0	206.0	-	-	-	-	-	-
Мужчины, занятые в экономике	336803.0	319327.0	17131.0	5786.0	9871.0	1086.0	388.0	345.0
в том числе:								
на территории своего субъекта	304501.0	288276.0	15913.0	5482.0	9123.0	974.0	334.0	312.0
на территории другого субъекта	19875.0	19272.0	586.0	162.0	366.0	39.0	19.0	17.0
на территории других стран	93.0	93.0	-	-	-	-	-	-
Женщины, занятые в экономике	353557.0	339534.0	13675.0	3770.0	8805.0	748.0	352.0	348.0
в том числе:								
на территории своего субъекта	337029.0	323678.0	13031.0	3608.0	8422.0	700.0	301.0	320.0
на территории другого субъекта	4663.0	4532.0	125.0	30.0	73.0	12.0	10.0	6.0
на территории других стран	113.0	113.0	-	-	-	-	-	-
Городское население, занятое в экономике	586819.0	558425.0	27801.0	8915.0	16627.0	1566.0	693.0	593.0
в том числе:								
на территории своего субъекта	546916.0	520191.0	26186.0	8485.0	15681.0	1418.0	602.0	539.0
на территории другого субъекта	18873.0	18264.0	593.0	164.0	349.0	51.0	29.0	16.0
на территории других стран	190.0	190.0	-	-	-	-	-	-
Сельское население, занятое в экономике	103541.0	100436.0	3005.0	641.0	2049.0	268.0	47.0	100.0
в том числе:								
на территории своего субъекта	94614.0	91763.0	2758.0	605.0	1864.0	256.0	33.0	93.0
на территории другого субъекта	5665.0	5540.0	118.0	28.0	90.0	-	-	7.0
на территории других стран	16.0	16.0	-	-	-	-	-	-
Ярославская область								
Городское и сельское население, занятое в экономике	618059.0	584380.0	33173.0	10407.0	20151.0	1957.0	658.0	506.0
в том числе:								
на территории своего субъекта	601347.0	569042.0	31936.0	10074.0	19342.0	1906.0	614.0	369.0
на территории другого субъекта	4187.0	3820.0	363.0	99.0	235.0	20.0	9.0	4.0
