5. ЗАНЯТОЕ В ЭКОНОМИКЕ НАСЕЛЕНИЕ ПО ВОЗРАСТНЫМ ГРУППАМ И ПОЛОЖЕНИЮ В ЗАНЯТИИ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ								
								
	Всего		в том числе по положению в занятии					
40 – 49	43068.0	41832.0	1219.0	281.0	774.0	145.0	19.0	17.0
50 – 59	16160.0	15848.0	303.0	59.0	192.0	44.0	8.0	9.0
60 – 64	931.0	904.0	27.0	5.0	20.0	2.0	-	-
65 и более	514.0	497.0	12.0	4.0	7.0	-	1.0	5.0
Возраст не указан	1.0	-	1.0	1.0	-	-	-	-
Средний возраст	38.2	38.3	37.4	38.7	37.1	37.8	34.9	39.9
Из общей численности занятых - население в возрасте:								
трудоспособном	129358.0	125677.0	3627.0	735.0	2384.0	422.0	86.0	54.0
старше трудоспособного	2507.0	2450.0	52.0	14.0	34.0	3.0	1.0	5.0
Владимирская область								
Городское и сельское население, занятое в экономике, в возрасте 15 лет и более	679047.0	643874.0	34538.0	9781.0	21542.0	1941.0	1274.0	635.0
в том числе в возрасте, лет:								
15 – 19	24912.0	24266.0	620.0	103.0	419.0	62.0	36.0	26.0
20 – 29	156199.0	148846.0	7197.0	1761.0	4679.0	474.0	283.0	156.0
30 – 39	161268.0	150037.0	11094.0	3495.0	6760.0	462.0	377.0	137.0
40 – 49	205678.0	194506.0	10990.0	3200.0	6756.0	623.0	411.0	182.0
50 – 59	107256.0	103229.0	3925.0	1080.0	2469.0	243.0	133.0	102.0
60 – 64	16121.0	15642.0	464.0	102.0	301.0	41.0	20.0	15.0
65 и более	7613.0	7348.0	248.0	40.0	158.0	36.0	14.0	17.0
Возраст не указан	98.0	96.0	1.0	-	-	1.0	-	1.0
Средний возраст	39.1	39.2	38.6	38.8	38.4	38.8	38.3	39.6
Из общей численности занятых - население в возрасте:								
трудоспособном	642157.0	608146.0	33428.0	9558.0	20814.0	1830.0	1226.0	583.0
старше трудоспособного	36640.0	35491.0	1098.0	221.0	720.0	109.0	48.0	51.0
Мужчины, занятые в экономике, в возрасте 15 лет и более	335027.0	315250.0	19478.0	6001.0	11675.0	1105.0	697.0	299.0
в том числе в возрасте, лет:								
15 – 19	15371.0	15070.0	286.0	55.0	179.0	33.0	19.0	15.0
20 – 29	82545.0	78154.0	4314.0	1124.0	2731.0	292.0	167.0	77.0
30 – 39	78359.0	71796.0	6492.0	2168.0	3817.0	288.0	219.0	71.0
40 – 49	93872.0	87889.0	5905.0	1895.0	3462.0	337.0	211.0	78.0
50 – 59	51964.0	49809.0	2110.0	668.0	1261.0	116.0	65.0	45.0
60 – 64	8784.0	8541.0	234.0	66.0	140.0	18.0	10.0	9.0
65 и более	4132.0	3991.0	137.0	25.0	85.0	21.0	6.0	4.0
Возраст не указан	48.0	46.0	1.0	-	-	1.0	-	1.0
Средний возраст	38.6	38.7	38.2	38.7	38.0	37.9	37.7	38.5
Из общей численности занятых - население в возрасте:								
трудоспособном	321943.0	302557.0	19100.0	5909.0	11446.0	1064.0	681.0	286.0
старше трудоспособного	12916.0	12532.0	371.0	91.0	225.0	39.0	16.0	13.0
Женщины, занятые в экономике, в возрасте 15 лет и более	344020.0	328624.0	15060.0	3780.0	9867.0	836.0	577.0	336.0
в том числе в возрасте, лет:								
15 – 19	9541.0	9196.0	334.0	48.0	240.0	29.0	17.0	11.0
20 – 29	73654.0	70692.0	2883.0	637.0	1948.0	182.0	116.0	79.0
30 – 39	82909.0	78241.0	4602.0	1327.0	2943.0	174.0	158.0	66.0
40 – 49	111806.0	106617.0	5085.0	1305.0	3294.0	286.0	200.0	104.0
50 – 59	55292.0	53420.0	1815.0	412.0	1208.0	127.0	68.0	57.0
60 – 64	7337.0	7101.0	230.0	36.0	161.0	23.0	10.0	6.0
65 и более	3481.0	3357.0	111.0	15.0	73.0	15.0	8.0	13.0
Возраст не указан	50.0	50.0	-	-	-	-	-	-
Средний возраст	39.6	39.6	39.0	39.0	39.0	39.9	39.1	40.5
Из общей численности занятых - население в возрасте:								
трудоспособном	320214.0	305589.0	14328.0	3649.0	9368.0	766.0	545.0	297.0
старше трудоспособного	23724.0	22959.0	727.0	130.0	495.0	70.0	32.0	38.0
Городское население, занятое в экономике, в возрасте 15 лет и более	564897.0	533189.0	31216.0	8881.0	19580.0	1662.0	1093.0	492.0
в том числе в возрасте, лет:								
15 – 19	20668.0	20124.0	521.0	93.0	346.0	53.0	29.0	23.0
20 – 29	130073.0	123412.0	6544.0	1610.0	4275.0	415.0	244.0	117.0
30 – 39	133806.0	123523.0	10176.0	3229.0	6232.0	391.0	324.0	107.0
40 – 49	168289.0	158384.0	9770.0	2838.0	6064.0	511.0	357.0	135.0
50 – 59	90576.0	86949.0	3548.0	984.0	2234.0	220.0	110.0	79.0
60 – 64	14585.0	14139.0	431.0	91.0	282.0	40.0	18.0	15.0
65 и более	6900.0	6658.0	226.0	36.0	147.0	32.0	11.0	16.0
Возраст не указан	76.0	75.0	1.0	-	-	1.0	-	-
Средний возраст	39.2	39.3	38.5	38.8	38.4	38.8	38.3	39.8
Из общей численности занятых - население в возрасте:								
трудоспособном	531779.0	501150.0	30184.0	8678.0	18898.0	1557.0	1051.0	445.0
старше трудоспособного	32954.0	31885.0	1023.0	202.0	676.0	103.0	42.0	46.0
Сельское население, занятое в экономике, в возрасте 15 лет и более	114150.0	110685.0	3322.0	900.0	1962.0	279.0	181.0	143.0
в том числе в возрасте, лет:								
15 – 19	4244.0	4142.0	99.0	10.0	73.0	9.0	7.0	3.0
20 – 29	26126.0	25434.0	653.0	151.0	404.0	59.0	39.0	39.0
30 – 39	27462.0	26514.0	918.0	266.0	528.0	71.0	53.0	30.0
40 – 49	37389.0	36122.0	1220.0	362.0	692.0	112.0	54.0	47.0
50 – 59	16680.0	16280.0	377.0	96.0	235.0	23.0	23.0	23.0
60 – 64	1536.0	1503.0	33.0	11.0	19.0	1.0	2.0	-
65 и более	713.0	690.0	22.0	4.0	11.0	4.0	3.0	1.0
Возраст не указан	22.0	21.0	-	-	-	-	-	1.0
Средний возраст	38.7	38.7	38.8	39.6	38.5	38.5	38.3	38.8
Из общей численности занятых - население в возрасте:								
трудоспособном	110378.0	106996.0	3244.0	880.0	1916.0	273.0	175.0	138.0
старше трудоспособного	3686.0	3606.0	75.0	19.0	44.0	6.0	6.0	5.0
Воронежская область								
Городское и сельское население, занятое в экономике, в возрасте 15 лет и более	914838.0	864774.0	48549.0	11284.0	30351.0	4883.0	2031.0	1515.0
в том числе в возрасте, лет:								
15 – 19	19740.0	19169.0	537.0	63.0	340.0	99.0	35.0	34.0
20 – 29	199203.0	189708.0	9175.0	1942.0	5804.0	1017.0	412.0	320.0
30 – 39	231279.0	216069.0	14822.0	3793.0	9083.0	1352.0	594.0	388.0
40 – 49	292236.0	275362.0	16415.0	3933.0	10367.0	1494.0	621.0	459.0
50 – 59	146299.0	139559.0	6511.0	1364.0	4133.0	717.0	297.0	229.0
60 – 64	17434.0	16739.0	663.0	126.0	394.0	106.0	37.0	32.0
65 и более	8647.0	8168.0	426.0	63.0	230.0	98.0	35.0	53.0
Возраст не указан	175.0	159.0	13.0	4.0	8.0	-	1.0	3.0
Средний возраст	39.5	39.5	39.6	39.5	39.6	39.7	39.6	40.4
Из общей численности занятых - население в возрасте:								
трудоспособном	874452.0	826121.0	46930.0	11023.0	29374.0	4608.0	1925.0	1401.0
старше трудоспособного	40169.0	38445.0	1610.0	261.0	971.0	275.0	103.0	114.0
Мужчины, занятые в экономике, в возрасте 15 лет и более	469603.0	441275.0	27615.0	7431.0	16472.0	2620.0	1092.0	713.0
в том числе в возрасте, лет:								
15 – 19	11342.0	11030.0	291.0	36.0	174.0	59.0	22.0	21.0
20 – 29	109834.0	104237.0	5435.0	1260.0	3383.0	557.0	235.0	162.0
30 – 39	117430.0	108569.0	8687.0	2528.0	5065.0	764.0	330.0	174.0
40 – 49	140287.0	131127.0	8953.0	2555.0	5321.0	758.0	319.0	207.0
50 – 59	75251.0	71489.0	3650.0	926.0	2205.0	373.0	146.0	112.0
60 – 64	10378.0	9995.0	369.0	82.0	205.0	61.0	21.0	14.0
65 и более	5081.0	4828.0	230.0	44.0	119.0	48.0	19.0	23.0
Возраст не указан	88.0	79.0	8.0	2.0	5.0	-	1.0	1.0
Средний возраст	39.3	39.3	39.3	39.6	39.2	39.3	39.1	39.9
Из общей численности занятых - население в возрасте:								
трудоспособном	453988.0	426304.0	27008.0	7305.0	16143.0	2511.0	1049.0	676.0
старше трудоспособного	15459.0	14823.0	599.0	126.0	324.0	109.0	40.0	37.0
Женщины, занятые в экономике, в возрасте 15 лет и более	445235.0	423499.0	20934.0	3853.0	13879.0	2263.0	939.0	802.0
в том числе в возрасте, лет:								
15 – 19	8398.0	8139.0	246.0	27.0	166.0	40.0	13.0	13.0
20 – 29	89369.0	85471.0	3740.0	682.0	2421.0	460.0	177.0	158.0
30 – 39	113849.0	107500.0	6135.0	1265.0	4018.0	588.0	264.0	214.0
40 – 49	151949.0	144235.0	7462.0	1378.0	5046.0	736.0	302.0	252.0
50 – 59	71048.0	68070.0	2861.0	438.0	1928.0	344.0	151.0	117.0
60 – 64	7056.0	6744.0	294.0	44.0	189.0	45.0	16.0	18.0
65 и более	3566.0	3340.0	196.0	19.0	111.0	50.0	16.0	30.0
Возраст не указан	87.0	80.0	5.0	2.0	3.0	-	-	2.0
Средний возраст	39.8	39.8	39.9	39.3	40.0	40.2	40.1	40.9
Из общей численности занятых - население в возрасте:								
трудоспособном	420464.0	399817.0	19922.0	3718.0	13231.0	2097.0	876.0	725.0
старше трудоспособного	24710.0	23622.0	1011.0	135.0	647.0	166.0	63.0	77.0
Городское население, занятое в экономике, в возрасте 15 лет и более	627809.0	587939.0	38681.0	9101.0	24349.0	3634.0	1597.0	1189.0
в том числе в возрасте, лет:								
15 – 19	13500.0	13062.0	411.0	44.0	276.0	66.0	25.0	27.0
20 – 29	139187.0	131378.0	7557.0	1646.0	4805.0	780.0	326.0	252.0
30 – 39	153998.0	141986.0	11714.0	3120.0	7174.0	961.0	459.0	298.0
40 – 49	196361.0	183161.0	12848.0	3078.0	8179.0	1119.0	472.0	352.0
50 – 59	103235.0	97792.0	5258.0	1070.0	3385.0	547.0	256.0	185.0
60 – 64	14416.0	13830.0	559.0	97.0	349.0	84.0	29.0	27.0
65 и более	7112.0	6730.0	334.0	46.0	181.0	77.0	30.0	48.0
Возраст не указан	124.0	110.0	11.0	4.0	6.0	-	1.0	3.0
Средний возраст	39.7	39.7	39.5	39.2	39.5	39.8	39.8	40.7
Из общей численности занятых - население в возрасте:								
трудоспособном	594972.0	556550.0	37333.0	8901.0	23515.0	3408.0	1509.0	1089.0
старше трудоспособного	32723.0	31279.0	1344.0	200.0	832.0	226.0	86.0	100.0
Сельское население, занятое в экономике, в возрасте 15 лет и более	287029.0	276835.0	9868.0	2183.0	6002.0	1249.0	434.0	326.0
в том числе в возрасте, лет:								
15 – 19	6240.0	6107.0	126.0	19.0	64.0	33.0	10.0	7.0
20 – 29	60016.0	58330.0	1618.0	296.0	999.0	237.0	86.0	68.0
30 – 39	77281.0	74083.0	3108.0	673.0	1909.0	391.0	135.0	90.0
40 – 49	95875.0	92201.0	3567.0	855.0	2188.0	375.0	149.0	107.0
50 – 59	43064.0	41767.0	1253.0	294.0	748.0	170.0	41.0	44.0
60 – 64	3018.0	2909.0	104.0	29.0	45.0	22.0	8.0	5.0
65 и более	1535.0	1438.0	92.0	17.0	49.0	21.0	5.0	5.0
Возраст не указан	51.0	49.0	2.0	-	2.0	-	-	-
Средний возраст	39.2	39.2	39.8	40.7	39.7	39.4	38.7	39.3
Из общей численности занятых - население в возрасте:								
трудоспособном	279480.0	269571.0	9597.0	2122.0	5859.0	1200.0	416.0	312.0
старше трудоспособного	7446.0	7166.0	266.0	61.0	139.0	49.0	17.0	14.0
Ивановская область								
Городское и сельское население, занятое в экономике, в возрасте 15 лет и более	490773.0	464261.0	25871.0	7709.0	16238.0	1236.0	688.0	641.0
в том числе в возрасте, лет:								
15 – 19	14153.0	13766.0	360.0	47.0	266.0	31.0	16.0	27.0
20 – 29	115415.0	110007.0	5251.0	1393.0	3450.0	270.0	138.0	157.0
30 – 39	120884.0	111872.0	8866.0	2971.0	5361.0	334.0	200.0	146.0
40 – 49	147407.0	139232.0	7999.0	2429.0	5006.0	350.0	214.0	176.0
50 – 59	79442.0	76359.0	2984.0	787.0	1885.0	209.0	103.0	99.0
60 – 64	9476.0	9178.0	279.0	59.0	185.0	24.0	11.0	19.0
65 и более	3996.0	3847.0	132.0	23.0	85.0	18.0	6.0	17.0
Возраст не указан	36.0	35.0	1.0	-	1.0	-	-	-
Средний возраст	39.0	39.1	38.5	38.5	38.4	39.6	39.2	39.4
Из общей численности занятых - население в возрасте:								
трудоспособном	468379.0	442583.0	25207.0	7581.0	15799.0	1163.0	664.0	589.0
старше трудоспособного	22207.0	21497.0	658.0	127.0	437.0	70.0	24.0	52.0
Мужчины, занятые в экономике, в возрасте 15 лет и более	235649.0	220177.0	15159.0	4846.0	9218.0	712.0	383.0	313.0
в том числе в возрасте, лет:								
15 – 19	7754.0	7541.0	196.0	26.0	140.0	19.0	11.0	17.0
20 – 29	59625.0	56375.0	3170.0	869.0	2054.0	168.0	79.0	80.0
30 – 39	57925.0	52326.0	5519.0	1967.0	3231.0	200.0	121.0	80.0
40 – 49	65628.0	61093.0	4458.0	1464.0	2704.0	186.0	104.0	77.0
50 – 59	37851.0	36198.0	1609.0	467.0	969.0	115.0	58.0	44.0
60 – 64	4899.0	4745.0	142.0	38.0	85.0	14.0	5.0	12.0
65 и более	1967.0	1899.0	65.0	15.0	35.0	10.0	5.0	3.0
Возраст не указан	21.0	20.0	1.0	-	1.0	-	-	-
Средний возраст	38.6	38.6	38.1	38.3	37.8	38.9	38.7	38.2
Из общей численности занятых - население в возрасте:								
трудоспособном	228674.0	213428.0	14948.0	4792.0	9097.0	686.0	373.0	298.0
старше трудоспособного	6866.0	6644.0	207.0	53.0	120.0	24.0	10.0	15.0
Женщины, занятые в экономике, в возрасте 15 лет и более	255124.0	244084.0	10712.0	2863.0	7020.0	524.0	305.0	328.0
в том числе в возрасте, лет:								
15 – 19	6399.0	6225.0	164.0	21.0	126.0	12.0	5.0	10.0
20 – 29	55790.0	53632.0	2081.0	524.0	1396.0	102.0	59.0	77.0
30 – 39	62959.0	59546.0	3347.0	1004.0	2130.0	134.0	79.0	66.0
40 – 49	81779.0	78139.0	3541.0	965.0	2302.0	164.0	110.0	99.0
50 – 59	41591.0	40161.0	1375.0	320.0	916.0	94.0	45.0	55.0
60 – 64	4577.0	4433.0	137.0	21.0	100.0	10.0	6.0	7.0
65 и более	2029.0	1948.0	67.0	8.0	50.0	8.0	1.0	14.0
Возраст не указан	15.0	15.0	-	-	-	-	-	-
Средний возраст	39.4	39.5	39.1	38.8	39.1	40.5	39.8	40.5
Из общей численности занятых - население в возрасте:								
трудоспособном	239705.0	229155.0	10259.0	2789.0	6702.0	477.0	291.0	291.0
старше трудоспособного	15341.0	14853.0	451.0	74.0	317.0	46.0	14.0	37.0
Городское население, занятое в экономике, в возрасте 15 лет и более	416987.0	393229.0	23188.0	7123.0	14473.0	1016.0	576.0	570.0
в том числе в возрасте, лет:								
15 – 19	12011.0	11688.0	298.0	45.0	219.0	22.0	12.0	25.0
20 – 29	99796.0	94885.0	4770.0	1306.0	3124.0	222.0	118.0	141.0
30 – 39	102904.0	94714.0	8067.0	2772.0	4845.0	278.0	172.0	123.0
40 – 49	121922.0	114756.0	7005.0	2200.0	4350.0	285.0	170.0	161.0
50 – 59	68218.0	65440.0	2689.0	732.0	1695.0	172.0	90.0	89.0
60 – 64	8532.0	8274.0	241.0	47.0	164.0	20.0	10.0	17.0
65 и более	3604.0	3472.0	118.0	21.0	76.0	17.0	4.0	14.0
Возраст не указан	26.0	25.0	1.0	-	1.0	-	-	-
Средний возраст	39.0	39.0	38.4	38.4	38.3	39.7	39.2	39.3
Из общей численности занятых - население в возрасте:								
трудоспособном	396888.0	373769.0	22594.0	7012.0	14077.0	949.0	556.0	525.0
старше трудоспособного	19959.0	19324.0	590.0	110.0	395.0	65.0	20.0	45.0
Сельское население, занятое в экономике, в возрасте 15 лет и более	73786.0	71032.0	2683.0	586.0	1765.0	220.0	112.0	71.0
в том числе в возрасте, лет:								
15 – 19	2142.0	2078.0	62.0	2.0	47.0	9.0	4.0	2.0
20 – 29	15619.0	15122.0	481.0	87.0	326.0	48.0	20.0	16.0
30 – 39	17980.0	17158.0	799.0	199.0	516.0	56.0	28.0	23.0
40 – 49	25485.0	24476.0	994.0	229.0	656.0	65.0	44.0	15.0
50 – 59	11224.0	10919.0	295.0	55.0	190.0	37.0	13.0	10.0
60 – 64	944.0	904.0	38.0	12.0	21.0	4.0	1.0	2.0
65 и более	392.0	375.0	14.0	2.0	9.0	1.0	2.0	3.0
Возраст не указан	10.0	10.0	-	-	-	-	-	-
Средний возраст	39.2	39.2	39.1	39.9	38.9	38.9	39.4	39.9
Из общей численности занятых - население в возрасте:								
трудоспособном	71491.0	68814.0	2613.0	569.0	1722.0	214.0	108.0	64.0
старше трудоспособного	2248.0	2173.0	68.0	17.0	42.0	5.0	4.0	7.0
Калужская область								
Городское и сельское население, занятое в экономике, в возрасте 15 лет и более	475214.0	452403.0	22463.0	6872.0	13903.0	1266.0	422.0	348.0
в том числе в возрасте, лет:								
15 – 19	12762.0	12458.0	294.0	48.0	203.0	34.0	9.0	10.0
