5. ЖЕНЩИНЫ НАИБОЛЕЕ МНОГОЧИСЛЕННЫХ НАЦИОНАЛЬНОСТЕЙ ПО ВОЗРАСТНЫМ ГРУППАМ И ЧИСЛУ РОЖДЕННЫХ ДЕТЕЙ													
ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ													
													
	Всего	Женщины, указавшие число рожденных детей	из них женщины с числом рожденных детей								Общее число рожденных детей	Среднее число рожденных детей (на 1000 женщин)	Женщины, не указавшие число рожденных детей
в том числе в возрасте, лет:													
15 – 17	14503.0	13921.0	13649.0	247.0	25.0	-	-	-	-	-	297.0	21.0	582.0
18 – 19	10712.0	10409.0	9269.0	1054.0	77.0	9.0	-	-	-	-	1235.0	119.0	303.0
20 – 24	28775.0	28061.0	15459.0	10497.0	1881.0	185.0	25.0	5.0	9.0	-	14993.0	534.0	714.0
25 – 29	23172.0	22780.0	4653.0	11928.0	5341.0	616.0	150.0	40.0	13.0	39.0	25653.0	1126.0	392.0
30 – 34	15721.0	15585.0	1216.0	6082.0	6573.0	1252.0	272.0	88.0	55.0	47.0	25230.0	1619.0	136.0
35 – 39	18141.0	18013.0	909.0	4338.0	9020.0	2620.0	720.0	173.0	81.0	152.0	35704.0	1982.0	128.0
40 – 44	27084.0	26918.0	1018.0	4672.0	13725.0	5343.0	1200.0	512.0	196.0	252.0	58809.0	2185.0	166.0
45 – 49	30641.0	30422.0	1076.0	5080.0	15308.0	6151.0	1489.0	769.0	283.0	266.0	67822.0	2229.0	219.0
50 – 54	26964.0	26765.0	1202.0	4915.0	12923.0	5102.0	1206.0	812.0	325.0	280.0	59249.0	2214.0	199.0
55 – 59	7428.0	7384.0	311.0	1376.0	3386.0	1393.0	410.0	251.0	146.0	111.0	16978.0	2299.0	44.0
60 – 64	18072.0	17944.0	936.0	2782.0	6657.0	4027.0	1684.0	1018.0	402.0	438.0	46023.0	2565.0	128.0
65 – 69	15337.0	15188.0	707.0	2175.0	4934.0	3470.0	1641.0	1161.0	508.0	592.0	42844.0	2821.0	149.0
70 и более	33410.0	33077.0	1991.0	5276.0	7835.0	6729.0	4284.0	3015.0	1778.0	2169.0	101800.0	3078.0	333.0
Кабардинцы													
Женщины в возрасте 15 лет и более	205886.0	205344.0	63270.0	31256.0	48698.0	33797.0	14687.0	7141.0	3379.0	3116.0	369440.0	1799.0	542.0
в том числе в возрасте, лет:													
15 – 17	16127.0	16064.0	15905.0	148.0	11.0	-	-	-	-	-	170.0	11.0	63.0
18 – 19	11475.0	11417.0	10645.0	663.0	100.0	9.0	-	-	-	-	890.0	78.0	58.0
20 – 24	25862.0	25749.0	17672.0	5119.0	2589.0	271.0	51.0	4.0	39.0	4.0	11596.0	450.0	113.0
25 – 29	20179.0	20128.0	7103.0	4838.0	6066.0	1719.0	264.0	51.0	24.0	63.0	24090.0	1197.0	51.0
30 – 34	19965.0	19935.0	3806.0	3676.0	7468.0	3859.0	822.0	170.0	63.0	71.0	35275.0	1770.0	30.0
35 – 39	22356.0	22292.0	2358.0	3574.0	7940.0	6113.0	1644.0	410.0	122.0	131.0	48172.0	2161.0	64.0
40 – 44	21717.0	21671.0	1804.0	2951.0	7392.0	6232.0	2319.0	545.0	202.0	226.0	51388.0	2371.0	46.0
45 – 49	15351.0	15303.0	982.0	2185.0	5010.0	4325.0	1822.0	622.0	189.0	168.0	38052.0	2487.0	48.0
50 – 54	11270.0	11236.0	654.0	1761.0	3331.0	2980.0	1391.0	670.0	267.0	182.0	29396.0	2616.0	34.0
55 – 59	7130.0	7123.0	353.0	1178.0	1983.0	1702.0	994.0	540.0	231.0	142.0	19358.0	2718.0	7.0
60 – 64	12687.0	12679.0	690.0	1896.0	2845.0	2808.0	2142.0	1375.0	553.0	370.0	37683.0	2972.0	8.0
65 – 69	8630.0	8620.0	462.0	1196.0	1671.0	1602.0	1436.0	1081.0	639.0	533.0	28479.0	3304.0	10.0
70 и более	13137.0	13127.0	836.0	2071.0	2292.0	2177.0	1802.0	1673.0	1050.0	1226.0	44891.0	3420.0	10.0
Осетины													
Женщины в возрасте 15 лет и более	214791.0	212873.0	64385.0	36671.0	55521.0	34498.0	12921.0	5358.0	1855.0	1664.0	354355.0	1665.0	1918.0
в том числе в возрасте, лет:													
15 – 17	13186.0	12956.0	12780.0	149.0	27.0	-	-	-	-	-	203.0	16.0	230.0
18 – 19	8722.0	8600.0	8146.0	374.0	76.0	4.0	-	-	-	-	538.0	63.0	122.0
20 – 24	19775.0	19487.0	14863.0	3303.0	1146.0	113.0	15.0	10.0	32.0	5.0	6271.0	322.0	288.0
25 – 29	19182.0	18974.0	8573.0	5136.0	4317.0	770.0	103.0	19.0	18.0	38.0	17008.0	896.0	208.0
30 – 34	19114.0	18955.0	4984.0	4693.0	6575.0	2194.0	363.0	65.0	21.0	60.0	26813.0	1415.0	159.0
35 – 39	20368.0	20214.0	3341.0	4102.0	7916.0	3730.0	786.0	199.0	50.0	90.0	36312.0	1796.0	154.0
40 – 44	20685.0	20519.0	2326.0	3495.0	8060.0	4893.0	1205.0	328.0	99.0	113.0	42277.0	2060.0	166.0
45 – 49	16000.0	15898.0	1575.0	2679.0	5666.0	4144.0	1202.0	408.0	116.0	108.0	34959.0	2199.0	102.0
50 – 54	13592.0	13495.0	1255.0	2353.0	4632.0	3421.0	1123.0	475.0	138.0	98.0	30400.0	2253.0	97.0
55 – 59	8990.0	8927.0	844.0	1583.0	2882.0	2274.0	827.0	348.0	94.0	75.0	20384.0	2283.0	63.0
60 – 64	16963.0	16844.0	1629.0	2849.0	5159.0	4249.0	1914.0	741.0	161.0	142.0	39396.0	2339.0	119.0
65 – 69	13770.0	13699.0	1446.0	2158.0	3672.0	3444.0	1836.0	775.0	237.0	131.0	33525.0	2447.0	71.0
70 и более	24444.0	24305.0	2623.0	3797.0	5393.0	5262.0	3547.0	1990.0	889.0	804.0	66269.0	2727.0	139.0
Даргинцы													
Женщины в возрасте 15 лет и более	182331.0	181296.0	54697.0	23198.0	35650.0	28491.0	16018.0	9608.0	5644.0	7990.0	391975.0	2162.0	1035.0
в том числе в возрасте, лет:													
15 – 17	17230.0	17015.0	16805.0	189.0	21.0	-	-	-	-	-	231.0	14.0	215.0
18 – 19	11765.0	11695.0	10987.0	608.0	94.0	6.0	-	-	-	-	814.0	70.0	70.0
20 – 24	24173.0	24019.0	14960.0	5966.0	2704.0	303.0	50.0	18.0	13.0	5.0	12686.0	528.0	154.0
25 – 29	20758.0	20637.0	4552.0	5146.0	7786.0	2568.0	462.0	35.0	13.0	75.0	31117.0	1508.0	121.0
30 – 34	20759.0	20664.0	2388.0	3135.0	7769.0	5267.0	1585.0	354.0	70.0	96.0	43775.0	2118.0	95.0
35 – 39	20342.0	20270.0	1460.0	2059.0	5889.0	6345.0	3011.0	1008.0	313.0	185.0	53300.0	2630.0	72.0
40 – 44	18159.0	18090.0	978.0	1844.0	4206.0	5190.0	3251.0	1625.0	636.0	360.0	53528.0	2959.0	69.0
45 – 49	11534.0	11489.0	586.0	1113.0	2212.0	2760.0	2215.0	1329.0	700.0	574.0	38090.0	3315.0	45.0
50 – 54	7795.0	7747.0	350.0	658.0	1172.0	1565.0	1221.0	1202.0	647.0	932.0	30155.0	3892.0	48.0
55 – 59	4007.0	3993.0	222.0	292.0	608.0	678.0	629.0	565.0	404.0	595.0	16333.0	4090.0	14.0
60 – 64	6612.0	6579.0	302.0	484.0	766.0	956.0	960.0	887.0	758.0	1466.0	29946.0	4552.0	33.0
65 – 69	7170.0	7158.0	329.0	555.0	819.0	963.0	917.0	1081.0	855.0	1639.0	33127.0	4628.0	12.0
70 и более	12027.0	11940.0	778.0	1149.0	1604.0	1890.0	1717.0	1504.0	1235.0	2063.0	48873.0	4093.0	87.0
Буряты													
Женщины в возрасте 15 лет и более	180116.0	175730.0	47000.0	35968.0	41001.0	23905.0	10216.0	7962.0	3766.0	5912.0	342529.0	1949.0	4386.0
в том числе в возрасте, лет:													
15 – 17	15207.0	14435.0	14284.0	145.0	6.0	-	-	-	-	-	157.0	11.0	772.0
18 – 19	9233.0	8841.0	8157.0	645.0	39.0	-	-	-	-	-	723.0	82.0	392.0
20 – 24	20312.0	19479.0	12104.0	5920.0	1277.0	131.0	42.0	-	5.0	-	9065.0	465.0	833.0
25 – 29	17496.0	16934.0	4635.0	6889.0	4386.0	818.0	127.0	24.0	20.0	35.0	19143.0	1130.0	562.0
30 – 34	15769.0	15468.0	1936.0	5031.0	5828.0	1998.0	476.0	118.0	55.0	26.0	25698.0	1661.0	301.0
35 – 39	17666.0	17396.0	1331.0	3970.0	6693.0	3611.0	1161.0	396.0	118.0	116.0	36383.0	2091.0	270.0
40 – 44	20550.0	20298.0	1190.0	3780.0	7009.0	4830.0	1996.0	974.0	282.0	237.0	48733.0	2401.0	252.0
45 – 49	17233.0	17002.0	1030.0	2885.0	5131.0	4100.0	1736.0	1267.0	470.0	383.0	44615.0	2624.0	231.0
50 – 54	12721.0	12500.0	678.0	1979.0	3744.0	2702.0	1183.0	1224.0	456.0	534.0	35498.0	2840.0	221.0
55 – 59	5717.0	5637.0	315.0	924.0	1523.0	1161.0	550.0	548.0	252.0	364.0	16847.0	2989.0	80.0
60 – 64	8345.0	8254.0	397.0	1177.0	1939.0	1462.0	699.0	1026.0	516.0	1038.0	29472.0	3571.0	91.0
65 – 69	6075.0	5984.0	275.0	646.0	1227.0	1037.0	698.0	793.0	465.0	843.0	22956.0	3836.0	91.0
70 и более	13792.0	13502.0	668.0	1977.0	2199.0	2055.0	1548.0	1592.0	1127.0	2336.0	53239.0	3943.0	290.0
Якуты													
Женщины в возрасте 15 лет и более	169812.0	164792.0	47973.0	31267.0	33991.0	21916.0	13079.0	6834.0	3656.0	6076.0	325023.0	1972.0	5020.0
в том числе в возрасте, лет:													
15 – 17	15119.0	14008.0	13653.0	293.0	62.0	-	-	-	-	-	417.0	30.0	1111.0
18 – 19	9926.0	9350.0	8435.0	840.0	69.0	6.0	-	-	-	-	996.0	107.0	576.0
20 – 24	18636.0	17842.0	10151.0	5749.0	1626.0	249.0	46.0	14.0	6.0	1.0	10045.0	563.0	794.0
25 – 29	15281.0	14841.0	3700.0	5407.0	4095.0	1197.0	350.0	49.0	20.0	23.0	19145.0	1290.0	440.0
30 – 34	15704.0	15406.0	2189.0	3904.0	5106.0	2713.0	1003.0	323.0	102.0	66.0	29068.0	1887.0	298.0
35 – 39	18558.0	18273.0	1904.0	3566.0	5932.0	3671.0	2019.0	759.0	229.0	193.0	41268.0	2258.0	285.0
40 – 44	20178.0	19751.0	2005.0	3542.0	5754.0	4191.0	2365.0	1123.0	440.0	331.0	47955.0	2428.0	427.0
45 – 49	16508.0	16275.0	1928.0	2674.0	4102.0	3382.0	2134.0	1091.0	516.0	448.0	41790.0	2568.0	233.0
50 – 54	11470.0	11264.0	1448.0	1856.0	2623.0	2286.0	1520.0	770.0	346.0	415.0	29285.0	2600.0	206.0
55 – 59	6554.0	6421.0	725.0	1061.0	1351.0	1277.0	949.0	491.0	231.0	336.0	18016.0	2806.0	133.0
60 – 64	6097.0	5981.0	585.0	717.0	1204.0	1041.0	828.0	598.0	315.0	693.0	20374.0	3406.0	116.0
65 – 69	6131.0	5972.0	562.0	659.0	861.0	849.0	814.0	611.0	498.0	1118.0	23831.0	3990.0	159.0
70 и более	9650.0	9408.0	688.0	999.0	1206.0	1054.0	1051.0	1005.0	953.0	2452.0	42833.0	4553.0	242.0
Кумыки													
Женщины в возрасте 15 лет и более	152242.0	151437.0	46339.0	20982.0	31626.0	25171.0	13098.0	6839.0	3252.0	4130.0	299448.0	1977.0	805.0
в том числе в возрасте, лет:													
15 – 17	14449.0	14308.0	14167.0	125.0	16.0	-	-	-	-	-	157.0	11.0	141.0
18 – 19	9915.0	9856.0	9281.0	494.0	74.0	7.0	-	-	-	-	663.0	67.0	59.0
20 – 24	20445.0	20317.0	12893.0	4864.0	2177.0	314.0	35.0	15.0	4.0	15.0	10504.0	517.0	128.0
25 – 29	16674.0	16593.0	4288.0	4149.0	5940.0	1810.0	277.0	70.0	19.0	40.0	23363.0	1408.0	81.0
30 – 34	15884.0	15807.0	1892.0	2989.0	5815.0	3745.0	1023.0	230.0	49.0	64.0	31890.0	2017.0	77.0
35 – 39	16481.0	16382.0	1095.0	2034.0	5347.0	5080.0	1960.0	525.0	164.0	177.0	40882.0	2496.0	99.0
40 – 44	15864.0	15802.0	764.0	1763.0	4183.0	5024.0	2758.0	862.0	273.0	175.0	43607.0	2760.0	62.0
45 – 49	11004.0	10977.0	543.0	1264.0	2588.0	3145.0	1965.0	966.0	249.0	257.0	32057.0	2920.0	27.0
50 – 54	7869.0	7849.0	334.0	766.0	1724.0	2043.0	1417.0	878.0	373.0	314.0	25166.0	3206.0	20.0
55 – 59	4036.0	4016.0	195.0	382.0	840.0	808.0	700.0	542.0	278.0	271.0	13858.0	3451.0	20.0
60 – 64	5959.0	5936.0	248.0	677.0	1048.0	1053.0	902.0	826.0	511.0	671.0	22190.0	3738.0	23.0
65 – 69	5324.0	5286.0	215.0	563.0	691.0	809.0	860.0	781.0	561.0	806.0	21692.0	4104.0	38.0
70 и более	8338.0	8308.0	424.0	912.0	1183.0	1333.0	1201.0	1144.0	771.0	1340.0	33419.0	4023.0	30.0
Ингуши													
Женщины в возрасте 15 лет и более	142722.0	124164.0	54430.0	8179.0	11855.0	12149.0	11108.0	8960.0	6357.0	11126.0	288700.0	2325.0	18558.0
в том числе в возрасте, лет:													
15 – 17	14192.0	11997.0	11887.0	86.0	24.0	-	-	-	-	-	134.0	11.0	2195.0
18 – 19	9261.0	7931.0	7581.0	248.0	84.0	18.0	-	-	-	-	470.0	59.0	1330.0
20 – 24	20953.0	17787.0	14203.0	1492.0	1279.0	525.0	176.0	55.0	45.0	12.0	6958.0	391.0	3166.0
25 – 29	17161.0	14498.0	7881.0	1388.0	2084.0	1607.0	892.0	364.0	139.0	143.0	17725.0	1223.0	2663.0
30 – 34	16466.0	14139.0	5151.0	1193.0	2124.0	2194.0	1663.0	963.0	479.0	372.0	29292.0	2072.0	2327.0
35 – 39	15151.0	13337.0	3141.0	936.0	1721.0	2155.0	2120.0	1534.0	894.0	836.0	38856.0	2913.0	1814.0
40 – 44	14177.0	12628.0	1920.0	760.0	1497.0	1910.0	2093.0	1716.0	1237.0	1495.0	45676.0	3617.0	1549.0
45 – 49	9844.0	8891.0	1036.0	525.0	959.0	1188.0	1390.0	1379.0	939.0	1475.0	35906.0	4038.0	953.0
50 – 54	6351.0	5751.0	548.0	319.0	579.0	704.0	776.0	859.0	714.0	1252.0	25528.0	4439.0	600.0
55 – 59	3644.0	3282.0	297.0	188.0	284.0	345.0	422.0	464.0	405.0	877.0	15666.0	4773.0	362.0
60 – 64	5314.0	4815.0	286.0	302.0	378.0	508.0	533.0	630.0	562.0	1616.0	25201.0	5234.0	499.0
65 – 69	4218.0	3787.0	194.0	246.0	341.0	372.0	429.0	418.0	405.0	1382.0	20579.0	5434.0	431.0
70 и более	5990.0	5321.0	305.0	496.0	501.0	623.0	614.0	578.0	538.0	1666.0	26709.0	5020.0	669.0
Лезгины													
Женщины в возрасте 15 лет и более	147439.0	146074.0	44004.0	18022.0	33169.0	23660.0	11565.0	6832.0	3932.0	4890.0	298780.0	2045.0	1365.0
в том числе в возрасте, лет:													
15 – 17	14466.0	14141.0	13990.0	116.0	35.0	-	-	-	-	-	186.0	13.0	325.0
18 – 19	9975.0	9852.0	9288.0	462.0	98.0	4.0	-	-	-	-	670.0	68.0	123.0
20 – 24	19438.0	19184.0	11951.0	4734.0	2197.0	231.0	37.0	-	26.0	8.0	10181.0	531.0	254.0
25 – 29	15994.0	15858.0	3696.0	4269.0	5985.0	1595.0	272.0	10.0	10.0	21.0	22386.0	1412.0	136.0
30 – 34	16046.0	15909.0	1589.0	2369.0	7298.0	3558.0	840.0	180.0	51.0	24.0	32401.0	2037.0	137.0
35 – 39	16577.0	16448.0	1074.0	1772.0	6305.0	5014.0	1751.0	354.0	87.0	91.0	39483.0	2400.0	129.0
40 – 44	16165.0	16068.0	849.0	1284.0	4927.0	5462.0	2420.0	663.0	276.0	187.0	43634.0	2716.0	97.0
45 – 49	10503.0	10440.0	442.0	1024.0	2397.0	3205.0	1811.0	975.0	389.0	197.0	31418.0	3009.0	63.0
50 – 54	7068.0	7043.0	310.0	523.0	1379.0	1671.0	1356.0	1007.0	437.0	360.0	24216.0	3438.0	25.0
55 – 59	2933.0	2923.0	100.0	265.0	502.0	526.0	575.0	462.0	225.0	268.0	10937.0	3742.0	10.0
60 – 64	5257.0	5237.0	201.0	307.0	683.0	759.0	784.0	1015.0	623.0	865.0	22804.0	4354.0	20.0
65 – 69	5322.0	5314.0	168.0	324.0	566.0	709.0	656.0	898.0	799.0	1194.0	25170.0	4737.0	8.0
70 и более	7695.0	7657.0	346.0	573.0	797.0	926.0	1063.0	1268.0	1009.0	1675.0	35294.0	4609.0	38.0
Коми													
Женщины в возрасте 15 лет и более	141697.0	139876.0	26745.0	33426.0	45172.0	19185.0	6745.0	3966.0	2120.0	2517.0	261450.0	1869.0	1821.0
в том числе в возрасте, лет:													
15 – 17	7497.0	7203.0	7036.0	149.0	18.0	-	-	-	-	-	185.0	26.0	294.0
18 – 19	4682.0	4556.0	4043.0	462.0	48.0	3.0	-	-	-	-	567.0	124.0	126.0
20 – 24	11128.0	10853.0	5952.0	4227.0	612.0	36.0	18.0	4.0	4.0	-	5675.0	523.0	275.0
25 – 29	10739.0	10601.0	2391.0	5585.0	2295.0	280.0	35.0	9.0	1.0	5.0	11245.0	1061.0	138.0
30 – 34	9757.0	9657.0	1051.0	3992.0	3628.0	780.0	143.0	28.0	11.0	24.0	14551.0	1507.0	100.0
35 – 39	13173.0	13039.0	926.0	3696.0	6086.0	1795.0	391.0	88.0	23.0	34.0	23649.0	1814.0	134.0
40 – 44	17036.0	16911.0	1086.0	3606.0	8096.0	3008.0	754.0	238.0	62.0	61.0	33877.0	2003.0	125.0
45 – 49	15303.0	15206.0	780.0	2913.0	6853.0	3132.0	957.0	365.0	109.0	97.0	33058.0	2174.0	97.0
50 – 54	12128.0	11996.0	839.0	2372.0	5215.0	2437.0	632.0	309.0	95.0	97.0	25515.0	2127.0	132.0
55 – 59	5093.0	5060.0	450.0	982.0	2220.0	922.0	236.0	100.0	63.0	87.0	10732.0	2121.0	33.0
60 – 64	8973.0	8883.0	466.0	1605.0	3376.0	1733.0	660.0	504.0	272.0	267.0	22554.0	2539.0	90.0
65 – 69	8894.0	8784.0	526.0	1328.0	2796.0	1810.0	827.0	627.0	428.0	442.0	24936.0	2839.0	110.0
70 и более	17294.0	17127.0	1199.0	2509.0	3929.0	3249.0	2092.0	1694.0	1052.0	1403.0	54906.0	3206.0	167.0
Тувинцы													
Женщины в возрасте 15 лет и более	88373.0	88163.0	26052.0	16920.0	17319.0	11461.0	6292.0	4281.0	2364.0	3474.0	175974.0	1996.0	210.0
в том числе в возрасте, лет:													
15 – 17	9309.0	9270.0	9130.0	136.0	4.0	-	-	-	-	-	144.0	16.0	39.0
18 – 19	5729.0	5695.0	5119.0	545.0	28.0	3.0	-	-	-	-	610.0	107.0	34.0
20 – 24	12000.0	11970.0	6858.0	4005.0	981.0	110.0	11.0	1.0	4.0	-	6370.0	532.0	30.0
25 – 29	11029.0	11010.0	2390.0	4474.0	3117.0	847.0	147.0	26.0	1.0	8.0	14036.0	1275.0	19.0
30 – 34	10933.0	10915.0	1029.0	2941.0	4070.0	2008.0	639.0	176.0	32.0	20.0	20893.0	1914.0	18.0
35 – 39	10212.0	10188.0	541.0	1924.0	3429.0	2560.0	1095.0	423.0	144.0	72.0	24356.0	2391.0	24.0
40 – 44	8622.0	8609.0	327.0	1087.0	2379.0	2260.0	1381.0	721.0	267.0	187.0	24795.0	2880.0	13.0
45 – 49	5819.0	5808.0	195.0	641.0	1158.0	1363.0	988.0	790.0	384.0	289.0	19524.0	3362.0	11.0
50 – 54	4363.0	4357.0	149.0	391.0	786.0	838.0	723.0	676.0	394.0	400.0	16291.0	3739.0	6.0
55 – 59	3542.0	3534.0	100.0	273.0	592.0	605.0	506.0	523.0	362.0	573.0	14857.0	4204.0	8.0
60 – 64	3622.0	3617.0	119.0	284.0	437.0	522.0	478.0	519.0	401.0	857.0	16985.0	4696.0	5.0
65 – 69	1537.0	1537.0	52.0	110.0	172.0	179.0	145.0	219.0	195.0	465.0	7927.0	5157.0	0.0
70 и более	1656.0	1653.0	43.0	109.0	166.0	166.0	179.0	207.0	180.0	603.0	9186.0	5557.0	3.0
Евреи													
Женщины в возрасте 15 лет и более	105728.0	98848.0	20408.0	41770.0	30828.0	4194.0	782.0	310.0	135.0	421.0	124938.0	1264.0	6880.0
в том числе в возрасте, лет:													
15 – 17	2019.0	1715.0	1628.0	67.0	20.0	-	-	-	-	-	107.0	62.0	304.0
18 – 19	1552.0	1332.0	1241.0	58.0	33.0	-	-	-	-	-	124.0	93.0	220.0
20 – 24	3895.0	3285.0	2511.0	583.0	150.0	11.0	18.0	4.0	4.0	4.0	1060.0	323.0	610.0
25 – 29	3992.0	3564.0	1548.0	1421.0	496.0	63.0	17.0	-	-	19.0	2819.0	791.0	428.0
30 – 34	3997.0	3698.0	1003.0	1735.0	801.0	106.0	25.0	1.0	13.0	14.0	3962.0	1071.0	299.0
35 – 39	4153.0	3878.0	597.0	1829.0	1212.0	180.0	20.0	8.0	4.0	28.0	5178.0	1335.0	275.0
40 – 44	5561.0	5279.0	626.0	2387.0	1812.0	348.0	44.0	16.0	3.0	43.0	7662.0	1451.0	282.0
45 – 49	6670.0	6366.0	899.0	2802.0	2203.0	340.0	54.0	32.0	11.0	25.0	8905.0	1399.0	304.0
50 – 54	8583.0	8206.0	1045.0	3700.0	2993.0	364.0	62.0	25.0	8.0	9.0	11270.0	1373.0	377.0
55 – 59	8201.0	7797.0	1087.0	3702.0	2668.0	243.0	42.0	11.0	14.0	30.0	10315.0	1323.0	404.0
60 – 64	11572.0	10958.0	1491.0	5105.0	3826.0	389.0	61.0	35.0	3.0	48.0	14739.0	1345.0	614.0
65 – 69	11182.0	10603.0	1656.0	5012.0	3504.0	274.0	72.0	31.0	5.0	49.0	13722.0	1294.0	579.0
70 и более	34351.0	32167.0	5076.0	13369.0	11110.0	1876.0	367.0	147.0	70.0	152.0	45075.0	1401.0	2184.0
Карачаевцы													
Женщины в возрасте 15 лет и более	76538.0	76232.0	27056.0	9998.0	14890.0	11080.0	5846.0	3207.0	1875.0	2280.0	141828.0	1860.0	306.0
в том числе в возрасте, лет:													
15 – 17	5934.0	5888.0	5818.0	64.0	6.0	-	-	-	-	-	76.0	13.0	46.0
18 – 19	4215.0	4194.0	4036.0	134.0	20.0	4.0	-	-	-	-	186.0	44.0	21.0
20 – 24	9038.0	8978.0	7152.0	1190.0	529.0	76.0	8.0	4.0	13.0	6.0	2648.0	295.0	60.0
25 – 29	7282.0	7254.0	3370.0	1707.0	1620.0	443.0	77.0	15.0	9.0	13.0	6816.0	940.0	28.0
30 – 34	7467.0	7447.0	1903.0	1473.0	2562.0	1154.0	246.0	64.0	23.0	22.0	11670.0	1567.0	20.0
35 – 39	8118.0	8072.0	1283.0	1185.0	2859.0	1936.0	582.0	129.0	39.0	59.0	16380.0	2029.0	46.0
40 – 44	8293.0	8272.0	982.0	1092.0	2448.0	2361.0	935.0	281.0	89.0	84.0	19436.0	2350.0	21.0
45 – 49	6289.0	6273.0	641.0	789.0	1581.0	1713.0	947.0	389.0	124.0	89.0	16279.0	2595.0	16.0
50 – 54	4074.0	4062.0	368.0	474.0	950.0	993.0	684.0	338.0	135.0	120.0	11556.0	2845.0	12.0
55 – 59	1624.0	1620.0	182.0	185.0	347.0	358.0	247.0	173.0	70.0	58.0	4706.0	2905.0	4.0
60 – 64	4540.0	4530.0	456.0	539.0	719.0	797.0	762.0	585.0	353.0	319.0	14910.0	3291.0	10.0
65 – 69	3880.0	3870.0	348.0	437.0	515.0	508.0	607.0	509.0	421.0	525.0	14644.0	3784.0	10.0
70 и более	5784.0	5772.0	517.0	729.0	734.0	737.0	751.0	720.0	599.0	985.0	22521.0	3902.0	12.0
Калмыки													
Женщины в возрасте 15 лет и более	70252.0	69143.0	19062.0	13627.0	17426.0	9579.0	3790.0	2262.0	1455.0	1942.0	128145.0	1853.0	1109.0
в том числе в возрасте, лет:													
15 – 17	5942.0	5804.0	5744.0	52.0	8.0	-	-	-	-	-	68.0	12.0	138.0
18 – 19	3510.0	3421.0	3197.0	205.0	19.0	-	-	-	-	-	243.0	71.0	89.0
20 – 24	7247.0	7085.0	4375.0	2255.0	423.0	15.0	3.0	-	14.0	-	3242.0	458.0	162.0
25 – 29	5509.0	5370.0	1589.0	2170.0	1401.0	166.0	25.0	2.0	6.0	11.0	5700.0	1061.0	139.0
30 – 34	5321.0	5245.0	832.0	1663.0	2091.0	528.0	80.0	24.0	6.0	21.0	8076.0	1540.0	76.0
35 – 39	8120.0	8006.0	785.0	1883.0	3400.0	1499.0	322.0	65.0	27.0	25.0	15153.0	1893.0	114.0
40 – 44	9688.0	9595.0	822.0	1809.0	3707.0	2254.0	669.0	197.0	70.0	67.0	20610.0	2148.0	93.0
45 – 49	8000.0	7909.0	687.0	1460.0	2746.0	1939.0	683.0	236.0	91.0	67.0	17770.0	2247.0	91.0
50 – 54	4688.0	4630.0	470.0	769.0	1604.0	1081.0	379.0	216.0	57.0	54.0	10587.0	2287.0	58.0
55 – 59	1253.0	1237.0	104.0	237.0	389.0	241.0	126.0	80.0	33.0	27.0	3047.0	2463.0	16.0
60 – 64	3094.0	3059.0	141.0	369.0	661.0	659.0	427.0	330.0	213.0	259.0	10338.0	3380.0	35.0
65 – 69	2962.0	2914.0	128.0	260.0	451.0	550.0	421.0	381.0	300.0	423.0	11571.0	3971.0	48.0
70 и более	4918.0	4868.0	188.0	495.0	526.0	647.0	655.0	731.0	638.0	988.0	21740.0	4466.0	50.0
Адыгейцы													
Женщины в возрасте 15 лет и более	53269.0	52636.0	14408.0	9737.0	14948.0	7522.0	2903.0	1543.0	786.0	789.0	92469.0	1757.0	633.0
в том числе в возрасте, лет:													
15 – 17	3688.0	3632.0	3588.0	39.0	5.0	-	-	-	-	-	49.0	13.0	56.0
18 – 19	2278.0	2243.0	2081.0	146.0	14.0	2.0	-	-	-	-	180.0	80.0	35.0
20 – 24	4893.0	4795.0	3288.0	1178.0	287.0	23.0	7.0	1.0	10.0	1.0	1921.0	401.0	98.0
25 – 29	4368.0	4317.0	1392.0	1497.0	1187.0	192.0	28.0	7.0	7.0	7.0	4692.0	1087.0	51.0
30 – 34	4297.0	4214.0	720.0	1127.0	1798.0	454.0	74.0	21.0	8.0	12.0	6632.0	1574.0	83.0
35 – 39	5256.0	5196.0	545.0	1055.0	2433.0	918.0	177.0	45.0	6.0	17.0	9777.0	1882.0	60.0
40 – 44	6044.0	5985.0	605.0	1047.0	2688.0	1255.0	259.0	69.0	23.0	39.0	12003.0	2006.0	59.0
45 – 49	4639.0	4586.0	452.0	792.0	1846.0	1093.0	260.0	79.0	26.0	38.0	9661.0	2107.0	53.0
50 – 54	3502.0	3474.0	325.0	554.0	1265.0	891.0	285.0	88.0	36.0	30.0	7815.0	2250.0	28.0
55 – 59	1989.0	1977.0	144.0	320.0	691.0	460.0	198.0	96.0	35.0	33.0	4835.0	2446.0	12.0
60 – 64	3964.0	3944.0	350.0	573.0	1130.0	840.0	567.0	300.0	116.0	68.0	10345.0	2623.0	20.0
65 – 69	2978.0	2953.0	273.0	484.0	647.0	624.0	391.0	280.0	160.0	94.0	8298.0	2810.0	25.0
70 и более	5373.0	5320.0	645.0	925.0	957.0	770.0	657.0	557.0	359.0	450.0	16261.0	3057.0	53.0
Коми-пермяки													
