																			
1. НАСЕЛЕНИЕ ПО ПОЛУ, ВОЗРАСТНЫМ ГРУППАМ И ИСТОЧНИКАМ СРЕДСТВ К СУЩЕСТВОВАНИЮ																			
																			
																			
	Все население	Всего указали источников средств к существованию	в том числе												Не указавшие источник средств к существова-нию	Из общей численности населения указали			
20 – 24	38217.0	9691.0	7742.0	1949.0	27678.0	17.0	498.0	333.0	37917.0	15943.0	13205.0	2738.0	20008.0	127.0	1519.0	320.0			
25 – 29	35090.0	20208.0	17428.0	2780.0	12179.0	53.0	2410.0	240.0	34844.0	22611.0	19830.0	2781.0	7437.0	406.0	4155.0	235.0			
30 – 34	32534.0	22989.0	20214.0	2775.0	5294.0	103.0	3929.0	219.0	33146.0	23020.0	20475.0	2545.0	3370.0	824.0	5732.0	200.0			
35 – 39	35152.0	26349.0	23680.0	2669.0	3628.0	224.0	4767.0	184.0	36829.0	26313.0	23923.0	2390.0	2303.0	1506.0	6537.0	170.0			
40 – 44	44084.0	34004.0	30958.0	3046.0	3502.0	468.0	5918.0	192.0	47543.0	33902.0	31219.0	2683.0	2214.0	3025.0	8205.0	197.0			
45 – 49	41965.0	32790.0	29981.0	2809.0	2597.0	799.0	5600.0	179.0	46869.0	32143.0	29702.0	2441.0	1959.0	4519.0	8060.0	188.0			
50 – 54	36094.0	28624.0	26445.0	2179.0	1697.0	1172.0	4452.0	149.0	41617.0	26728.0	24790.0	1938.0	1579.0	6224.0	6867.0	219.0			
55 – 59	17361.0	13889.0	12925.0	964.0	658.0	870.0	1870.0	74.0	21714.0	12849.0	11963.0	886.0	720.0	4868.0	3178.0	99.0			
60 – 64	23473.0	18645.0	17414.0	1231.0	661.0	2106.0	1954.0	107.0	34800.0	17500.0	16357.0	1143.0	1116.0	11944.0	4094.0	146.0			
65 – 69	18808.0	14913.0	14020.0	893.0	439.0	2353.0	1046.0	57.0	29923.0	12924.0	12086.0	838.0	1071.0	13152.0	2683.0	93.0			
70 и более	31019.0	21733.0	20621.0	1112.0	377.0	7953.0	845.0	111.0	86285.0	18789.0	17579.0	1210.0	5556.0	57354.0	4245.0	341.0			
возраст не указан	2685.0	537.0	483.0	54.0	21.0	7.0	21.0	2099.0	2986.0	539.0	492.0	47.0	21.0	21.0	19.0	2386.0			
Тамбовская область																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	437988.0	288993.0	270101.0	18892.0	95465.0	17962.0	33175.0	2393.0	543145.0	290188.0	271389.0	18799.0	77499.0	122310.0	50623.0	2525.0			
в том числе в     возрасте, лет:																			
  до 16	27.0	21.0	11.0	10.0		5.0	1.0		48.0	44.0	26.0	18.0		1.0	3.0				
16 – 17	18893.0	79.0	45.0	34.0	18305.0	2.0	2.0	505.0	18023.0	494.0	342.0	152.0	17135.0	7.0	19.0	368.0			
18 – 19	15965.0	512.0	435.0	77.0	15267.0	3.0	25.0	158.0	17580.0	2719.0	2357.0	362.0	14587.0	12.0	106.0	156.0			
20 – 24	37514.0	10668.0	9666.0	1002.0	25902.0	7.0	657.0	280.0	39018.0	19222.0	17554.0	1668.0	17443.0	143.0	1949.0	261.0			
25 – 29	38729.0	23996.0	22147.0	1849.0	11669.0	42.0	2814.0	208.0	38199.0	26956.0	25044.0	1912.0	6232.0	495.0	4339.0	177.0			
30 – 34	36967.0	26993.0	24953.0	2040.0	5791.0	99.0	3929.0	155.0	37152.0	27801.0	25767.0	2034.0	2995.0	835.0	5366.0	155.0			
35 – 39	41129.0	31625.0	29344.0	2281.0	4631.0	185.0	4544.0	144.0	41172.0	31512.0	29567.0	1945.0	2299.0	1570.0	5664.0	127.0			
40 – 44	50727.0	39484.0	36759.0	2725.0	4823.0	422.0	5832.0	166.0	50894.0	38313.0	36038.0	2275.0	2268.0	2943.0	7213.0	157.0			
45 – 49	45655.0	35837.0	33478.0	2359.0	3591.0	707.0	5378.0	142.0	48022.0	34396.0	32327.0	2069.0	2035.0	4469.0	6933.0	189.0			
50 – 54	39829.0	31911.0	29894.0	2017.0	2476.0	1085.0	4224.0	133.0	44897.0	30127.0	28258.0	1869.0	1845.0	6709.0	6059.0	157.0			
55 – 59	19447.0	15887.0	14989.0	898.0	853.0	789.0	1841.0	77.0	24594.0	15242.0	14323.0	919.0	860.0	5603.0	2800.0	89.0			
60 – 64	31209.0	25311.0	23848.0	1463.0	1119.0	2514.0	2161.0	104.0	47399.0	24720.0	23330.0	1390.0	1452.0	17030.0	4072.0	125.0			
65 – 69	23026.0	18907.0	17967.0	940.0	507.0	2588.0	968.0	56.0	36989.0	16362.0	15450.0	912.0	1386.0	16735.0	2400.0	106.0			
70 и более	38635.0	27707.0	26513.0	1194.0	521.0	9512.0	794.0	101.0	98894.0	22224.0	20955.0	1269.0	6952.0	65750.0	3697.0	271.0			
возраст не указан	236.0	55.0	52.0	3.0	10.0	2.0	5.0	164.0	264.0	56.0	51.0	5.0	10.0	8.0	3.0	187.0			
Тверская область																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	539728.0	346700.0	315324.0	31376.0	120803.0	23671.0	42998.0	5556.0	693356.0	349221.0	317774.0	31447.0	106586.0	157651.0	73359.0	6539.0			
в том числе в     возрасте, лет:																			
  до 16	14.0	13.0	4.0	9.0		-	1.0		36.0	32.0	13.0	19.0		2.0	2.0				
16 – 17	23799.0	129.0	58.0	71.0	22663.0	3.0	12.0	992.0	22560.0	474.0	228.0	246.0	21249.0	10.0	15.0	812.0			
18 – 19	21366.0	706.0	445.0	261.0	20207.0	2.0	31.0	420.0	22507.0	2814.0	1857.0	957.0	19221.0	8.0	98.0	366.0			
20 – 24	50067.0	12824.0	10054.0	2770.0	35865.0	18.0	623.0	737.0	49928.0	21857.0	17806.0	4051.0	25515.0	167.0	1760.0	629.0			
25 – 29	47574.0	28089.0	24020.0	4069.0	15902.0	55.0	3021.0	507.0	47655.0	31413.0	27125.0	4288.0	10128.0	548.0	5023.0	543.0			
30 – 34	43367.0	31276.0	27331.0	3945.0	6769.0	133.0	4748.0	441.0	45367.0	31982.0	28358.0	3624.0	4873.0	1126.0	6932.0	454.0			
35 – 39	47232.0	35750.0	31957.0	3793.0	4821.0	298.0	5992.0	371.0	50301.0	36003.0	32774.0	3229.0	3517.0	2105.0	8288.0	388.0			
40 – 44	59791.0	46104.0	42025.0	4079.0	4836.0	726.0	7688.0	437.0	64416.0	45650.0	42165.0	3485.0	3419.0	4104.0	10771.0	472.0			
45 – 49	57725.0	45091.0	41413.0	3678.0	3782.0	1081.0	7399.0	372.0	63599.0	43685.0	40346.0	3339.0	3004.0	6179.0	10237.0	494.0			
50 – 54	50109.0	39908.0	36985.0	2923.0	2584.0	1549.0	5742.0	326.0	57812.0	37584.0	34936.0	2648.0	2621.0	8412.0	8778.0	417.0			
55 – 59	24875.0	20162.0	18816.0	1346.0	920.0	1199.0	2429.0	165.0	30605.0	18191.0	17010.0	1181.0	1273.0	6486.0	4396.0	259.0			
60 – 64	36299.0	29100.0	27309.0	1791.0	1177.0	3102.0	2710.0	210.0	56245.0	28485.0	26843.0	1642.0	2012.0	19022.0	6315.0	411.0			
65 – 69	29905.0	24036.0	22804.0	1232.0	649.0	3596.0	1488.0	136.0	49774.0	21582.0	20450.0	1132.0	1768.0	21810.0	4296.0	318.0			
70 и более	47279.0	33428.0	32033.0	1395.0	603.0	11903.0	1102.0	243.0	132173.0	29369.0	27771.0	1598.0	7962.0	87656.0	6433.0	753.0			
возраст не указан	326.0	84.0	70.0	14.0	25.0	6.0	12.0	199.0	378.0	100.0	92.0	8.0	24.0	16.0	15.0	223.0			
Тульская область																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	626066.0	395194.0	365693.0	29501.0	139858.0	29701.0	58619.0	2694.0	798467.0	397830.0	368691.0	29139.0	113669.0	185782.0	98356.0	2830.0			
в том числе в     возрасте, лет:																			
  до 16	31.0	29.0	18.0	11.0		1.0	1.0		41.0	35.0	16.0	19.0		-	6.0				
16 – 17	25219.0	137.0	70.0	67.0	24480.0	5.0	10.0	587.0	24024.0	582.0	330.0	252.0	22940.0	7.0	19.0	476.0			
18 – 19	25748.0	804.0	570.0	234.0	24656.0	4.0	37.0	247.0	24700.0	3314.0	2575.0	739.0	21048.0	16.0	130.0	192.0			
20 – 24	57849.0	14878.0	12676.0	2202.0	41595.0	26.0	970.0	380.0	57196.0	25977.0	22713.0	3264.0	27803.0	214.0	2884.0	318.0			
25 – 29	57657.0	33431.0	29831.0	3600.0	19172.0	96.0	4693.0	265.0	56711.0	37129.0	33496.0	3633.0	11032.0	707.0	7605.0	238.0			
30 – 34	53813.0	37291.0	33560.0	3731.0	8915.0	196.0	7191.0	220.0	53221.0	36693.0	33230.0	3463.0	5111.0	1315.0	9909.0	193.0			
35 – 39	52360.0	38294.0	34795.0	3499.0	5488.0	355.0	8068.0	155.0	54142.0	37191.0	34286.0	2905.0	3534.0	2289.0	10986.0	142.0			
40 – 44	65471.0	48989.0	45210.0	3779.0	5262.0	810.0	10263.0	147.0	70255.0	48752.0	45481.0	3271.0	3229.0	4494.0	13644.0	136.0			
45 – 49	64570.0	49390.0	45959.0	3431.0	4048.0	1227.0	9757.0	148.0	72772.0	48532.0	45396.0	3136.0	3241.0	6953.0	13882.0	164.0			
50 – 54	58815.0	46240.0	43368.0	2872.0	2783.0	1816.0	7841.0	135.0	70919.0	45016.0	42263.0	2753.0	3029.0	10487.0	12221.0	166.0			
55 – 59	29449.0	23537.0	22139.0	1398.0	1021.0	1442.0	3383.0	66.0	39284.0	22664.0	21381.0	1283.0	1495.0	8817.0	6201.0	107.0			
60 – 64	43627.0	35039.0	33147.0	1892.0	1165.0	4003.0	3352.0	68.0	70235.0	34786.0	33086.0	1700.0	2330.0	24500.0	8459.0	160.0			
65 – 69	33715.0	27029.0	25837.0	1192.0	625.0	4305.0	1693.0	63.0	57451.0	24132.0	22911.0	1221.0	1821.0	26276.0	5124.0	98.0			
70 и более	57482.0	40004.0	38420.0	1584.0	625.0	15409.0	1331.0	113.0	147225.0	32924.0	31433.0	1491.0	7033.0	99678.0	7253.0	337.0			
возраст не указан	260.0	102.0	93.0	9.0	23.0	6.0	29.0	100.0	291.0	103.0	94.0	9.0	23.0	29.0	33.0	103.0			
Ярославская область																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	507878.0	325334.0	289912.0	35422.0	119187.0	19349.0	39431.0	4577.0	645575.0	326973.0	291581.0	35392.0	107756.0	134071.0	71418.0	5357.0			
в том числе в     возрасте, лет:																			
  до 16	41.0	40.0	33.0	7.0		1.0	-		50.0	49.0	34.0	15.0		1.0	-				
16 – 17	22178.0	72.0	28.0	44.0	21569.0	3.0	6.0	528.0	21784.0	414.0	174.0	240.0	20909.0	3.0	10.0	448.0			
18 – 19	22475.0	586.0	342.0	244.0	21610.0	2.0	20.0	257.0	22733.0	2493.0	1560.0	933.0	19905.0	12.0	65.0	258.0			
20 – 24	49948.0	12724.0	9581.0	3143.0	36137.0	11.0	602.0	474.0	50430.0	21493.0	16920.0	4573.0	26739.0	125.0	1596.0	477.0			
25 – 29	48497.0	29248.0	24309.0	4939.0	15845.0	50.0	2940.0	414.0	47689.0	31692.0	26833.0	4859.0	10052.0	412.0	5119.0	414.0			
30 – 34	44293.0	31850.0	27048.0	4802.0	6989.0	120.0	4948.0	386.0	45145.0	32074.0	27500.0	4574.0	4738.0	916.0	7081.0	336.0			
35 – 39	45633.0	34633.0	29976.0	4657.0	4625.0	244.0	5814.0	317.0	47404.0	33856.0	29849.0	4007.0	3341.0	1677.0	8193.0	337.0			
40 – 44	53539.0	41846.0	37094.0	4752.0	4045.0	554.0	6764.0	330.0	58243.0	41393.0	37145.0	4248.0	3196.0	3402.0	9912.0	340.0			
45 – 49	51818.0	40863.0	36764.0	4099.0	3356.0	897.0	6424.0	278.0	58957.0	40267.0	36507.0	3760.0	3068.0	5391.0	9869.0	362.0			
50 – 54	47433.0	38275.0	35066.0	3209.0	2236.0	1358.0	5256.0	308.0	56731.0	36696.0	33757.0	2939.0	2825.0	7926.0	8926.0	358.0			
55 – 59	23595.0	19413.0	17975.0	1438.0	792.0	1049.0	2192.0	149.0	30878.0	18103.0	16846.0	1257.0	1464.0	6534.0	4581.0	196.0			
60 – 64	35182.0	28609.0	26775.0	1834.0	990.0	2863.0	2511.0	209.0	53828.0	27014.0	25279.0	1735.0	2171.0	17802.0	6521.0	320.0			
65 – 69	25270.0	20566.0	19468.0	1098.0	518.0	2929.0	1144.0	113.0	43423.0	18495.0	17530.0	965.0	1831.0	18839.0	4046.0	212.0			
70 и более	37042.0	26379.0	25251.0	1128.0	437.0	9259.0	798.0	169.0	107187.0	22684.0	21432.0	1252.0	7496.0	71010.0	5487.0	510.0			
возраст не указан	934.0	230.0	202.0	28.0	38.0	9.0	12.0	645.0	1093.0	250.0	215.0	35.0	21.0	21.0	12.0	789.0			
г. Москва																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	4250273.0	2349513.0	2219660.0	129853.0	1061580.0	181108.0	434471.0	223601.0	4767411.0	2242927.0	2125956.0	116971.0	874626.0	778075.0	667555.0	204228.0			
в том числе в     возрасте, лет:																			
  до 16	150.0	118.0	90.0	28.0		7.0	25.0		209.0	166.0	103.0	63.0		17.0	26.0				
16 – 17	142850.0	795.0	453.0	342.0	129526.0	52.0	138.0	12339.0	136742.0	1539.0	903.0	636.0	124111.0	54.0	132.0	10906.0			
18 – 19	170114.0	3503.0	2452.0	1051.0	157474.0	81.0	319.0	8737.0	156965.0	10950.0	8277.0	2673.0	137763.0	111.0	475.0	7666.0			
20 – 24	452243.0	73215.0	61148.0	12067.0	346823.0	443.0	6200.0	25562.0	406752.0	120802.0	104114.0	16688.0	251892.0	874.0	11924.0	21260.0			
25 – 29	433125.0	191231.0	169027.0	22204.0	187990.0	965.0	27964.0	24975.0	391202.0	212664.0	191618.0	21046.0	116181.0	2461.0	40706.0	19190.0			
30 – 34	450487.0	264589.0	240311.0	24278.0	97780.0	2467.0	57885.0	27766.0	394387.0	244585.0	225458.0	19127.0	57984.0	5248.0	66609.0	19961.0			
35 – 39	426406.0	283744.0	264837.0	18907.0	48350.0	4042.0	66361.0	23909.0	394569.0	257722.0	243555.0	14167.0	34289.0	9083.0	76224.0	17251.0			
40 – 44	493284.0	344076.0	326752.0	17324.0	35224.0	8074.0	80863.0	25047.0	489515.0	319541.0	305804.0	13737.0	31617.0	19212.0	99654.0	19491.0			
45 – 49	409480.0	296378.0	284540.0	11838.0	21301.0	9683.0	63951.0	18167.0	440711.0	278938.0	268945.0	9993.0	25160.0	28356.0	92087.0	16170.0			
50 – 54	346608.0	247613.0	239129.0	8484.0	14585.0	16410.0	52723.0	15277.0	401849.0	236026.0	228817.0	7209.0	21587.0	45536.0	83707.0	14993.0			
55 – 59	220492.0	158908.0	154343.0	4565.0	7939.0	14370.0	29882.0	9393.0	267408.0	144427.0	140499.0	3928.0	13633.0	45568.0	54292.0	9488.0			
60 – 64	241916.0	174618.0	170662.0	3956.0	6212.0	27929.0	24540.0	8617.0	336367.0	156875.0	153560.0	3315.0	14681.0	97466.0	56301.0	11044.0			
65 – 69	168926.0	125018.0	122711.0	2307.0	3294.0	22819.0	12762.0	5033.0	272691.0	112031.0	110086.0	1945.0	11221.0	104174.0	37146.0	8119.0			
70 и более	280044.0	183483.0	181120.0	2363.0	4244.0	73662.0	10547.0	8108.0	667719.0	144884.0	142542.0	2342.0	33965.0	419621.0	48002.0	21247.0			
возраст не указан	14148.0	2224.0	2085.0	139.0	838.0	104.0	311.0	10671.0	10325.0	1777.0	1675.0	102.0	542.0	294.0	270.0	7442.0			
Северо-Западный федеральный округ																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	5287537.0	3143155.0	2838891.0	304264.0	1386736.0	184114.0	428706.0	144826.0	6412273.0	3169317.0	2865324.0	303993.0	1145071.0	1148190.0	780322.0	169373.0			
в том числе в     возрасте, лет:																			
  до 16	130.0	100.0	55.0	45.0		10.0	20.0		237.0	189.0	77.0	112.0		27.0	21.0				
16 – 17	241675.0	860.0	381.0	479.0	232222.0	48.0	129.0	8416.0	230094.0	3720.0	1539.0	2181.0	218700.0	68.0	137.0	7469.0			
18 – 19	271986.0	5597.0	3223.0	2374.0	259352.0	60.0	250.0	6727.0	235540.0	23830.0	14200.0	9630.0	204574.0	97.0	631.0	6408.0			
20 – 24	573334.0	118403.0	86810.0	31593.0	431652.0	215.0	5916.0	17148.0	535752.0	202261.0	154935.0	47326.0	300861.0	1328.0	15440.0	15862.0			
25 – 29	512328.0	273759.0	223584.0	50175.0	192156.0	607.0	29542.0	16264.0	502415.0	308542.0	259152.0	49390.0	124206.0	4452.0	50407.0	14808.0			
30 – 34	468840.0	311113.0	266951.0	44162.0	87608.0	1442.0	52503.0	16174.0	469311.0	312929.0	273558.0	39371.0	58102.0	8751.0	74742.0	14787.0			
35 – 39	481825.0	348944.0	310082.0	38862.0	53187.0	3020.0	62732.0	13942.0	503119.0	344125.0	311698.0	32427.0	39633.0	16752.0	89172.0	13437.0			
40 – 44	587508.0	443007.0	403763.0	39244.0	47112.0	6669.0	76784.0	13936.0	641683.0	438651.0	404928.0	33723.0	38493.0	33887.0	115753.0	14899.0			
45 – 49	546479.0	419168.0	387145.0	32023.0	34414.0	10164.0	71231.0	11502.0	633713.0	417906.0	388637.0	29269.0	34317.0	52779.0	114915.0	13796.0			
50 – 54	469056.0	366172.0	342098.0	24074.0	22234.0	14523.0	55846.0	10281.0	570867.0	352789.0	330419.0	22370.0	28964.0	75250.0	100566.0	13298.0			
55 – 59	252464.0	198142.0	186719.0	11423.0	8864.0	11851.0	27124.0	6483.0	322036.0	180039.0	170199.0	9840.0	15334.0	61645.0	56385.0	8633.0			
60 – 64	300176.0	236517.0	224035.0	12482.0	8471.0	25881.0	23336.0	5971.0	446392.0	216590.0	205745.0	10845.0	17057.0	141373.0	61908.0	9464.0			
65 – 69	234702.0	184612.0	176231.0	8381.0	4680.0	27956.0	13439.0	4015.0	396852.0	165995.0	158158.0	7837.0	14830.0	164736.0	43311.0	7980.0			
70 и более	335693.0	234151.0	225438.0	8713.0	4348.0	81597.0	9627.0	5970.0	912260.0	199180.0	189713.0	9467.0	49612.0	586816.0	56656.0	19996.0			
возраст не указан	11341.0	2610.0	2376.0	234.0	436.0	71.0	227.0	7997.0	12002.0	2571.0	2366.0	205.0	388.0	229.0	278.0	8536.0			
Республика Карелия																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	265331.0	165357.0	142539.0	22818.0	68301.0	8577.0	21301.0	1795.0	321837.0	166834.0	144073.0	22761.0	58669.0	58908.0	35564.0	1862.0			
в том числе в     возрасте, лет:																			
  до 16	2.0	2.0	1.0	1.0		-	-		8.0	7.0	2.0	5.0		-	1.0				
16 – 17	12921.0	45.0	17.0	28.0	12721.0	5.0	4.0	146.0	12652.0	234.0	80.0	154.0	12306.0	1.0	2.0	109.0			
18 – 19	12275.0	382.0	200.0	182.0	11758.0	4.0	8.0	123.0	12389.0	1567.0	828.0	739.0	10715.0	3.0	29.0	75.0			
20 – 24	27678.0	7268.0	4804.0	2464.0	19936.0	4.0	278.0	192.0	28163.0	12041.0	8332.0	3709.0	15116.0	68.0	770.0	168.0			
25 – 29	27313.0	16123.0	12102.0	4021.0	9303.0	28.0	1677.0	182.0	26870.0	17594.0	13774.0	3820.0	6173.0	252.0	2678.0	173.0			
30 – 34	24227.0	16929.0	13594.0	3335.0	4278.0	68.0	2781.0	171.0	24110.0	16824.0	13889.0	2935.0	2743.0	511.0	3872.0	160.0			
35 – 39	25082.0	18365.0	15584.0	2781.0	2915.0	140.0	3519.0	143.0	25678.0	18150.0	15695.0	2455.0	1855.0	1048.0	4474.0	151.0			
40 – 44	30820.0	23397.0	20501.0	2896.0	2859.0	375.0	4004.0	185.0	32887.0	22903.0	20494.0	2409.0	1898.0	2232.0	5689.0	165.0			
45 – 49	29122.0	22461.0	20140.0	2321.0	2160.0	590.0	3737.0	174.0	32646.0	22007.0	19884.0	2123.0	1754.0	3335.0	5364.0	186.0			
50 – 54	24475.0	19764.0	17942.0	1822.0	1248.0	731.0	2580.0	152.0	29314.0	18800.0	17161.0	1639.0	1588.0	4411.0	4361.0	154.0			
55 – 59	11429.0	9435.0	8688.0	747.0	395.0	534.0	987.0	78.0	14393.0	8462.0	7798.0	664.0	718.0	3166.0	1961.0	86.0			
60 – 64	13776.0	11371.0	10465.0	906.0	354.0	1135.0	837.0	79.0	21560.0	10763.0	9963.0	800.0	862.0	7483.0	2335.0	117.0			
65 – 69	11637.0	9409.0	8742.0	667.0	213.0	1448.0	515.0	52.0	20908.0	8837.0	8177.0	660.0	756.0	9454.0	1763.0	98.0			
70 и более	14510.0	10385.0	9744.0	641.0	156.0	3515.0	370.0	84.0	40194.0	8619.0	7975.0	644.0	2182.0	26940.0	2261.0	192.0			
возраст не указан	64.0	21.0	15.0	6.0	5.0	-	4.0	34.0	65.0	26.0	21.0	5.0	3.0	4.0	4.0	28.0			
Республика Коми																			
Население в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке	385210.0	235235.0	201867.0	33368.0	105821.0	10910.0	31198.0	2046.0	432285.0	233539.0	200764.0	32775.0	84466.0	65158.0	47327.0	1795.0			
в том числе в     возрасте, лет:																			
  до 16	3.0	3.0	1.0	2.0		-	-		13.0	10.0	2.0	8.0		1.0	2.0				
16 – 17	19954.0	74.0	22.0	52.0	19690.0	2.0	4.0	184.0	19126.0	380.0	119.0	261.0	18593.0	3.0	7.0	143.0			
18 – 19	17696.0	560.0	284.0	276.0	17029.0	3.0	10.0	94.0	18032.0	2413.0	1264.0	1149.0	15497.0	4.0	42.0	76.0			
20 – 24	42201.0	11323.0	7407.0	3916.0	30103.0	10.0	524.0	241.0	41533.0	18598.0	12955.0	5643.0	21397.0	125.0	1230.0	183.0			
25 – 29	42675.0	24779.0	18994.0	5785.0	15045.0	48.0	2601.0	202.0	40135.0	26985.0	21369.0	5616.0	8920.0	394.0	3682.0	154.0			
30 – 34	37997.0	26425.0	21494.0	4931.0	7133.0	115.0	4142.0	182.0	35785.0	25563.0	21465.0	4098.0	4301.0	794.0	4997.0	130.0			
35 – 39	39864.0	29282.0	24923.0	4359.0	5228.0	302.0	4893.0	159.0	38609.0	27694.0	24119.0	3575.0	3214.0	1563.0	6022.0	116.0			
40 – 44	49924.0	38098.0	33500.0	4598.0	4935.0	611.0	6077.0	203.0	50320.0	36107.0	32363.0	3744.0	3112.0	3043.0	7917.0	141.0			
45 – 49	43566.0	34226.0	30699.0	3527.0	3166.0	873.0	5124.0	177.0	47121.0	32666.0	29548.0	3118.0	2548.0	4418.0	7340.0	149.0			
50 – 54	34404.0	27703.0	25277.0	2426.0	1691.0	1078.0	3762.0	170.0	39781.0	25526.0	23296.0	2230.0	2048.0	6043.0	6013.0	151.0			
55 – 59	14294.0	11497.0	10498.0	999.0	534.0	751.0	1456.0	56.0	18134.0	10364.0	9451.0	913.0	838.0	4121.0	2744.0	67.0			
60 – 64	17445.0	13610.0	12400.0	1210.0	643.0	1715.0	1399.0	78.0	25947.0	12008.0	10979.0	1029.0	1010.0	9571.0	3243.0	115.0			
