1. НАСЕЛЕНИЕ ЧАСТНЫХ ДОМОХОЗЯЙСТВ ПО ВОЗРАСТНЫМ ГРУППАМ И ЭКОНОМИЧЕСКОЙ АКТИВНОСТИ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ													
													
													
	Всего	в том числе											
20 – 29	185172.0	145316.0	122767.0	470.0	22549.0	406.0	38863.0	4562.0	3166.0	7492.0	4372.0	19271.0	993.0
30 – 39	184886.0	159020.0	141562.0	1118.0	17458.0	727.0	25002.0	24.0	5234.0	2605.0	6574.0	10565.0	864.0
40 – 49	222156.0	186486.0	168592.0	4942.0	17894.0	1528.0	34614.0	-	15211.0	925.0	7901.0	10577.0	1056.0
50 – 59	141184.0	83414.0	75470.0	13919.0	7944.0	2757.0	56708.0	-	48452.0	288.0	3754.0	4214.0	1062.0
60 – 64	78466.0	9007.0	7665.0	6562.0	1342.0	1322.0	67680.0	-	67518.0	17.0	97.0	48.0	1779.0
Из общей численности -													
население в трудоспособном возрасте	793406.0	583970.0	511157.0	15536.0	72813.0	4866.0	204248.0	25685.0	56087.0	23972.0	24113.0	74391.0	5188.0
учащиеся	120763.0	25492.0	19745.0	132.0	5747.0	194.0	92856.0	28850.0	2738.0	24797.0	1211.0	35260.0	2415.0
Мужчины  в возрасте 15-64 лет	437764.0	298559.0	256754.0	11043.0	41805.0	3541.0	135480.0	14685.0	56275.0	12608.0	13029.0	38883.0	3725.0
в том числе в возрасте, лет:													
15 – 19	53751.0	8240.0	4359.0	52.0	3881.0	102.0	44166.0	12743.0	1894.0	11618.0	801.0	17110.0	1345.0
20 – 29	89165.0	74078.0	61987.0	290.0	12091.0	231.0	14706.0	1938.0	1847.0	299.0	2037.0	8585.0	381.0
30 – 39	90987.0	78699.0	68399.0	571.0	10300.0	440.0	11875.0	4.0	3040.0	210.0	3504.0	5117.0	413.0
40 – 49	108060.0	89166.0	78738.0	2114.0	10428.0	929.0	18379.0	-	8148.0	344.0	4275.0	5612.0	515.0
50 – 59	64492.0	43184.0	38741.0	4292.0	4443.0	1191.0	20919.0	-	16034.0	130.0	2344.0	2411.0	389.0
60 – 64	31309.0	5192.0	4530.0	3724.0	662.0	648.0	25435.0	-	25312.0	7.0	68.0	48.0	682.0
Из общей численности -													
население в трудоспособном возрасте	394130.0	293130.0	252153.0	7317.0	40977.0	2885.0	98478.0	12685.0	30420.0	6377.0	12911.0	36085.0	2522.0
учащиеся	55362.0	9955.0	7530.0	54.0	2425.0	78.0	44130.0	14685.0	1391.0	11172.0	515.0	16367.0	1277.0
Женщины в возрасте  15-64 лет	484821.0	302534.0	269081.0	16049.0	33453.0	3406.0	177763.0	14165.0	86804.0	24216.0	11363.0	41215.0	4524.0
в том числе в возрасте, лет:													
15 – 19	56970.0	9610.0	5420.0	29.0	4190.0	105.0	46210.0	11521.0	1604.0	13879.0	893.0	18313.0	1150.0
20 – 29	96007.0	71238.0	60780.0	180.0	10458.0	175.0	24157.0	2624.0	1319.0	7193.0	2335.0	10686.0	612.0
30 – 39	93899.0	80321.0	73163.0	547.0	7158.0	287.0	13127.0	20.0	2194.0	2395.0	3070.0	5448.0	451.0
40 – 49	114096.0	97320.0	89854.0	2828.0	7466.0	599.0	16235.0	-	7063.0	581.0	3626.0	4965.0	541.0
50 – 59	76692.0	40230.0	36729.0	9627.0	3501.0	1566.0	35789.0	-	32418.0	158.0	1410.0	1803.0	673.0
60 – 64	47157.0	3815.0	3135.0	2838.0	680.0	674.0	42245.0	-	42206.0	10.0	29.0	-	1097.0
Из общей численности -													
население в трудоспособном возрасте	399276.0	290840.0	259004.0	8219.0	31836.0	1981.0	105770.0	13000.0	25667.0	17595.0	11202.0	38306.0	2666.0
учащиеся	65401.0	15537.0	12215.0	78.0	3322.0	116.0	48726.0	14165.0	1347.0	13625.0	696.0	18893.0	1138.0
Городское население  в возрасте 15-64 лет	657612.0	447141.0	394480.0	22116.0	52661.0	5372.0	204771.0	21722.0	92378.0	23218.0	5817.0	61636.0	5700.0
в том числе в возрасте, лет:													
15 – 19	80424.0	12912.0	6938.0	58.0	5974.0	142.0	65761.0	18370.0	2209.0	15853.0	664.0	28665.0	1751.0
20 – 29	134977.0	108863.0	93015.0	328.0	15848.0	305.0	25370.0	3332.0	1749.0	4924.0	1033.0	14332.0	744.0
30 – 39	129189.0	114674.0	102950.0	809.0	11724.0	481.0	13926.0	20.0	3093.0	1672.0	1324.0	7817.0	589.0
40 – 49	158791.0	137825.0	125530.0	3726.0	12295.0	1182.0	20213.0	-	10051.0	566.0	1866.0	7730.0	753.0
50 – 59	102752.0	65137.0	59313.0	11404.0	5824.0	2282.0	36914.0	-	32741.0	195.0	910.0	3068.0	701.0
60 – 64	51479.0	7730.0	6734.0	5791.0	996.0	980.0	42587.0	-	42535.0	8.0	20.0	24.0	1162.0
Из общей численности -													
население в трудоспособном возрасте	570205.0	432608.0	381842.0	12107.0	50766.0	3734.0	133888.0	19265.0	36837.0	15235.0	5705.0	56846.0	3709.0
учащиеся	93504.0	22090.0	17174.0	107.0	4916.0	166.0	69751.0	21722.0	1914.0	15775.0	632.0	29708.0	1663.0
Сельское население  в возрасте  15-64 лет	264973.0	153952.0	131355.0	4976.0	22597.0	1575.0	108472.0	7128.0	50701.0	13606.0	18575.0	18462.0	2549.0
в том числе в возрасте, лет:													
15 – 19	30297.0	4938.0	2841.0	23.0	2097.0	65.0	24615.0	5894.0	1289.0	9644.0	1030.0	6758.0	744.0
20 – 29	50195.0	36453.0	29752.0	142.0	6701.0	101.0	13493.0	1230.0	1417.0	2568.0	3339.0	4939.0	249.0
30 – 39	55697.0	44346.0	38612.0	309.0	5734.0	246.0	11076.0	4.0	2141.0	933.0	5250.0	2748.0	275.0
40 – 49	63365.0	48661.0	43062.0	1216.0	5599.0	346.0	14401.0	-	5160.0	359.0	6035.0	2847.0	303.0
50 – 59	38432.0	18277.0	16157.0	2515.0	2120.0	475.0	19794.0	-	15711.0	93.0	2844.0	1146.0	361.0
60 – 64	26987.0	1277.0	931.0	771.0	346.0	342.0	25093.0	-	24983.0	9.0	77.0	24.0	617.0
Из общей численности -													
население в трудоспособном возрасте	223201.0	151362.0	129315.0	3429.0	22047.0	1132.0	70360.0	6420.0	19250.0	8737.0	18408.0	17545.0	1479.0
учащиеся	27259.0	3402.0	2571.0	25.0	831.0	28.0	23105.0	7128.0	824.0	9022.0	579.0	5552.0	752.0
Владимирская область													
Городское и сельское  население  в возрасте 15-64 лет	1041137.0	724727.0	657408.0	42436.0	67319.0	6133.0	288437.0	27613.0	137604.0	23101.0	11043.0	89076.0	27973.0
в том числе в возрасте, лет:													
15 – 19	118178.0	27047.0	17920.0	144.0	9127.0	246.0	83238.0	22842.0	2775.0	14407.0	1013.0	42201.0	7893.0
20 – 29	206000.0	169345.0	151420.0	549.0	17925.0	428.0	32843.0	4742.0	2679.0	5855.0	1562.0	18005.0	3812.0
30 – 39	196545.0	174006.0	160137.0	1317.0	13869.0	495.0	19520.0	25.0	4155.0	1980.0	2499.0	10861.0	3019.0
40 – 49	255169.0	221633.0	204866.0	5938.0	16767.0	1329.0	29762.0	4.0	13222.0	621.0	3674.0	12241.0	3774.0
50 – 59	169496.0	115307.0	106995.0	20309.0	8312.0	2341.0	50093.0	-	42007.0	213.0	2271.0	5602.0	4096.0
60 – 64	95749.0	17389.0	16070.0	14179.0	1319.0	1294.0	72981.0	-	72766.0	25.0	24.0	166.0	5379.0
Из общей численности -													
население в трудоспособном возрасте	885856.0	692740.0	628196.0	18673.0	64544.0	4018.0	174822.0	24803.0	45138.0	15679.0	10773.0	78429.0	18294.0
учащиеся	124449.0	33241.0	26281.0	175.0	6960.0	182.0	84553.0	27613.0	2093.0	13960.0	787.0	40100.0	6655.0
Мужчины  в возрасте 15-64 лет	483701.0	353060.0	317957.0	17228.0	35103.0	2989.0	118358.0	13316.0	50602.0	6795.0	5526.0	42119.0	12283.0
в том числе в возрасте, лет:													
15 – 19	57008.0	12834.0	8426.0	91.0	4408.0	127.0	40280.0	11347.0	1448.0	6240.0	538.0	20707.0	3894.0
20 – 29	100607.0	87128.0	78174.0	312.0	8954.0	256.0	11894.0	1961.0	1571.0	201.0	695.0	7466.0	1585.0
30 – 39	94729.0	84968.0	77557.0	690.0	7411.0	272.0	8312.0	8.0	2288.0	94.0	1180.0	4742.0	1449.0
40 – 49	119432.0	102409.0	93275.0	3040.0	9134.0	790.0	15188.0	-	7161.0	177.0	1789.0	6061.0	1835.0
50 – 59	75112.0	56334.0	51775.0	5588.0	4559.0	932.0	17155.0	-	12697.0	79.0	1312.0	3067.0	1623.0
60 – 64	36813.0	9387.0	8750.0	7507.0	637.0	612.0	25529.0	-	25437.0	4.0	12.0	76.0	1897.0
Из общей численности -													
население в трудоспособном возрасте	433962.0	343099.0	309042.0	9717.0	34057.0	2348.0	82005.0	11595.0	24712.0	3417.0	5420.0	36861.0	8858.0
учащиеся	56443.0	13204.0	10052.0	89.0	3152.0	92.0	39990.0	13316.0	1048.0	5941.0	379.0	19306.0	3249.0
Женщины в возрасте  15-64 лет	557436.0	371667.0	339451.0	25208.0	32216.0	3144.0	170079.0	14297.0	87002.0	16306.0	5517.0	46957.0	15690.0
в том числе в возрасте, лет:													
15 – 19	61170.0	14213.0	9494.0	53.0	4719.0	119.0	42958.0	11495.0	1327.0	8167.0	475.0	21494.0	3999.0
20 – 29	105393.0	82217.0	73246.0	237.0	8971.0	172.0	20949.0	2781.0	1108.0	5654.0	867.0	10539.0	2227.0
30 – 39	101816.0	89038.0	82580.0	627.0	6458.0	223.0	11208.0	17.0	1867.0	1886.0	1319.0	6119.0	1570.0
40 – 49	135737.0	119224.0	111591.0	2898.0	7633.0	539.0	14574.0	4.0	6061.0	444.0	1885.0	6180.0	1939.0
50 – 59	94384.0	58973.0	55220.0	14721.0	3753.0	1409.0	32938.0	-	29310.0	134.0	959.0	2535.0	2473.0
60 – 64	58936.0	8002.0	7320.0	6672.0	682.0	682.0	47452.0	-	47329.0	21.0	12.0	90.0	3482.0
Из общей численности -													
население в трудоспособном возрасте	451894.0	349641.0	319154.0	8956.0	30487.0	1670.0	92817.0	13208.0	20426.0	12262.0	5353.0	41568.0	9436.0
учащиеся	68006.0	20037.0	16229.0	86.0	3808.0	90.0	44563.0	14297.0	1045.0	8019.0	408.0	20794.0	3406.0
Городское население  в возрасте 15-64 лет	844364.0	597471.0	546202.0	37329.0	51269.0	5062.0	224093.0	23239.0	106203.0	17427.0	3862.0	73362.0	22800.0
в том числе в возрасте, лет:													
15 – 19	95537.0	21347.0	14110.0	88.0	7237.0	168.0	67854.0	18912.0	1925.0	10439.0	508.0	36070.0	6336.0
20 – 29	169840.0	140106.0	126169.0	430.0	13937.0	322.0	26398.0	4302.0	2060.0	4744.0	470.0	14822.0	3336.0
30 – 39	160571.0	143561.0	133157.0	1104.0	10404.0	392.0	14377.0	21.0	3207.0	1569.0	842.0	8738.0	2633.0
40 – 49	204816.0	180154.0	167791.0	4974.0	12363.0	1126.0	21616.0	4.0	10492.0	499.0	1302.0	9319.0	3046.0
50 – 59	138656.0	96655.0	90427.0	17879.0	6228.0	1969.0	38645.0	-	33484.0	156.0	728.0	4277.0	3356.0
60 – 64	74944.0	15648.0	14548.0	12854.0	1100.0	1085.0	55203.0	-	55035.0	20.0	12.0	136.0	4093.0
Из общей численности -													
население в трудоспособном возрасте	720965.0	569052.0	520026.0	15988.0	49026.0	3278.0	136624.0	21011.0	35773.0	12080.0	3715.0	64045.0	15289.0
учащиеся	105854.0	29819.0	23532.0	144.0	6287.0	146.0	70814.0	23239.0	1497.0	10303.0	442.0	35333.0	5221.0
Сельское население  в возрасте  15-64 лет	196773.0	127256.0	111206.0	5107.0	16050.0	1071.0	64344.0	4374.0	31401.0	5674.0	7181.0	15714.0	5173.0
в том числе в возрасте, лет:													
15 – 19	22641.0	5700.0	3810.0	56.0	1890.0	78.0	15384.0	3930.0	850.0	3968.0	505.0	6131.0	1557.0
20 – 29	36160.0	29239.0	25251.0	119.0	3988.0	106.0	6445.0	440.0	619.0	1111.0	1092.0	3183.0	476.0
30 – 39	35974.0	30445.0	26980.0	213.0	3465.0	103.0	5143.0	4.0	948.0	411.0	1657.0	2123.0	386.0
40 – 49	50353.0	41479.0	37075.0	964.0	4404.0	203.0	8146.0	-	2730.0	122.0	2372.0	2922.0	728.0
50 – 59	30840.0	18652.0	16568.0	2430.0	2084.0	372.0	11448.0	-	8523.0	57.0	1543.0	1325.0	740.0
60 – 64	20805.0	1741.0	1522.0	1325.0	219.0	209.0	17778.0	-	17731.0	5.0	12.0	30.0	1286.0
Из общей численности -													
население в трудоспособном возрасте	164891.0	123688.0	108170.0	2685.0	15518.0	740.0	38198.0	3792.0	9365.0	3599.0	7058.0	14384.0	3005.0
учащиеся	18595.0	3422.0	2749.0	31.0	673.0	36.0	13739.0	4374.0	596.0	3657.0	345.0	4767.0	1434.0
Воронежская область													
Городское и сельское  население  в возрасте 15-64 лет	1604658.0	1012463.0	895008.0	42196.0	117455.0	9818.0	542468.0	35898.0	230560.0	30422.0	48894.0	196694.0	49727.0
в том числе в возрасте, лет:													
15 – 19	187846.0	29782.0	16599.0	77.0	13183.0	228.0	142206.0	27064.0	3785.0	18394.0	1990.0	90973.0	15858.0
20 – 29	310989.0	228086.0	194067.0	516.0	34019.0	401.0	75734.0	8744.0	4178.0	7890.0	9603.0	45319.0	7169.0
30 – 39	306877.0	255398.0	229605.0	1529.0	25793.0	868.0	47197.0	83.0	7718.0	2844.0	12716.0	23836.0	4282.0
40 – 49	389338.0	319732.0	291282.0	6314.0	28450.0	2431.0	64572.0	7.0	22403.0	942.0	16062.0	25158.0	5034.0
50 – 59	252296.0	159447.0	146032.0	19504.0	13415.0	3357.0	86394.0	-	66590.0	316.0	8345.0	11143.0	6455.0
60 – 64	157312.0	20018.0	17423.0	14256.0	2595.0	2533.0	126365.0	-	125886.0	36.0	178.0	265.0	10929.0
Из общей численности -													
население в трудоспособном возрасте	1358448.0	976531.0	863281.0	18805.0	113250.0	6133.0	351082.0	32974.0	72521.0	21226.0	48489.0	175872.0	30835.0
учащиеся	198855.0	35840.0	25869.0	151.0	9971.0	185.0	147351.0	35898.0	2633.0	17620.0	936.0	90264.0	15664.0
Мужчины  в возрасте 15-64 лет	759324.0	513309.0	453381.0	19373.0	59928.0	5254.0	224848.0	17111.0	91304.0	9325.0	21825.0	85283.0	21167.0
в том числе в возрасте, лет:													
15 – 19	91997.0	14728.0	8202.0	45.0	6526.0	123.0	69419.0	13185.0	2170.0	8668.0	992.0	44404.0	7850.0
20 – 29	150659.0	121668.0	104708.0	300.0	16960.0	251.0	25998.0	3871.0	2405.0	223.0	3350.0	16149.0	2993.0
30 – 39	149855.0	129052.0	115770.0	956.0	13282.0	533.0	18983.0	48.0	4601.0	135.0	5599.0	8600.0	1820.0
40 – 49	187940.0	154053.0	139344.0	3876.0	14709.0	1761.0	31473.0	7.0	12972.0	175.0	7517.0	10802.0	2414.0
50 – 59	114796.0	82190.0	74989.0	6029.0	7201.0	1384.0	30251.0	-	20709.0	104.0	4253.0	5185.0	2355.0
60 – 64	64077.0	11618.0	10368.0	8167.0	1250.0	1202.0	48724.0	-	48447.0	20.0	114.0	143.0	3735.0
Из общей численности -													
население в трудоспособном возрасте	674820.0	501301.0	442857.0	11202.0	58444.0	4048.0	158891.0	15461.0	42305.0	4756.0	21658.0	74711.0	14628.0
учащиеся	93789.0	15497.0	11056.0	84.0	4441.0	109.0	70649.0	17111.0	1445.0	8320.0	463.0	43310.0	7643.0
Женщины в возрасте  15-64 лет	845334.0	499154.0	441627.0	22823.0	57527.0	4564.0	317620.0	18787.0	139256.0	21097.0	27069.0	111411.0	28560.0
в том числе в возрасте, лет:													
15 – 19	95849.0	15054.0	8397.0	32.0	6657.0	105.0	72787.0	13879.0	1615.0	9726.0	998.0	46569.0	8008.0
20 – 29	160330.0	106418.0	89359.0	216.0	17059.0	150.0	49736.0	4873.0	1773.0	7667.0	6253.0	29170.0	4176.0
30 – 39	157022.0	126346.0	113835.0	573.0	12511.0	335.0	28214.0	35.0	3117.0	2709.0	7117.0	15236.0	2462.0
40 – 49	201398.0	165679.0	151938.0	2438.0	13741.0	670.0	33099.0	-	9431.0	767.0	8545.0	14356.0	2620.0
50 – 59	137500.0	77257.0	71043.0	13475.0	6214.0	1973.0	56143.0	-	45881.0	212.0	4092.0	5958.0	4100.0
60 – 64	93235.0	8400.0	7055.0	6089.0	1345.0	1331.0	77641.0	-	77439.0	16.0	64.0	122.0	7194.0
Из общей численности -													
население в трудоспособном возрасте	683628.0	475230.0	420424.0	7603.0	54806.0	2085.0	192191.0	17513.0	30216.0	16470.0	26831.0	101161.0	16207.0
учащиеся	105066.0	20343.0	14813.0	67.0	5530.0	76.0	76702.0	18787.0	1188.0	9300.0	473.0	46954.0	8021.0
Городское население  в возрасте 15-64 лет	1039213.0	686450.0	611396.0	32784.0	75054.0	7258.0	315735.0	28535.0	126768.0	13691.0	7578.0	139163.0	37028.0
в том числе в возрасте, лет:													
15 – 19	126713.0	19353.0	10392.0	40.0	8961.0	164.0	96127.0	20690.0	1953.0	6991.0	440.0	66053.0	11233.0
20 – 29	211184.0	157123.0	134758.0	320.0	22365.0	255.0	48144.0	7759.0	2224.0	4275.0	1125.0	32761.0	5917.0
30 – 39	196365.0	168902.0	152967.0	998.0	15935.0	618.0	24047.0	79.0	4315.0	1592.0	1711.0	16350.0	3416.0
40 – 49	250792.0	213044.0	195786.0	4508.0	17258.0	1893.0	33799.0	7.0	13676.0	606.0	2777.0	16733.0	3949.0
50 – 59	165324.0	111745.0	103086.0	15145.0	8659.0	2481.0	48530.0	-	39741.0	203.0	1477.0	7109.0	5049.0
60 – 64	88835.0	16283.0	14407.0	11773.0	1876.0	1847.0	65088.0	-	64859.0	24.0	48.0	157.0	7464.0
Из общей численности -													
население в трудоспособном возрасте	893473.0	657773.0	585680.0	13834.0	72093.0	4578.0	211579.0	26344.0	43425.0	10344.0	7475.0	123991.0	24121.0
учащиеся	149087.0	30346.0	21737.0	121.0	8609.0	165.0	107467.0	28535.0	1585.0	7053.0	361.0	69933.0	11274.0
Сельское население  в возрасте  15-64 лет	565445.0	326013.0	283612.0	9412.0	42401.0	2560.0	226733.0	7363.0	103792.0	16731.0	41316.0	57531.0	12699.0
в том числе в возрасте, лет:													
15 – 19	61133.0	10429.0	6207.0	37.0	4222.0	64.0	46079.0	6374.0	1832.0	11403.0	1550.0	24920.0	4625.0
20 – 29	99805.0	70963.0	59309.0	196.0	11654.0	146.0	27590.0	985.0	1954.0	3615.0	8478.0	12558.0	1252.0
30 – 39	110512.0	86496.0	76638.0	531.0	9858.0	250.0	23150.0	4.0	3403.0	1252.0	11005.0	7486.0	866.0
40 – 49	138546.0	106688.0	95496.0	1806.0	11192.0	538.0	30773.0	-	8727.0	336.0	13285.0	8425.0	1085.0
50 – 59	86972.0	47702.0	42946.0	4359.0	4756.0	876.0	37864.0	-	26849.0	113.0	6868.0	4034.0	1406.0
60 – 64	68477.0	3735.0	3016.0	2483.0	719.0	686.0	61277.0	-	61027.0	12.0	130.0	108.0	3465.0
Из общей численности -													
население в трудоспособном возрасте	464975.0	318758.0	277601.0	4971.0	41157.0	1555.0	139503.0	6630.0	29096.0	10882.0	41014.0	51881.0	6714.0
учащиеся	49768.0	5494.0	4132.0	30.0	1362.0	20.0	39884.0	7363.0	1048.0	10567.0	575.0	20331.0	4390.0
Ивановская область													
Городское и сельское  население  в возрасте 15-64 лет	774080.0	526122.0	477036.0	26719.0	49086.0	3892.0	230620.0	28454.0	105353.0	22871.0	10463.0	63479.0	17338.0
в том числе в возрасте, лет:													
15 – 19	88897.0	17723.0	11816.0	101.0	5907.0	218.0	65844.0	21446.0	2593.0	18197.0	830.0	22778.0	5330.0
20 – 29	155349.0	124043.0	110920.0	388.0	13123.0	235.0	29117.0	6943.0	2122.0	3109.0	1574.0	15369.0	2189.0
30 – 39	148209.0	130023.0	119397.0	826.0	10626.0	337.0	16537.0	58.0	3210.0	1020.0	2273.0	9976.0	1649.0
40 – 49	183438.0	158511.0	146300.0	3318.0	12211.0	848.0	22790.0	7.0	8365.0	377.0	3759.0	10282.0	2137.0
50 – 59	125674.0	85531.0	79142.0	13493.0	6389.0	1435.0	37870.0	-	30728.0	168.0	1995.0	4979.0	2273.0
60 – 64	72513.0	10291.0	9461.0	8593.0	830.0	819.0	58462.0	-	58335.0	-	32.0	95.0	3760.0
Из общей численности -													
население в трудоспособном возрасте	658937.0	506065.0	458668.0	11374.0	47397.0	2547.0	142024.0	26402.0	31849.0	13633.0	10326.0	59814.0	10848.0
учащиеся	95118.0	20340.0	15693.0	108.0	4647.0	169.0	71068.0	28454.0	2139.0	17445.0	686.0	22344.0	3710.0
Мужчины  в возрасте 15-64 лет	358430.0	254557.0	226255.0	10168.0	28302.0	1940.0	96215.0	13082.0	39630.0	8790.0	5095.0	29618.0	7658.0
